Game Turn, Player, Action, Belief, City
56, 5, Adopt Religion, N/A, LOC_CITY_NAME_ALEXANDRIA_TROAS
56, 5, Adopt Religion, N/A, LOC_CITY_NAME_CHALKIDIKI
56, 5, Adopt Religion, N/A, LOC_CITY_NAME_ALEXANDRIA_LATMUS
56, 5, Adopt Religion, N/A, LOC_CITY_NAME_FEZ
56, 5, Adopt Religion, N/A, LOC_CITY_NAME_METHONE
56, 6, Adopt Religion, N/A, LOC_CITY_NAME_RIO_DE_JANEIRO
56, 6, Adopt Religion, N/A, LOC_CITY_NAME_SAO_PAULO
56, 6, Adopt Religion, N/A, LOC_CITY_NAME_FORTALEZA
56, 6, Adopt Religion, N/A, LOC_CITY_NAME_CURITIBA
56, 6, Adopt Religion, N/A, LOC_CITY_NAME_SALVADOR
56, 6, Adopt Religion, N/A, LOC_CITY_NAME_JERUSALEM
56, 6, Adopt Religion, N/A, LOC_CITY_NAME_PORTO_ALEGRE
56, 7, Adopt Religion, N/A, LOC_CITY_NAME_AACHEN
56, 7, Adopt Religion, N/A, LOC_CITY_NAME_MAGDEBURG
56, 7, Adopt Religion, N/A, LOC_CITY_NAME_COLOGNE
56, 7, Adopt Religion, N/A, LOC_CITY_NAME_DORTMUND
56, 7, Adopt Religion, N/A, LOC_CITY_NAME_HEIDELBERG
56, 7, Adopt Religion, N/A, LOC_CITY_NAME_MAINZ
56, 7, Adopt Religion, N/A, LOC_CITY_NAME_BERLIN
56, 8, Adopt Religion, N/A, LOC_CITY_HA_NOI
56, 8, Adopt Religion, N/A, LOC_CITY_HUE
56, 8, Adopt Religion, N/A, LOC_CITY_QUANG_TRI
56, 8, Adopt Religion, N/A, LOC_CITY_HOI_AN
56, 8, Adopt Religion, N/A, LOC_CITY_HOA_LU
56, 8, Adopt Religion, N/A, LOC_CITY_DONG_HOI
56, 8, Adopt Religion, N/A, LOC_CITY_CAN_THO
56, 8, Adopt Religion, N/A, LOC_CITY_NAME_VILNIUS
56, 9, Adopt Religion, N/A, LOC_CITY_NAME_ROME
56, 9, Adopt Religion, N/A, LOC_CITY_NAME_ARRETIUM
56, 9, Adopt Religion, N/A, LOC_CITY_NAME_ARPINUM
56, 9, Adopt Religion, N/A, LOC_CITY_NAME_LUGDUNUM
56, 9, Adopt Religion, N/A, LOC_CITY_NAME_CUMAE
56, 9, Adopt Religion, N/A, LOC_CITY_NAME_BRUNDISIUM
56, 9, Adopt Religion, N/A, LOC_CITY_NAME_SETIA
56, 10, Adopt Religion, N/A, LOC_CITY_NAME_BABYLON
56, 12, Adopt Religion, N/A, LOC_CITY_NAME_HATTUSA
56, 13, Adopt Religion, N/A, LOC_CITY_NAME_JOHANNESBURG
56, 14, Adopt Religion, N/A, LOC_CITY_NAME_LISBON
56, 15, Adopt Religion, N/A, LOC_CITY_NAME_VATICAN_CITY
56, 17, Adopt Religion, N/A, LOC_CITY_NAME_YEREVAN
56, 18, Adopt Religion, N/A, LOC_CITY_NAME_BUENOS_AIRES
56, 20, Adopt Religion, N/A, LOC_CITY_NAME_KUMASI
56, 21, Adopt Religion, N/A, LOC_CITY_NAME_PRESLAV
57, 9, Add belief to LOC_RELIGION_ISLAM, BELIEF_PILGRIMAGE, N/A
57, 0, Adopt Religion, N/A, LOC_CITY_NAME_RA_KEDET
57, 0, Adopt Religion, N/A, LOC_CITY_NAME_MEMPHIS
57, 0, Adopt Religion, N/A, LOC_CITY_NAME_SWENETT
57, 0, Adopt Religion, N/A, LOC_CITY_NAME_IWNW
57, 0, Adopt Religion, N/A, LOC_CITY_NAME_NEKHEN
57, 0, Adopt Religion, N/A, LOC_CITY_NAME_AKHETATEN
57, 0, Adopt Religion, N/A, LOC_CITY_NAME_SENA
57, 0, Adopt Religion, N/A, LOC_CITY_NAME_SHEDET
57, 1, Adopt Religion, N/A, LOC_CITY_NAME_BABYLON_STK
57, 1, Adopt Religion, N/A, LOC_CITY_NAME_BORSIPPA
57, 1, Adopt Religion, N/A, LOC_CITY_NAME_KARKAR
57, 1, Adopt Religion, N/A, LOC_CITY_NAME_DUR_KURIGALZU
57, 1, Adopt Religion, N/A, LOC_CITY_NAME_ESHNUNNA
57, 1, Adopt Religion, N/A, LOC_CITY_NAME_MASHKAN_SHAPIR
57, 1, Adopt Religion, N/A, LOC_CITY_NAME_MALGIUM
57, 1, Adopt Religion, N/A, LOC_CITY_NAME_DURMUTI
57, 1, Adopt Religion, N/A, LOC_CITY_NAME_NERIBTUM
57, 2, Adopt Religion, N/A, LOC_CITY_NAME_PATNA
57, 2, Adopt Religion, N/A, LOC_CITY_NAME_CHENNAI
57, 2, Adopt Religion, N/A, LOC_CITY_NAME_DELHI
57, 2, Adopt Religion, N/A, LOC_CITY_NAME_CALCUTTA
57, 2, Adopt Religion, N/A, LOC_CITY_NAME_MUMBAI
57, 2, Adopt Religion, N/A, LOC_CITY_NAME_JABALPUR
57, 2, Adopt Religion, N/A, LOC_CITY_NAME_TRIVANDRUM
57, 3, Adopt Religion, N/A, LOC_CITY_NAME_NIANI
57, 3, Adopt Religion, N/A, LOC_CITY_NAME_TIMBUKTU
57, 3, Adopt Religion, N/A, LOC_CITY_NAME_WALATA
57, 3, Adopt Religion, N/A, LOC_CITY_NAME_KUMBI_SALEH
57, 3, Adopt Religion, N/A, LOC_CITY_NAME_GAO
57, 3, Adopt Religion, N/A, LOC_CITY_NAME_AWDAGHUST
57, 3, Adopt Religion, N/A, LOC_CITY_NAME_KIRINA
57, 3, Adopt Religion, N/A, LOC_CITY_NAME_KANGABA
57, 3, Adopt Religion, N/A, LOC_CITY_NAME_NIORO
57, 3, Adopt Religion, N/A, LOC_CITY_NAME_NTERET
57, 3, Adopt Religion, N/A, LOC_CITY_NAME_JENNE
57, 4, Adopt Religion, N/A, LOC_CITY_NAME_MEROE
57, 4, Adopt Religion, N/A, LOC_CITY_NAME_SEDEINGA
57, 4, Adopt Religion, N/A, LOC_CITY_NAME_KERMA
57, 4, Adopt Religion, N/A, LOC_CITY_NAME_KAWA
57, 4, Adopt Religion, N/A, LOC_CITY_NAME_EL_KURRU
57, 4, Adopt Religion, N/A, LOC_CITY_NAME_QASR_IBRIM
57, 4, Adopt Religion, N/A, LOC_CITY_NAME_HEH
57, 4, Adopt Religion, N/A, LOC_CITY_NAME_SHAAT
57, 4, Adopt Religion, N/A, LOC_CITY_NAME_NURI
57, 4, Adopt Religion, N/A, LOC_CITY_NAME_KURGUS
57, 5, Adopt Religion, N/A, LOC_CITY_NAME_PELLA
57, 5, Adopt Religion, N/A, LOC_CITY_NAME_ALEXANDRIA_TROAS
57, 5, Adopt Religion, N/A, LOC_CITY_NAME_CHALKIDIKI
57, 5, Adopt Religion, N/A, LOC_CITY_NAME_ALEXANDRIA_LATMUS
57, 5, Adopt Religion, N/A, LOC_CITY_NAME_FEZ
57, 5, Adopt Religion, N/A, LOC_CITY_NAME_METHONE
57, 6, Adopt Religion, N/A, LOC_CITY_NAME_RIO_DE_JANEIRO
57, 6, Adopt Religion, N/A, LOC_CITY_NAME_SAO_PAULO
57, 6, Adopt Religion, N/A, LOC_CITY_NAME_FORTALEZA
57, 6, Adopt Religion, N/A, LOC_CITY_NAME_CURITIBA
57, 6, Adopt Religion, N/A, LOC_CITY_NAME_SALVADOR
57, 6, Adopt Religion, N/A, LOC_CITY_NAME_JERUSALEM
57, 6, Adopt Religion, N/A, LOC_CITY_NAME_PORTO_ALEGRE
57, 7, Adopt Religion, N/A, LOC_CITY_NAME_AACHEN
57, 7, Adopt Religion, N/A, LOC_CITY_NAME_MAGDEBURG
57, 7, Adopt Religion, N/A, LOC_CITY_NAME_COLOGNE
57, 7, Adopt Religion, N/A, LOC_CITY_NAME_DORTMUND
57, 7, Adopt Religion, N/A, LOC_CITY_NAME_HEIDELBERG
57, 7, Adopt Religion, N/A, LOC_CITY_NAME_MAINZ
57, 7, Adopt Religion, N/A, LOC_CITY_NAME_BERLIN
57, 8, Adopt Religion, N/A, LOC_CITY_HA_NOI
57, 8, Adopt Religion, N/A, LOC_CITY_HUE
57, 8, Adopt Religion, N/A, LOC_CITY_QUANG_TRI
57, 8, Adopt Religion, N/A, LOC_CITY_HOI_AN
57, 8, Adopt Religion, N/A, LOC_CITY_HOA_LU
57, 8, Adopt Religion, N/A, LOC_CITY_DONG_HOI
57, 8, Adopt Religion, N/A, LOC_CITY_CAN_THO
57, 8, Adopt Religion, N/A, LOC_CITY_NAME_VILNIUS
57, 9, Adopt Religion, N/A, LOC_CITY_NAME_ROME
57, 9, Adopt Religion, N/A, LOC_CITY_NAME_ARRETIUM
57, 9, Adopt Religion, N/A, LOC_CITY_NAME_ARPINUM
57, 9, Adopt Religion, N/A, LOC_CITY_NAME_LUGDUNUM
57, 9, Adopt Religion, N/A, LOC_CITY_NAME_CUMAE
57, 9, Adopt Religion, N/A, LOC_CITY_NAME_BRUNDISIUM
57, 9, Adopt Religion, N/A, LOC_CITY_NAME_SETIA
57, 10, Adopt Religion, N/A, LOC_CITY_NAME_BABYLON
57, 12, Adopt Religion, N/A, LOC_CITY_NAME_HATTUSA
57, 13, Adopt Religion, N/A, LOC_CITY_NAME_JOHANNESBURG
57, 14, Adopt Religion, N/A, LOC_CITY_NAME_LISBON
57, 15, Adopt Religion, N/A, LOC_CITY_NAME_VATICAN_CITY
57, 17, Adopt Religion, N/A, LOC_CITY_NAME_YEREVAN
57, 18, Adopt Religion, N/A, LOC_CITY_NAME_BUENOS_AIRES
57, 20, Adopt Religion, N/A, LOC_CITY_NAME_KUMASI
57, 21, Adopt Religion, N/A, LOC_CITY_NAME_PRESLAV
59, 8, Add belief to LOC_RELIGION_CONFUCIANISM, BELIEF_DEFENDER_OF_FAITH, N/A
59, 0, Adopt Religion, N/A, LOC_CITY_NAME_RA_KEDET
59, 0, Adopt Religion, N/A, LOC_CITY_NAME_MEMPHIS
59, 0, Adopt Religion, N/A, LOC_CITY_NAME_SWENETT
59, 0, Adopt Religion, N/A, LOC_CITY_NAME_IWNW
59, 0, Adopt Religion, N/A, LOC_CITY_NAME_NEKHEN
59, 0, Adopt Religion, N/A, LOC_CITY_NAME_AKHETATEN
59, 0, Adopt Religion, N/A, LOC_CITY_NAME_SENA
59, 0, Adopt Religion, N/A, LOC_CITY_NAME_SHEDET
59, 1, Adopt Religion, N/A, LOC_CITY_NAME_BABYLON_STK
59, 1, Adopt Religion, N/A, LOC_CITY_NAME_BORSIPPA
59, 1, Adopt Religion, N/A, LOC_CITY_NAME_KARKAR
59, 1, Adopt Religion, N/A, LOC_CITY_NAME_DUR_KURIGALZU
59, 1, Adopt Religion, N/A, LOC_CITY_NAME_ESHNUNNA
59, 1, Adopt Religion, N/A, LOC_CITY_NAME_MASHKAN_SHAPIR
59, 1, Adopt Religion, N/A, LOC_CITY_NAME_MALGIUM
59, 1, Adopt Religion, N/A, LOC_CITY_NAME_DURMUTI
59, 1, Adopt Religion, N/A, LOC_CITY_NAME_NERIBTUM
59, 2, Adopt Religion, N/A, LOC_CITY_NAME_PATNA
59, 2, Adopt Religion, N/A, LOC_CITY_NAME_CHENNAI
59, 2, Adopt Religion, N/A, LOC_CITY_NAME_DELHI
59, 2, Adopt Religion, N/A, LOC_CITY_NAME_CALCUTTA
59, 2, Adopt Religion, N/A, LOC_CITY_NAME_MUMBAI
59, 2, Adopt Religion, N/A, LOC_CITY_NAME_JABALPUR
59, 2, Adopt Religion, N/A, LOC_CITY_NAME_TRIVANDRUM
59, 3, Adopt Religion, N/A, LOC_CITY_NAME_NIANI
59, 3, Adopt Religion, N/A, LOC_CITY_NAME_TIMBUKTU
59, 3, Adopt Religion, N/A, LOC_CITY_NAME_WALATA
59, 3, Adopt Religion, N/A, LOC_CITY_NAME_KUMBI_SALEH
59, 3, Adopt Religion, N/A, LOC_CITY_NAME_GAO
59, 3, Adopt Religion, N/A, LOC_CITY_NAME_AWDAGHUST
59, 3, Adopt Religion, N/A, LOC_CITY_NAME_KIRINA
59, 3, Adopt Religion, N/A, LOC_CITY_NAME_KANGABA
59, 3, Adopt Religion, N/A, LOC_CITY_NAME_NIORO
59, 3, Adopt Religion, N/A, LOC_CITY_NAME_NTERET
59, 3, Adopt Religion, N/A, LOC_CITY_NAME_JENNE
59, 4, Adopt Religion, N/A, LOC_CITY_NAME_MEROE
59, 4, Adopt Religion, N/A, LOC_CITY_NAME_SEDEINGA
59, 4, Adopt Religion, N/A, LOC_CITY_NAME_KERMA
59, 4, Adopt Religion, N/A, LOC_CITY_NAME_KAWA
59, 4, Adopt Religion, N/A, LOC_CITY_NAME_EL_KURRU
59, 4, Adopt Religion, N/A, LOC_CITY_NAME_QASR_IBRIM
59, 4, Adopt Religion, N/A, LOC_CITY_NAME_HEH
59, 4, Adopt Religion, N/A, LOC_CITY_NAME_SHAAT
59, 4, Adopt Religion, N/A, LOC_CITY_NAME_NURI
59, 4, Adopt Religion, N/A, LOC_CITY_NAME_KURGUS
59, 5, Adopt Religion, N/A, LOC_CITY_NAME_PELLA
59, 5, Adopt Religion, N/A, LOC_CITY_NAME_ALEXANDRIA_TROAS
59, 5, Adopt Religion, N/A, LOC_CITY_NAME_CHALKIDIKI
59, 5, Adopt Religion, N/A, LOC_CITY_NAME_ALEXANDRIA_LATMUS
59, 5, Adopt Religion, N/A, LOC_CITY_NAME_FEZ
59, 5, Adopt Religion, N/A, LOC_CITY_NAME_METHONE
59, 6, Adopt Religion, N/A, LOC_CITY_NAME_RIO_DE_JANEIRO
59, 6, Adopt Religion, N/A, LOC_CITY_NAME_SAO_PAULO
59, 6, Adopt Religion, N/A, LOC_CITY_NAME_FORTALEZA
59, 6, Adopt Religion, N/A, LOC_CITY_NAME_CURITIBA
59, 6, Adopt Religion, N/A, LOC_CITY_NAME_SALVADOR
59, 6, Adopt Religion, N/A, LOC_CITY_NAME_JERUSALEM
59, 6, Adopt Religion, N/A, LOC_CITY_NAME_PORTO_ALEGRE
59, 7, Adopt Religion, N/A, LOC_CITY_NAME_AACHEN
59, 7, Adopt Religion, N/A, LOC_CITY_NAME_MAGDEBURG
59, 7, Adopt Religion, N/A, LOC_CITY_NAME_COLOGNE
59, 7, Adopt Religion, N/A, LOC_CITY_NAME_DORTMUND
59, 7, Adopt Religion, N/A, LOC_CITY_NAME_HEIDELBERG
59, 7, Adopt Religion, N/A, LOC_CITY_NAME_MAINZ
59, 7, Adopt Religion, N/A, LOC_CITY_NAME_BERLIN
59, 8, Adopt Religion, N/A, LOC_CITY_HA_NOI
59, 8, Adopt Religion, N/A, LOC_CITY_HUE
59, 8, Adopt Religion, N/A, LOC_CITY_QUANG_TRI
59, 8, Adopt Religion, N/A, LOC_CITY_HOI_AN
59, 8, Adopt Religion, N/A, LOC_CITY_HOA_LU
59, 8, Adopt Religion, N/A, LOC_CITY_DONG_HOI
59, 8, Adopt Religion, N/A, LOC_CITY_CAN_THO
59, 8, Adopt Religion, N/A, LOC_CITY_NAME_VILNIUS
59, 9, Adopt Religion, N/A, LOC_CITY_NAME_ROME
59, 9, Adopt Religion, N/A, LOC_CITY_NAME_ARRETIUM
59, 9, Adopt Religion, N/A, LOC_CITY_NAME_ARPINUM
59, 9, Adopt Religion, N/A, LOC_CITY_NAME_LUGDUNUM
59, 9, Adopt Religion, N/A, LOC_CITY_NAME_CUMAE
59, 9, Adopt Religion, N/A, LOC_CITY_NAME_BRUNDISIUM
59, 9, Adopt Religion, N/A, LOC_CITY_NAME_SETIA
59, 10, Adopt Religion, N/A, LOC_CITY_NAME_BABYLON
59, 12, Adopt Religion, N/A, LOC_CITY_NAME_HATTUSA
59, 13, Adopt Religion, N/A, LOC_CITY_NAME_JOHANNESBURG
59, 14, Adopt Religion, N/A, LOC_CITY_NAME_LISBON
59, 15, Adopt Religion, N/A, LOC_CITY_NAME_VATICAN_CITY
59, 17, Adopt Religion, N/A, LOC_CITY_NAME_YEREVAN
59, 18, Adopt Religion, N/A, LOC_CITY_NAME_BUENOS_AIRES
59, 20, Adopt Religion, N/A, LOC_CITY_NAME_KUMASI
59, 21, Adopt Religion, N/A, LOC_CITY_NAME_PRESLAV
