Game Turn, Attacking Civ, DefendingCiv, AttackerObjType, DefenderObjType, Attacker Type, Defender Type, AttackerID, DefenderID, AttackerStr, DefenderStr, AttackerStrMod, DefenderStrMod, AttackerDmg, DefenderDmg
53, 0, 5, 1:3, 2621450:1048591, UNIT_CROSSBOWMAN, UNKNOWN, 40, 45, -9, -1, 0, 11
53, 0, 5, 1:3, 2949136:1048591, UNIT_KNIGHT, UNKNOWN, 50, 45, 5, -2, 19, 34
53, 0, 5, 1:3, 1966095:1048591, UNIT_KNIGHT, UNKNOWN, 50, 45, 4, -4, 18, 39
54, 5, 0, 1:1, 3604482:2621450, UNIT_CROSSBOWMAN, UNIT_CROSSBOWMAN, 40, 30, 11, 13, 0, 41
54, 5, 1, 1:1, 2097163:196608, UNIT_MACEDONIAN_HETAIROI, UNIT_BABYLONIAN_SABUM_KIBITTUM, 36, 17, 3, 23, 31, 29
54, 5, 2, 1:1, 4194314:1638407, UNIT_MAN_AT_ARMS, UNIT_KNIGHT, 46, 50, -4, 6, 52, 17
54, 5, 2, 3:1, 1048591:1638407, DISTRICT_CITY_CENTER, DISTRICT_CITY_CENTER, 40, 50, -9, -5, 0, 18
54, 9, 4, 1:1, 8454174:3473421, UNIT_COURSER, UNIT_CROSSBOWMAN, 46, 30, 2, 22, 35, 26
54, 14, 7, 3:1, 65536:1900568, DISTRICT_CITY_CENTER, DISTRICT_CITY_CENTER, 40, 30, 0, -10, 0, 65
54, 2, 5, 1:1, 1638407:4194314, UNIT_KNIGHT, UNIT_MAN_AT_ARMS, 50, 46, 0, -4, 17, 40
54, 0, 5, 1:1, 2293777:5046318, UNIT_KNIGHT, UNIT_KNIGHT, 50, 50, 12, 1, 19, 46
54, 0, 5, 1:1, 262146:5046318, UNIT_VAMPIRE, UNIT_KNIGHT, 50, 50, 14, -4, 15, 60
54, 0, 5, 1:1, 2949136:3604482, UNIT_KNIGHT, UNIT_CROSSBOWMAN, 50, 30, 12, 6, 11, 83
54, 0, 5, 1:1, 1966095:3604482, UNIT_KNIGHT, UNIT_CROSSBOWMAN, 50, 30, 11, -2, 8, 100
54, 4, 9, 1:1, 3801100:9699356, UNIT_CROSSBOWMAN, UNIT_MUSKETMAN, 40, 55, 27, 4, 0, 42
54, 4, 9, 1:1, 3604485:9699356, UNIT_CROSSBOWMAN, UNIT_MUSKETMAN, 40, 55, 25, 0, 0, 44
54, 4, 9, 1:1, 3473421:9699356, UNIT_CROSSBOWMAN, UNIT_MUSKETMAN, 40, 55, 25, -5, 0, 54
54, 0, 5, 1:3, 3014669:1048591, UNIT_KNIGHT, UNKNOWN, 50, 45, 0, 5, 30, 27
55, 5, 1, 1:1, 2097163:196608, UNIT_MACEDONIAN_HETAIROI, UNIT_BABYLONIAN_SABUM_KIBITTUM, 36, 17, 12, 25, 24, 37
55, 5, 2, 3:1, 1048591:1638407, DISTRICT_CITY_CENTER, DISTRICT_CITY_CENTER, 40, 50, -9, -7, 0, 18
55, 9, 4, 1:1, 4587520:4587543, UNIT_CROSSBOWMAN, UNIT_KNIGHT, 40, 50, -2, 13, 0, 11
55, 9, 4, 1:1, 8454174:3801100, UNIT_COURSER, UNIT_CROSSBOWMAN, 46, 30, -3, 15, 33, 27
55, 14, 8, 1:1, 458755:10420306, UNIT_CATAPULT, UNIT_GALLEY, 35, 30, 0, 4, 0, 31
55, 14, 8, 1:1, 786434:10420306, UNIT_CROSSBOWMAN, UNIT_GALLEY, 40, 30, -14, 1, 0, 25
55, 14, 8, 3:1, 65536:10420306, DISTRICT_CITY_CENTER, DISTRICT_CITY_CENTER, 40, 30, 0, -2, 0, 47
55, 0, 5, 1:3, 2621450:1048591, UNIT_CROSSBOWMAN, UNKNOWN, 40, 45, -9, 5, 0, 14
55, 0, 5, 1:3, 1966095:1048591, UNIT_KNIGHT, UNKNOWN, 50, 45, 1, 4, 28, 32
55, 0, 5, 1:3, 262146:1048591, UNIT_VAMPIRE, UNKNOWN, 50, 45, 5, 3, 23, 40
55, 0, 5, 1:3, 2949136:1048591, UNIT_KNIGHT, UNKNOWN, 50, 45, 2, 1, 23, 39
55, 4, 9, 1:1, 3473421:4587520, UNIT_CROSSBOWMAN, UNIT_CROSSBOWMAN, 40, 30, 25, 1, 0, 100
55, 4, 9, 1:1, 3801100:8454174, UNIT_CROSSBOWMAN, UNIT_COURSER, 40, 46, 25, -1, 0, 64
55, 4, 9, 1:1, 3407886:6160431, UNIT_CROSSBOWMAN, UNIT_CROSSBOWMAN, 40, 30, 28, 6, 0, 100
56, 5, 0, 1:1, 5242906:262146, UNIT_VAMPIRE, UNIT_VAMPIRE, 55, 50, 3, 10, 32, 28
56, 7, 14, 1:1, 3866661:458755, UNIT_SKIRMISHER, UNIT_CATAPULT, 35, 25, 7, 13, 0, 35
56, 9, 4, 1:1, 8716315:3473421, UNIT_KNIGHT, UNIT_CROSSBOWMAN, 50, 30, 0, 19, 29, 31
56, 14, 7, 1:1, 458755:3866661, UNIT_CATAPULT, UNIT_SKIRMISHER, 35, 30, -13, 10, 0, 15
56, 14, 7, 3:1, 65536:3866661, DISTRICT_CITY_CENTER, DISTRICT_CITY_CENTER, 40, 30, 0, 9, 0, 32
56, 0, 5, 1:1, 2293777:5242906, UNIT_KNIGHT, UNIT_VAMPIRE, 50, 55, 8, 0, 26, 34
56, 0, 5, 1:1, 2949136:5242906, UNIT_KNIGHT, UNIT_VAMPIRE, 50, 55, 9, -4, 23, 33
56, 4, 9, 1:1, 3604485:8716315, UNIT_CROSSBOWMAN, UNIT_KNIGHT, 40, 50, 28, 0, 0, 60
56, 4, 9, 1:1, 3407886:8716315, UNIT_CROSSBOWMAN, UNIT_KNIGHT, 40, 50, 28, -6, 0, 75
57, 5, 2, 1:1, 3407892:1507331, UNIT_SKIRMISHER, UNIT_INDIAN_VARU, 35, 40, -5, 14, 0, 12
57, 5, 0, 1:1, 5439529:3014669, UNIT_KNIGHT, UNIT_KNIGHT, 50, 50, 0, 10, 44, 20
57, 7, 14, 1:1, 5701651:458755, UNIT_MAN_AT_ARMS, UNIT_CATAPULT, 46, 25, 13, 0, 8, 100
57, 9, 4, 1:1, 5242890:4128790, UNIT_CROSSBOWMAN, UNIT_VAMPIRE, 40, 50, 3, 19, 0, 11
57, 9, 4, 1:1, 9043977:3604485, UNIT_MUSKETMAN, UNIT_CROSSBOWMAN, 55, 30, 4, 19, 20, 44
57, 9, 4, 3:1, 65536:196608, DISTRICT_CITY_CENTER, DISTRICT_CITY_CENTER, 40, 50, 0, 14, 0, 12
57, 14, 7, 1:1, 786434:3866661, UNIT_CROSSBOWMAN, UNIT_SKIRMISHER, 40, 30, 3, 5, 0, 40
57, 14, 7, 1:1, 851973:3866661, UNIT_CROSSBOWMAN, UNIT_SKIRMISHER, 40, 30, 3, 1, 0, 47
57, 14, 7, 3:1, 65536:5701651, DISTRICT_CITY_CENTER, DISTRICT_CITY_CENTER, 40, 46, 0, 13, 0, 14
57, 4, 9, 1:1, 3407886:9043977, UNIT_CROSSBOWMAN, UNIT_MUSKETMAN, 40, 55, 28, 5, 0, 40
57, 2, 5, 1:1, 1507331:3407892, UNIT_INDIAN_VARU, UNIT_SKIRMISHER, 40, 30, 7, -5, 13, 70
58, 5, 2, 1:1, 3407892:1507331, UNIT_SKIRMISHER, UNIT_INDIAN_VARU, 35, 40, -12, 12, 0, 10
58, 5, 0, 1:1, 5439529:3014669, UNIT_KNIGHT, UNIT_KNIGHT, 50, 50, 6, 13, 40, 22
58, 7, 14, 1:1, 5701651:851973, UNIT_MAN_AT_ARMS, UNIT_CROSSBOWMAN, 46, 30, 9, 3, 13, 70
58, 9, 4, 1:1, 7864328:3407886, UNIT_CROSSBOWMAN, UNIT_CROSSBOWMAN, 40, 30, 3, 22, 0, 21
58, 9, 4, 3:1, 65536:196608, DISTRICT_CITY_CENTER, DISTRICT_CITY_CENTER, 40, 50, 0, 9, 0, 14
58, 9, 4, 3:1, 786443:196608, DISTRICT_ENCAMPMENT, DISTRICT_ENCAMPMENT, 40, 50, 0, 8, 0, 15
58, 9, 4, 3:1, 1441813:4587543, DISTRICT_CITY_CENTER, DISTRICT_CITY_CENTER, 40, 50, 0, 8, 0, 15
58, 10, 3, 1:1, 1114120:196608, UNIT_SWORDSMAN, UNIT_SCOUT, 36, 10, 0, 11, 17, 54
58, 14, 7, 1:1, 786434:5701651, UNIT_CROSSBOWMAN, UNIT_MAN_AT_ARMS, 40, 46, 3, 11, 0, 18
58, 14, 7, 1:1, 851973:5701651, UNIT_CROSSBOWMAN, UNIT_MAN_AT_ARMS, 40, 46, -4, 9, 0, 14
58, 14, 7, 3:1, 65536:5701651, DISTRICT_CITY_CENTER, DISTRICT_CITY_CENTER, 40, 46, 0, 7, 0, 18
58, 0, 5, 1:1, 2621450:3211278, UNIT_CROSSBOWMAN, UNIT_SKIRMISHER, 40, 30, 18, 6, 0, 71
58, 0, 5, 1:1, 2293777:3211278, UNIT_KNIGHT, UNIT_SKIRMISHER, 50, 30, 5, -1, 11, 82
58, 0, 5, 1:1, 3014669:5439529, UNIT_KNIGHT, UNIT_KNIGHT, 50, 50, 7, -8, 17, 54
58, 4, 9, 1:1, 4653064:8257551, UNIT_CROSSBOWMAN, UNIT_COURSER, 40, 46, 11, -5, 0, 43
58, 4, 9, 1:1, 3801100:9043977, UNIT_CROSSBOWMAN, UNIT_MUSKETMAN, 50, 55, 27, 1, 0, 69
58, 4, 9, 1:1, 3407886:7864328, UNIT_CROSSBOWMAN, UNIT_CROSSBOWMAN, 40, 30, 26, 3, 0, 100
58, 4, 9, 1:1, 3473421:10354751, UNIT_CROSSBOWMAN, UNIT_MUSKETMAN, 40, 55, 27, 7, 0, 37
58, 2, 6, 1:1, 2228232:4063245, UNIT_KNIGHT, UNIT_SKIRMISHER, 50, 30, 10, -5, 8, 100
58, 2, 5, 1:1, 1507331:3407892, UNIT_INDIAN_VARU, UNIT_SKIRMISHER, 40, 30, 5, -10, 11, 78
58, 4, 9, 1:1, 3473421:10354751, UNIT_CROSSBOWMAN, UNIT_MUSKETMAN, 40, 55, 27, 7, 0, 37
58, 5, 2, 1:1, 3407892:1507331, UNIT_SKIRMISHER, UNIT_INDIAN_VARU, 35, 40, -12, 12, 0, 10
58, 5, 0, 1:1, 5439529:3014669, UNIT_KNIGHT, UNIT_KNIGHT, 50, 50, 6, 13, 40, 22
58, 7, 14, 1:3, 5701651:65536, UNIT_MAN_AT_ARMS, UNKNOWN, 46, 26, 9, 15, 17, 1
58, 9, 4, 1:1, 7864328:3407886, UNIT_CROSSBOWMAN, UNIT_CROSSBOWMAN, 40, 30, 3, 23, 0, 21
58, 9, 4, 1:1, 8257551:4587543, UNIT_COURSER, UNIT_KNIGHT, 46, 50, -1, 2, 39, 23
58, 9, 4, 3:1, 1441813:4653064, DISTRICT_CITY_CENTER, DISTRICT_CITY_CENTER, 40, 30, 0, 1, 0, 43
58, 10, 3, 1:1, 1114120:196608, UNIT_SWORDSMAN, UNIT_SCOUT, 36, 10, 0, 11, 17, 54
58, 14, 7, 3:1, 65536:5701651, DISTRICT_CITY_CENTER, DISTRICT_CITY_CENTER, 40, 46, -1, 10, 0, 15
58, 2, 6, 1:1, 2228232:4063245, UNIT_KNIGHT, UNIT_SKIRMISHER, 50, 30, 10, -5, 8, 100
58, 2, 5, 1:1, 1507331:3407892, UNIT_INDIAN_VARU, UNIT_SKIRMISHER, 40, 30, 5, -10, 11, 78
58, 0, 5, 1:1, 2621450:3211278, UNIT_CROSSBOWMAN, UNIT_SKIRMISHER, 40, 30, 18, 6, 0, 71
58, 0, 5, 1:1, 2293777:3211278, UNIT_KNIGHT, UNIT_SKIRMISHER, 50, 30, 5, -1, 11, 82
58, 0, 5, 1:1, 3014669:5439529, UNIT_KNIGHT, UNIT_KNIGHT, 50, 50, 7, -8, 17, 54
59, 4, 9, 1:1, 3604485:7864328, UNIT_CROSSBOWMAN, UNIT_CROSSBOWMAN, 50, 30, 23, 3, 0, 100
59, 4, 9, 1:1, 3473421:5242890, UNIT_CROSSBOWMAN, UNIT_CROSSBOWMAN, 40, 30, 24, 9, 0, 81
59, 5, 2, 1:1, 6160396:1507331, UNIT_KNIGHT, UNIT_INDIAN_VARU, 50, 40, -5, 3, 28, 32
59, 5, 2, 1:1, 7012392:1507331, UNIT_KNIGHT, UNIT_INDIAN_VARU, 50, 40, -3, 0, 23, 39
59, 9, 4, 1:1, 9043977:3604485, UNIT_MUSKETMAN, UNIT_CROSSBOWMAN, 55, 40, -6, 14, 36, 25
59, 9, 4, 1:1, 8257551:4587543, UNIT_COURSER, UNIT_KNIGHT, 46, 50, -6, 3, 51, 18
59, 9, 4, 1:1, 8978445:3473421, UNIT_MUSKETMAN, UNIT_CROSSBOWMAN, 55, 30, 4, 15, 18, 51
59, 9, 4, 3:1, 1441813:3473421, DISTRICT_CITY_CENTER, DISTRICT_CITY_CENTER, 40, 30, 0, 5, 0, 36
59, 10, 3, 1:1, 983040:196608, UNIT_CROSSBOWMAN, UNIT_SCOUT, 40, 10, 3, 3, 0, 98
59, 14, 7, 1:1, 917509:4522025, UNIT_CROSSBOWMAN, UNIT_SKIRMISHER, 40, 30, 3, 5, 0, 42
59, 14, 7, 3:1, 65536:4522025, DISTRICT_CITY_CENTER, DISTRICT_CITY_CENTER, 40, 30, -1, 0, 0, 42
