Game Turn, From, To, Initiator, Type, SubType, Message
51, 3, 2, 3, MAKE_DEAL, NONE, INITIAL, Notification sent; closing session
51, 0, 3, 3, MAKE_DEAL, HUMAN_ACCEPT_DEAL, POSITIVE, Processing Statement
51, 0, 3, 3, MAKE_DEAL, HUMAN_ACCEPT_DEAL, POSITIVE, Not for local adding to notification
51, 0, 3, 3, MAKE_DEAL, HUMAN_ACCEPT_DEAL, POSITIVE, Notification sent; closing session
51, 3, 2, 3, MAKE_DEAL, NONE, 00000000, Processing Statement
51, 3, 2, 3, MAKE_DEAL, NONE, 00000000, Not for local adding to notification
51, 3, 2, 3, MAKE_DEAL, NONE, 00000000, Notification sent; closing session
51, 2, 3, 3, MAKE_DEAL, HUMAN_ACCEPT_DEAL, POSITIVE, Processing Statement
51, 2, 3, 3, MAKE_DEAL, HUMAN_ACCEPT_DEAL, POSITIVE, Not for local adding to notification
51, 2, 3, 3, MAKE_DEAL, HUMAN_ACCEPT_DEAL, POSITIVE, Notification sent; closing session
51, 1, 0, -1, MAKE_DEAL, NONE, INITIAL, Requesting Session (A)
51, 1, 0, 1, MAKE_DEAL, NONE, INITIAL, Adding to pending
51, 1, 0, 1, MAKE_DEAL, NONE, INITIAL, Broadcasting
51, 1, 0, 1, MAKE_DEAL, NONE, INITIAL, Processing Statement
51, 1, 0, 1, MAKE_DEAL, NONE, INITIAL, Processing Immediately
51, 1, 0, 1, MAKE_DEAL, NONE, 00000000, Adding to pending
51, 1, 0, 1, MAKE_DEAL, NONE, 00000000, Broadcasting
51, 1, 0, 1, MAKE_DEAL, NONE, 00000000, Processing Statement
51, 1, 0, 1, MAKE_DEAL, NONE, 00000000, Processing Immediately
51, 0, 1, 1, MAKE_DEAL, HUMAN_ACCEPT_DEAL, POSITIVE, Processing Statement
51, 0, 1, 1, MAKE_DEAL, HUMAN_ACCEPT_DEAL, POSITIVE, Notification sent; closing local session
51, 0, 3, 0, MAKE_DEAL, NONE, INITIAL, Processing Statement
51, 0, 3, 0, MAKE_DEAL, NONE, INITIAL, Not for local adding to notification
51, 0, 3, 0, MAKE_DEAL, NONE, INITIAL, Notification sent; closing session
51, 0, 3, 0, MAKE_DEAL, NONE, 00000000, Processing Statement
51, 0, 3, 0, MAKE_DEAL, NONE, 00000000, Not for local adding to notification
51, 0, 3, 0, MAKE_DEAL, NONE, 00000000, Notification sent; closing session
51, 3, 0, 0, MAKE_DEAL, HUMAN_ACCEPT_DEAL, POSITIVE, Processing Statement
51, 3, 0, 0, MAKE_DEAL, HUMAN_ACCEPT_DEAL, POSITIVE, Not for local adding to notification
51, 3, 0, 0, MAKE_DEAL, HUMAN_ACCEPT_DEAL, POSITIVE, Notification sent; closing session
52, 7, 6, -1, WARNING_TOO_MANY_TROOPS_NEAR_ME, NONE, 00000000, Requesting Session (B)
52, 7, 6, ?, MAKE_PROMISE, 9c55a0d8, ?, Processing Action From AI to AI
52, 7, 6, -1, WARNING_TOO_MANY_TROOPS_NEAR_ME, NONE, INITIAL, Requesting session between two AIs!
52, 9, 4, -1, MAKE_DEAL, NONE, 00000000, Requesting Session (B)
52, 9, 4, 9, MAKE_DEAL, NONE, INITIAL, Adding to pending
52, 9, 4, 9, MAKE_DEAL, NONE, INITIAL, Processing Statement
52, 9, 4, 9, MAKE_DEAL, NONE, INITIAL, Not for local adding to notification
52, 9, 4, 9, MAKE_DEAL, NONE, INITIAL, Notification sent; closing session
52, 4, 9, 9, MAKE_DEAL, NONE, NEGATIVE, Processing Statement
52, 4, 9, 9, MAKE_DEAL, NONE, NEGATIVE, Not for local adding to notification
52, 4, 9, 9, MAKE_DEAL, NONE, NEGATIVE, Notification sent; closing session
53, 0, 3, 0, MAKE_DEAL, NONE, INITIAL, Processing Statement
53, 0, 3, 0, MAKE_DEAL, NONE, INITIAL, Not for local adding to notification
53, 0, 3, 0, MAKE_DEAL, NONE, INITIAL, Notification sent; closing session
53, 0, 3, 0, MAKE_DEAL, NONE, 00000000, Processing Statement
53, 0, 3, 0, MAKE_DEAL, NONE, 00000000, Not for local adding to notification
53, 0, 3, 0, MAKE_DEAL, NONE, 00000000, Notification sent; closing session
53, 3, 0, 0, MAKE_DEAL, HUMAN_ACCEPT_DEAL, POSITIVE, Processing Statement
53, 3, 0, 0, MAKE_DEAL, HUMAN_ACCEPT_DEAL, POSITIVE, Not for local adding to notification
53, 3, 0, 0, MAKE_DEAL, HUMAN_ACCEPT_DEAL, POSITIVE, Notification sent; closing session
53, 4, 2, 4, MAKE_DEAL, NONE, INITIAL, Processing Statement
53, 4, 2, 4, MAKE_DEAL, NONE, INITIAL, Not for local adding to notification
53, 4, 2, 4, MAKE_DEAL, NONE, INITIAL, Notification sent; closing session
53, 4, 2, 4, MAKE_DEAL, NONE, 00000000, Processing Statement
53, 4, 2, 4, MAKE_DEAL, NONE, 00000000, Not for local adding to notification
53, 4, 2, 4, MAKE_DEAL, NONE, 00000000, Notification sent; closing session
54, 8, 4, -1, MAKE_DEAL, NONE, 00000000, Requesting Session (B)
54, 8, 4, 8, MAKE_DEAL, NONE, INITIAL, Adding to pending
54, 8, 4, 8, MAKE_DEAL, NONE, INITIAL, Processing Statement
54, 8, 4, 8, MAKE_DEAL, NONE, INITIAL, Not for local adding to notification
54, 8, 4, 8, MAKE_DEAL, NONE, INITIAL, Notification sent; closing session
54, 4, 8, 8, MAKE_DEAL, NONE, NEGATIVE, Processing Statement
54, 4, 8, 8, MAKE_DEAL, NONE, NEGATIVE, Not for local adding to notification
54, 4, 8, 8, MAKE_DEAL, NONE, NEGATIVE, Notification sent; closing session
54, 4, 2, 4, MAKE_DEAL, NONE, INITIAL, Processing Statement
54, 4, 2, 4, MAKE_DEAL, NONE, INITIAL, Not for local adding to notification
54, 4, 2, 4, MAKE_DEAL, NONE, INITIAL, Notification sent; closing session
54, 2, 4, 4, MAKE_DEAL, HUMAN_ACCEPT_DEAL, POSITIVE, Processing Statement
54, 2, 4, 4, MAKE_DEAL, HUMAN_ACCEPT_DEAL, POSITIVE, Not for local adding to notification
54, 2, 4, 4, MAKE_DEAL, HUMAN_ACCEPT_DEAL, POSITIVE, Notification sent; closing session
55, 9, 4, -1, MAKE_DEAL, NONE, 00000000, Requesting Session (B)
55, 9, 4, 9, MAKE_DEAL, NONE, INITIAL, Adding to pending
55, 9, 4, 9, MAKE_DEAL, NONE, INITIAL, Processing Statement
55, 9, 4, 9, MAKE_DEAL, NONE, INITIAL, Not for local adding to notification
55, 9, 4, 9, MAKE_DEAL, NONE, INITIAL, Notification sent; closing session
55, 4, 9, 9, MAKE_DEAL, NONE, NEGATIVE, Processing Statement
55, 4, 9, 9, MAKE_DEAL, NONE, NEGATIVE, Not for local adding to notification
55, 4, 9, 9, MAKE_DEAL, NONE, NEGATIVE, Notification sent; closing session
55, 4, 1, 4, MAKE_DEAL, NONE, INITIAL, Processing Statement
55, 4, 1, 4, MAKE_DEAL, NONE, INITIAL, Notification sent; closing local session
55, 4, 1, 4, MAKE_DEAL, NONE, 00000000, Processing Statement
55, 4, 1, 4, MAKE_DEAL, NONE, 00000000, Notification sent; closing local session
55, 4, 1, 4, MAKE_DEAL, NONE, 00000000, Restoring Session
55, 1, 4, 4, MAKE_DEAL, HUMAN_ACCEPT_DEAL, POSITIVE, Adding to pending
55, 1, 4, 4, MAKE_DEAL, HUMAN_ACCEPT_DEAL, POSITIVE, Broadcasting
55, 1, 4, 4, MAKE_DEAL, HUMAN_ACCEPT_DEAL, POSITIVE, Processing Statement
55, 1, 4, 4, MAKE_DEAL, HUMAN_ACCEPT_DEAL, POSITIVE, Processing Immediately
55, 4, 1, ?, ?, ?, ?, Closing Session
55, 4, 2, 4, RESIDENT_EMBASSY, NONE, INITIAL, Processing Statement
55, 4, 2, 4, RESIDENT_EMBASSY, NONE, INITIAL, Not for local adding to notification
55, 4, 2, 4, RESIDENT_EMBASSY, NONE, INITIAL, Notification sent; closing session
55, 4, 1, 4, RESIDENT_EMBASSY, NONE, INITIAL, Processing Statement
55, 4, 1, 4, RESIDENT_EMBASSY, NONE, INITIAL, Notification sent; closing local session
55, 2, 4, 4, RESIDENT_EMBASSY, NONE, POSITIVE, Processing Statement
55, 2, 4, 4, RESIDENT_EMBASSY, NONE, POSITIVE, Not for local adding to notification
55, 2, 4, 4, RESIDENT_EMBASSY, NONE, POSITIVE, Notification sent; closing session
55, 4, 2, ?, SET_EMBASSY, ffffffff, ?, Processing Action
55, 3, 4, 3, RESIDENT_EMBASSY, NONE, INITIAL, Processing Statement
55, 3, 4, 3, RESIDENT_EMBASSY, NONE, INITIAL, Not for local adding to notification
55, 3, 4, 3, RESIDENT_EMBASSY, NONE, INITIAL, Notification sent; closing session
55, 4, 0, 4, RESIDENT_EMBASSY, NONE, INITIAL, Processing Statement
55, 4, 0, 4, RESIDENT_EMBASSY, NONE, INITIAL, Not for local adding to notification
55, 4, 0, 4, RESIDENT_EMBASSY, NONE, INITIAL, Notification sent; closing session
55, 4, 1, 4, RESIDENT_EMBASSY, NONE, INITIAL, Restoring Session
55, 3, 0, 3, RESIDENT_EMBASSY, NONE, INITIAL, Processing Statement
55, 3, 0, 3, RESIDENT_EMBASSY, NONE, INITIAL, Not for local adding to notification
55, 3, 0, 3, RESIDENT_EMBASSY, NONE, INITIAL, Notification sent; closing session
55, 1, 4, 4, RESIDENT_EMBASSY, NONE, POSITIVE, Adding to pending
55, 1, 4, 4, RESIDENT_EMBASSY, NONE, POSITIVE, Broadcasting
55, 1, 4, 4, RESIDENT_EMBASSY, NONE, POSITIVE, Processing Statement
55, 1, 4, 4, RESIDENT_EMBASSY, NONE, POSITIVE, Processing Immediately
55, 4, 1, ?, SET_EMBASSY, ffffffff, ?, Sending Action
55, 4, 1, ?, ?, ?, ?, Closing Session
55, 4, 1, ?, SET_EMBASSY, ffffffff, ?, Processing Action
55, 4, 3, 3, RESIDENT_EMBASSY, NONE, POSITIVE, Processing Statement
55, 4, 3, 3, RESIDENT_EMBASSY, NONE, POSITIVE, Not for local adding to notification
55, 4, 3, 3, RESIDENT_EMBASSY, NONE, POSITIVE, Notification sent; closing session
55, 3, 4, ?, SET_EMBASSY, ffffffff, ?, Processing Action
55, 3, 1, 3, RESIDENT_EMBASSY, NONE, INITIAL, Processing Statement
55, 3, 1, 3, RESIDENT_EMBASSY, NONE, INITIAL, Notification sent; closing local session
55, 0, 4, 4, RESIDENT_EMBASSY, NONE, POSITIVE, Processing Statement
55, 0, 4, 4, RESIDENT_EMBASSY, NONE, POSITIVE, Not for local adding to notification
55, 0, 4, 4, RESIDENT_EMBASSY, NONE, POSITIVE, Notification sent; closing session
55, 4, 0, ?, SET_EMBASSY, ffffffff, ?, Processing Action
55, 1, 2, -1, RESIDENT_EMBASSY, NONE, INITIAL, Requesting Session (A)
55, 1, 2, 1, RESIDENT_EMBASSY, NONE, INITIAL, Adding to pending
55, 1, 2, 1, RESIDENT_EMBASSY, NONE, INITIAL, Broadcasting
55, 1, 2, 1, RESIDENT_EMBASSY, NONE, INITIAL, Processing Statement
55, 1, 2, 1, RESIDENT_EMBASSY, NONE, INITIAL, Processing Immediately
55, 1, 2, ?, ?, ?, ?, Closing Session
55, 2, 1, 2, DIPLOMATIC_DELEGATION, NONE, INITIAL, Processing Statement
55, 2, 1, 2, DIPLOMATIC_DELEGATION, NONE, INITIAL, Notification sent; closing local session
55, 3, 2, 3, RESIDENT_EMBASSY, NONE, INITIAL, Processing Statement
55, 3, 2, 3, RESIDENT_EMBASSY, NONE, INITIAL, Not for local adding to notification
55, 3, 2, 3, RESIDENT_EMBASSY, NONE, INITIAL, Notification sent; closing session
55, 1, 0, -1, RESIDENT_EMBASSY, NONE, INITIAL, Requesting Session (A)
55, 1, 0, 1, RESIDENT_EMBASSY, NONE, INITIAL, Adding to pending
55, 1, 0, 1, RESIDENT_EMBASSY, NONE, INITIAL, Broadcasting
55, 1, 0, 1, RESIDENT_EMBASSY, NONE, INITIAL, Processing Statement
55, 1, 0, 1, RESIDENT_EMBASSY, NONE, INITIAL, Processing Immediately
55, 1, 0, ?, ?, ?, ?, Closing Session
55, 0, 3, 3, RESIDENT_EMBASSY, NONE, POSITIVE, Processing Statement
55, 0, 3, 3, RESIDENT_EMBASSY, NONE, POSITIVE, Not for local adding to notification
55, 0, 3, 3, RESIDENT_EMBASSY, NONE, POSITIVE, Notification sent; closing session
55, 3, 0, ?, SET_EMBASSY, ffffffff, ?, Processing Action
55, 2, 1, 2, WARNING_DONT_SETTLE_NEAR_ME, NONE, INITIAL, Processing Statement
55, 2, 1, 2, WARNING_DONT_SETTLE_NEAR_ME, NONE, INITIAL, Notification sent; closing local session
55, 1, 4, -1, RESIDENT_EMBASSY, NONE, INITIAL, Requesting Session (A)
55, 1, 4, 1, RESIDENT_EMBASSY, NONE, INITIAL, Adding to pending
55, 1, 4, 1, RESIDENT_EMBASSY, NONE, INITIAL, Broadcasting
55, 1, 4, 1, RESIDENT_EMBASSY, NONE, INITIAL, Processing Statement
55, 1, 4, 1, RESIDENT_EMBASSY, NONE, INITIAL, Processing Immediately
55, 1, 4, ?, ?, ?, ?, Closing Session
55, 0, 1, 1, RESIDENT_EMBASSY, NONE, POSITIVE, Processing Statement
55, 0, 1, 1, RESIDENT_EMBASSY, NONE, POSITIVE, Notification sent; closing local session
55, 1, 0, ?, SET_EMBASSY, ffffffff, ?, Processing Action
55, 4, 3, 4, RESIDENT_EMBASSY, NONE, INITIAL, Processing Statement
55, 4, 3, 4, RESIDENT_EMBASSY, NONE, INITIAL, Not for local adding to notification
55, 4, 3, 4, RESIDENT_EMBASSY, NONE, INITIAL, Notification sent; closing session
55, 2, 1, 1, RESIDENT_EMBASSY, NONE, POSITIVE, Processing Statement
55, 2, 1, 1, RESIDENT_EMBASSY, NONE, POSITIVE, Notification sent; closing local session
55, 1, 2, ?, SET_EMBASSY, ffffffff, ?, Processing Action
55, 4, 1, 1, RESIDENT_EMBASSY, NONE, POSITIVE, Processing Statement
55, 4, 1, 1, RESIDENT_EMBASSY, NONE, POSITIVE, Notification sent; closing local session
55, 1, 4, ?, SET_EMBASSY, ffffffff, ?, Processing Action
55, 2, 3, 3, RESIDENT_EMBASSY, NONE, POSITIVE, Processing Statement
55, 2, 3, 3, RESIDENT_EMBASSY, NONE, POSITIVE, Not for local adding to notification
55, 2, 3, 3, RESIDENT_EMBASSY, NONE, POSITIVE, Notification sent; closing session
55, 3, 2, ?, SET_EMBASSY, ffffffff, ?, Processing Action
55, 0, 2, 0, DIPLOMATIC_DELEGATION, NONE, INITIAL, Processing Statement
55, 0, 2, 0, DIPLOMATIC_DELEGATION, NONE, INITIAL, Not for local adding to notification
55, 0, 2, 0, DIPLOMATIC_DELEGATION, NONE, INITIAL, Notification sent; closing session
55, 3, 4, 4, RESIDENT_EMBASSY, NONE, POSITIVE, Processing Statement
55, 3, 4, 4, RESIDENT_EMBASSY, NONE, POSITIVE, Not for local adding to notification
55, 3, 4, 4, RESIDENT_EMBASSY, NONE, POSITIVE, Notification sent; closing session
55, 4, 3, ?, SET_EMBASSY, ffffffff, ?, Processing Action
55, 2, 0, 0, DIPLOMATIC_DELEGATION, NONE, POSITIVE, Processing Statement
55, 2, 0, 0, DIPLOMATIC_DELEGATION, NONE, POSITIVE, Not for local adding to notification
55, 2, 0, 0, DIPLOMATIC_DELEGATION, NONE, POSITIVE, Notification sent; closing session
55, 0, 2, ?, SET_DELEGATION, ffffffff, ?, Processing Action
55, 0, 1, 0, DIPLOMATIC_DELEGATION, NONE, INITIAL, Processing Statement
55, 0, 1, 0, DIPLOMATIC_DELEGATION, NONE, INITIAL, Notification sent; closing local session
55, 2, 3, 2, DIPLOMATIC_DELEGATION, NONE, INITIAL, Processing Statement
55, 2, 3, 2, DIPLOMATIC_DELEGATION, NONE, INITIAL, Not for local adding to notification
55, 2, 3, 2, DIPLOMATIC_DELEGATION, NONE, INITIAL, Notification sent; closing session
55, 0, 4, 0, DIPLOMATIC_DELEGATION, NONE, INITIAL, Processing Statement
55, 0, 4, 0, DIPLOMATIC_DELEGATION, NONE, INITIAL, Not for local adding to notification
55, 0, 4, 0, DIPLOMATIC_DELEGATION, NONE, INITIAL, Notification sent; closing session
55, 2, 0, 2, DIPLOMATIC_DELEGATION, NONE, INITIAL, Processing Statement
55, 2, 0, 2, DIPLOMATIC_DELEGATION, NONE, INITIAL, Not for local adding to notification
55, 2, 0, 2, DIPLOMATIC_DELEGATION, NONE, INITIAL, Notification sent; closing session
55, 0, 3, 0, DIPLOMATIC_DELEGATION, NONE, INITIAL, Processing Statement
55, 0, 3, 0, DIPLOMATIC_DELEGATION, NONE, INITIAL, Not for local adding to notification
55, 0, 3, 0, DIPLOMATIC_DELEGATION, NONE, INITIAL, Notification sent; closing session
55, 3, 2, 2, DIPLOMATIC_DELEGATION, NONE, POSITIVE, Processing Statement
55, 3, 2, 2, DIPLOMATIC_DELEGATION, NONE, POSITIVE, Not for local adding to notification
55, 3, 2, 2, DIPLOMATIC_DELEGATION, NONE, POSITIVE, Notification sent; closing session
55, 2, 3, ?, SET_DELEGATION, ffffffff, ?, Processing Action
55, 2, 4, 2, DIPLOMATIC_DELEGATION, NONE, INITIAL, Processing Statement
55, 2, 4, 2, DIPLOMATIC_DELEGATION, NONE, INITIAL, Not for local adding to notification
55, 2, 4, 2, DIPLOMATIC_DELEGATION, NONE, INITIAL, Notification sent; closing session
55, 4, 0, 0, DIPLOMATIC_DELEGATION, NONE, POSITIVE, Processing Statement
55, 4, 0, 0, DIPLOMATIC_DELEGATION, NONE, POSITIVE, Not for local adding to notification
55, 4, 0, 0, DIPLOMATIC_DELEGATION, NONE, POSITIVE, Notification sent; closing session
55, 0, 4, ?, SET_DELEGATION, ffffffff, ?, Processing Action
55, 3, 0, 0, DIPLOMATIC_DELEGATION, NONE, POSITIVE, Processing Statement
55, 3, 0, 0, DIPLOMATIC_DELEGATION, NONE, POSITIVE, Not for local adding to notification
55, 3, 0, 0, DIPLOMATIC_DELEGATION, NONE, POSITIVE, Notification sent; closing session
55, 0, 3, ?, SET_DELEGATION, ffffffff, ?, Processing Action
55, 0, 2, 0, MAKE_DEAL, NONE, INITIAL, Processing Statement
55, 0, 2, 0, MAKE_DEAL, NONE, INITIAL, Not for local adding to notification
55, 0, 2, 0, MAKE_DEAL, NONE, INITIAL, Notification sent; closing session
55, 4, 2, 2, DIPLOMATIC_DELEGATION, NONE, POSITIVE, Processing Statement
55, 4, 2, 2, DIPLOMATIC_DELEGATION, NONE, POSITIVE, Not for local adding to notification
55, 4, 2, 2, DIPLOMATIC_DELEGATION, NONE, POSITIVE, Notification sent; closing session
55, 2, 4, ?, SET_DELEGATION, ffffffff, ?, Processing Action
56, 0, 2, 2, DIPLOMATIC_DELEGATION, NONE, POSITIVE, Processing Statement
56, 0, 2, 2, DIPLOMATIC_DELEGATION, NONE, POSITIVE, Not for local adding to notification
56, 0, 2, 2, DIPLOMATIC_DELEGATION, NONE, POSITIVE, Notification sent; closing session
56, 2, 0, ?, SET_DELEGATION, ffffffff, ?, Processing Action
56, 0, 1, 0, MAKE_DEAL, NONE, INITIAL, Processing Statement
56, 0, 1, 0, MAKE_DEAL, NONE, INITIAL, Notification sent; closing local session
56, 0, 3, 0, MAKE_DEAL, NONE, INITIAL, Processing Statement
56, 0, 3, 0, MAKE_DEAL, NONE, INITIAL, Not for local adding to notification
56, 0, 3, 0, MAKE_DEAL, NONE, INITIAL, Notification sent; closing session
56, 0, 3, 0, MAKE_DEAL, NONE, INITIAL, Processing Statement
56, 0, 3, 0, MAKE_DEAL, NONE, INITIAL, Not for local adding to notification
56, 0, 3, 0, MAKE_DEAL, NONE, INITIAL, Notification sent; closing session
56, 0, 1, 0, MAKE_DEAL, NONE, INITIAL, Processing Statement
56, 0, 1, 0, MAKE_DEAL, NONE, INITIAL, Notification sent; closing local session
56, 0, 1, 0, MAKE_DEAL, NONE, 00000000, Processing Statement
56, 0, 1, 0, MAKE_DEAL, NONE, 00000000, Notification sent; closing local session
56, 0, 2, 0, MAKE_DEAL, NONE, INITIAL, Processing Statement
56, 0, 2, 0, MAKE_DEAL, NONE, INITIAL, Not for local adding to notification
56, 0, 2, 0, MAKE_DEAL, NONE, INITIAL, Notification sent; closing session
56, 0, 2, 0, MAKE_DEAL, NONE, 00000000, Processing Statement
56, 0, 2, 0, MAKE_DEAL, NONE, 00000000, Not for local adding to notification
56, 0, 2, 0, MAKE_DEAL, NONE, 00000000, Notification sent; closing session
56, 4, 1, 1, RESIDENT_EMBASSY, NONE, POSITIVE, Restoring Session
56, 4, 1, ?, ?, ?, ?, Closing Session
56, 2, 1, 1, RESIDENT_EMBASSY, NONE, POSITIVE, Restoring Session
56, 2, 1, ?, ?, ?, ?, Closing Session
56, 3, 1, 3, RESIDENT_EMBASSY, NONE, INITIAL, Restoring Session
56, 2, 0, 0, MAKE_DEAL, HUMAN_ACCEPT_DEAL, POSITIVE, Processing Statement
56, 2, 0, 0, MAKE_DEAL, HUMAN_ACCEPT_DEAL, POSITIVE, Not for local adding to notification
56, 2, 0, 0, MAKE_DEAL, HUMAN_ACCEPT_DEAL, POSITIVE, Notification sent; closing session
56, 1, 3, 3, RESIDENT_EMBASSY, NONE, POSITIVE, Adding to pending
56, 1, 3, 3, RESIDENT_EMBASSY, NONE, POSITIVE, Broadcasting
56, 1, 3, 3, RESIDENT_EMBASSY, NONE, POSITIVE, Processing Statement
56, 1, 3, 3, RESIDENT_EMBASSY, NONE, POSITIVE, Processing Immediately
56, 3, 1, ?, SET_EMBASSY, ffffffff, ?, Sending Action
56, 3, 1, ?, ?, ?, ?, Closing Session
56, 3, 1, ?, SET_EMBASSY, ffffffff, ?, Processing Action
56, 0, 1, 0, MAKE_DEAL, NONE, 00000000, Restoring Session
56, 1, 0, 0, MAKE_DEAL, HUMAN_ACCEPT_DEAL, POSITIVE, Adding to pending
56, 1, 0, 0, MAKE_DEAL, HUMAN_ACCEPT_DEAL, POSITIVE, Broadcasting
56, 1, 0, 0, MAKE_DEAL, HUMAN_ACCEPT_DEAL, POSITIVE, Processing Statement
56, 1, 0, 0, MAKE_DEAL, HUMAN_ACCEPT_DEAL, POSITIVE, Processing Immediately
56, 0, 1, ?, ?, ?, ?, Closing Session
57, 6, 5, -1, WARNING_TOO_MANY_TROOPS_NEAR_ME, NONE, 00000000, Requesting Session (B)
57, 6, 5, ?, MAKE_PROMISE, 9c55a0d8, ?, Processing Action From AI to AI
57, 6, 5, -1, WARNING_TOO_MANY_TROOPS_NEAR_ME, NONE, INITIAL, Requesting session between two AIs!
57, 6, 7, -1, DIPLOMATIC_HIDDEN_AGENDA_KUDO, NONE, 00000000, Requesting Session (B)
57, 6, 7, ?, MAKE_PROMISE, ffffffff, ?, Processing Action From AI to AI
57, 6, 7, -1, DIPLOMATIC_HIDDEN_AGENDA_KUDO, NONE, INITIAL, Requesting session between two AIs!
57, 6, 8, -1, DIPLOMATIC_HIDDEN_AGENDA_KUDO, NONE, 00000000, Requesting Session (B)
57, 6, 8, ?, MAKE_PROMISE, ffffffff, ?, Processing Action From AI to AI
57, 6, 8, -1, DIPLOMATIC_HIDDEN_AGENDA_KUDO, NONE, INITIAL, Requesting session between two AIs!
57, 6, 9, -1, DIPLOMATIC_HIDDEN_AGENDA_KUDO, NONE, 00000000, Requesting Session (B)
57, 6, 9, ?, MAKE_PROMISE, ffffffff, ?, Processing Action From AI to AI
57, 6, 9, -1, DIPLOMATIC_HIDDEN_AGENDA_KUDO, NONE, INITIAL, Requesting session between two AIs!
57, 6, 9, -1, DIPLOMATIC_KUDO, NONE, 00000000, Requesting Session (B)
57, 6, 9, ?, MAKE_PROMISE, ffffffff, ?, Processing Action From AI to AI
57, 6, 9, -1, DIPLOMATIC_KUDO, NONE, INITIAL, Requesting session between two AIs!
57, 8, 4, -1, MAKE_DEAL, NONE, 00000000, Requesting Session (B)
57, 8, 4, 8, MAKE_DEAL, NONE, INITIAL, Adding to pending
57, 8, 4, 8, MAKE_DEAL, NONE, INITIAL, Processing Statement
57, 8, 4, 8, MAKE_DEAL, NONE, INITIAL, Not for local adding to notification
57, 8, 4, 8, MAKE_DEAL, NONE, INITIAL, Notification sent; closing session
57, 2, 1, 2, RESIDENT_EMBASSY, NONE, INITIAL, Processing Statement
57, 2, 1, 2, RESIDENT_EMBASSY, NONE, INITIAL, Notification sent; closing local session
57, 2, 1, 2, RESIDENT_EMBASSY, NONE, INITIAL, Restoring Session
57, 1, 2, 2, RESIDENT_EMBASSY, NONE, POSITIVE, Adding to pending
57, 1, 2, 2, RESIDENT_EMBASSY, NONE, POSITIVE, Broadcasting
57, 1, 2, 2, RESIDENT_EMBASSY, NONE, POSITIVE, Processing Statement
57, 1, 2, 2, RESIDENT_EMBASSY, NONE, POSITIVE, Processing Immediately
57, 2, 1, ?, SET_EMBASSY, ffffffff, ?, Sending Action
57, 2, 1, ?, ?, ?, ?, Closing Session
57, 2, 1, ?, SET_EMBASSY, ffffffff, ?, Processing Action
57, 2, 3, 2, RESIDENT_EMBASSY, NONE, INITIAL, Processing Statement
57, 2, 3, 2, RESIDENT_EMBASSY, NONE, INITIAL, Not for local adding to notification
57, 2, 3, 2, RESIDENT_EMBASSY, NONE, INITIAL, Notification sent; closing session
57, 2, 0, 2, RESIDENT_EMBASSY, NONE, INITIAL, Processing Statement
57, 2, 0, 2, RESIDENT_EMBASSY, NONE, INITIAL, Not for local adding to notification
57, 2, 0, 2, RESIDENT_EMBASSY, NONE, INITIAL, Notification sent; closing session
57, 2, 4, 2, RESIDENT_EMBASSY, NONE, INITIAL, Processing Statement
57, 2, 4, 2, RESIDENT_EMBASSY, NONE, INITIAL, Not for local adding to notification
57, 2, 4, 2, RESIDENT_EMBASSY, NONE, INITIAL, Notification sent; closing session
57, 3, 2, 2, RESIDENT_EMBASSY, NONE, POSITIVE, Processing Statement
57, 3, 2, 2, RESIDENT_EMBASSY, NONE, POSITIVE, Not for local adding to notification
57, 3, 2, 2, RESIDENT_EMBASSY, NONE, POSITIVE, Notification sent; closing session
57, 2, 3, ?, SET_EMBASSY, ffffffff, ?, Processing Action
57, 0, 2, 2, RESIDENT_EMBASSY, NONE, POSITIVE, Processing Statement
57, 0, 2, 2, RESIDENT_EMBASSY, NONE, POSITIVE, Not for local adding to notification
57, 0, 2, 2, RESIDENT_EMBASSY, NONE, POSITIVE, Notification sent; closing session
57, 2, 0, ?, SET_EMBASSY, ffffffff, ?, Processing Action
57, 4, 8, 8, MAKE_DEAL, NONE, NEGATIVE, Processing Statement
57, 4, 8, 8, MAKE_DEAL, NONE, NEGATIVE, Not for local adding to notification
57, 4, 8, 8, MAKE_DEAL, NONE, NEGATIVE, Notification sent; closing session
57, 4, 2, 2, RESIDENT_EMBASSY, NONE, POSITIVE, Processing Statement
57, 4, 2, 2, RESIDENT_EMBASSY, NONE, POSITIVE, Not for local adding to notification
57, 4, 2, 2, RESIDENT_EMBASSY, NONE, POSITIVE, Notification sent; closing session
57, 2, 4, ?, SET_EMBASSY, ffffffff, ?, Processing Action
58, 9, 4, -1, MAKE_DEAL, NONE, 00000000, Requesting Session (B)
58, 9, 4, 9, MAKE_DEAL, NONE, INITIAL, Adding to pending
58, 9, 4, 9, MAKE_DEAL, NONE, INITIAL, Processing Statement
58, 9, 4, 9, MAKE_DEAL, NONE, INITIAL, Not for local adding to notification
58, 9, 4, 9, MAKE_DEAL, NONE, INITIAL, Notification sent; closing session
58, 4, 2, -1, DIPLOMATIC_KUDO, NONE, 00000000, Requesting Session (B)
58, 4, 2, 4, DIPLOMATIC_KUDO, NONE, INITIAL, Adding to pending
58, 4, 2, 4, DIPLOMATIC_KUDO, NONE, INITIAL, Processing Statement
