Game Turn, Player, Unit, From X, From Y, To X, To Y, Info, Checksum
039, LOC_CIVILIZATION_BABYLON_STK_NAME, UNIT_SCOUT (458756), 53, 20, 42, 18, 16640, 5cdc5818
039, LOC_CIVILIZATION_NUBIA_NAME, UNIT_BUILDER (2555924), 52, 14, 52, 13, 16656, c60e2cb7
039, LOC_CIVILIZATION_EGYPT_NAME, UNIT_EGYPTIAN_CHARIOT_ARCHER (1572871), 39, 77, 38, 77, 16656, 6e30f43a
039, LOC_CIVILIZATION_NUBIA_NAME, UNIT_BUILDER (2359301), 52, 16, 52, 15, 16656, 5f87b263
039, LOC_CIVILIZATION_ROME_NAME, UNIT_CROSSBOWMAN (4521995), 38, 8, -9999, -9999, 2833, ffffffff
039, LOC_CIVILIZATION_ROME_NAME, UNIT_ROMAN_LEGION (3932175), 37, 12, -9999, -9999, 2833, ffffffff
039, LOC_CIVILIZATION_ROME_NAME, UNIT_CATAPULT (3014684), 38, 10, -9999, -9999, 2833, ffffffff
039, LOC_CIVILIZATION_ROME_NAME, UNIT_HORSEMAN (2818083), 38, 7, -9999, -9999, 2833, ffffffff
039, LOC_CIVILIZATION_ROME_NAME, UNIT_CROSSBOWMAN (4653096), 38, 11, -9999, -9999, 2833, ffffffff
039, LOC_CIVILIZATION_ROME_NAME, UNIT_CROSSBOWMAN (6160431), 38, 13, -9999, -9999, 2833, ffffffff
039, LOC_CIVILIZATION_ROME_NAME, UNIT_CROSSBOWMAN (4521995), 38, 8, -9999, -9999, 2833, ffffffff
039, LOC_CIVILIZATION_ROME_NAME, UNIT_CATAPULT (3014684), 38, 10, -9999, -9999, 2833, ffffffff
039, LOC_CIVILIZATION_ROME_NAME, UNIT_ROMAN_LEGION (3932175), 37, 12, -9999, -9999, 2833, ffffffff
039, LOC_CIVILIZATION_ROME_NAME, UNIT_HORSEMAN (2818083), 38, 7, -9999, -9999, 2833, ffffffff
039, LOC_CIVILIZATION_ROME_NAME, UNIT_CROSSBOWMAN (4653096), 38, 11, -9999, -9999, 2833, ffffffff
039, LOC_CIVILIZATION_ROME_NAME, UNIT_CROSSBOWMAN (6160431), 38, 13, -9999, -9999, 2833, ffffffff
039, LOC_CIVILIZATION_ROME_NAME, UNIT_CROSSBOWMAN (4521995), 38, 8, -9999, -9999, 2833, ffffffff
039, LOC_CIVILIZATION_ROME_NAME, UNIT_CATAPULT (3014684), 38, 10, -9999, -9999, 2833, ffffffff
039, LOC_CIVILIZATION_ROME_NAME, UNIT_ROMAN_LEGION (3932175), 37, 12, -9999, -9999, 2833, ffffffff
039, LOC_CIVILIZATION_ROME_NAME, UNIT_HORSEMAN (2818083), 38, 7, -9999, -9999, 2833, ffffffff
039, LOC_CIVILIZATION_ROME_NAME, UNIT_CROSSBOWMAN (4653096), 38, 11, -9999, -9999, 2833, ffffffff
039, LOC_CIVILIZATION_ROME_NAME, UNIT_CROSSBOWMAN (6160431), 38, 13, -9999, -9999, 2833, ffffffff
039, LOC_CIVILIZATION_ROME_NAME, UNIT_CROSSBOWMAN (4521995), 38, 8, -9999, -9999, 2833, ffffffff
039, LOC_CIVILIZATION_ROME_NAME, UNIT_ROMAN_LEGION (3932175), 37, 12, -9999, -9999, 2833, ffffffff
039, LOC_CIVILIZATION_ROME_NAME, UNIT_CATAPULT (3014684), 38, 10, -9999, -9999, 2833, ffffffff
039, LOC_CIVILIZATION_ROME_NAME, UNIT_HORSEMAN (2818083), 38, 7, -9999, -9999, 2833, ffffffff
039, LOC_CIVILIZATION_ROME_NAME, UNIT_CROSSBOWMAN (4653096), 38, 11, -9999, -9999, 2833, ffffffff
039, LOC_CIVILIZATION_ROME_NAME, UNIT_CROSSBOWMAN (6160431), 38, 13, -9999, -9999, 2833, ffffffff
039, LOC_CIVILIZATION_EGYPT_NAME, UNIT_BUILDER (1769486), 47, 78, 48, 78, 16656, bce9c514
039, LOC_CIVILIZATION_NUBIA_NAME, UNIT_SETTLER (2490378), 54, 9, 53, 11, 16656, 16fbe6db
039, LOC_CIVILIZATION_ROME_NAME, UNIT_CROSSBOWMAN (4521995), 38, 8, -9999, -9999, 2833, ffffffff
039, LOC_CIVILIZATION_ROME_NAME, UNIT_CATAPULT (3014684), 38, 10, -9999, -9999, 2833, ffffffff
039, LOC_CIVILIZATION_ROME_NAME, UNIT_ROMAN_LEGION (3932175), 37, 12, -9999, -9999, 2833, ffffffff
039, LOC_CIVILIZATION_ROME_NAME, UNIT_CROSSBOWMAN (4653096), 38, 11, -9999, -9999, 2833, ffffffff
039, LOC_CIVILIZATION_ROME_NAME, UNIT_HORSEMAN (2818083), 38, 7, -9999, -9999, 2833, ffffffff
