Game Turn, Player, Regional Strength, Enemy Strength, Other Strength, Current Explorers, Desired Explorers, Fav Tech, Combat Desire
44, 6, 784, 0, 404, 9:0, 1:1, TECH_HORSEBACK_RIDING, 0.0
44, 7, 748, 0, 256, 12:0, 1:1, TECH_STIRRUPS, 0.6
44, 8, 1240, 188, 1380, 7:0, 1:1, TECH_STIRRUPS, 2.0
44, 9, 1593, 66, 187, 4:0, 1:1, TECH_STIRRUPS, 0.0
44, 10, 184, 0, 0, 0:0, 0:0, NO_TECH, 0.0
44, 12, 188, 0, 64, 0:0, 0:0, NO_TECH, 0.0
44, 13, 61, 0, 0, 0:0, 0:0, NO_TECH, 2.0
44, 14, 86, 36, 0, 0:0, 0:0, TECH_STIRRUPS, 2.1
44, 15, 180, 0, 0, 0:0, 0:0, NO_TECH, 0.0
44, 16, 253, 270, 0, 0:0, 0:0, TECH_STIRRUPS, 2.1
44, 17, 220, 0, 0, 0:0, 0:0, NO_TECH, 0.0
44, 20, 209, 0, 0, 0:0, 0:0, NO_TECH, 0.0
44, 21, 241, 0, 152, 0:0, 0:0, NO_TECH, 0.0
44, 62, 0, 0, 0, 0:0, 0:0, TECH_ARCHERY, 2.0
44, 0, 205, 0, 90, 3:0, 3:1, TECH_MILITARY_TACTICS, 2.7
44, 1, 28, 0, 221, 1:0, 1:1, TECH_STIRRUPS, 2.8
44, 2, 90, 0, 36, 3:0, 1:1, TECH_CASTLES, 2.9
44, 3, 30, 0, 170, 3:0, 1:1, TECH_MILITARY_TACTICS, 3.3
44, 4, 310, 146, 169, 1:0, 1:1, TECH_STIRRUPS, 4.5
45, 5, 1048, 35, 338, 4:0, 2:1, TECH_GUNPOWDER, 0.0
45, 6, 749, 0, 486, 9:0, 1:1, TECH_HORSEBACK_RIDING, 0.0
45, 7, 851, 0, 327, 13:0, 1:1, TECH_STIRRUPS, 0.7
45, 8, 1435, 152, 1463, 7:0, 1:1, TECH_STIRRUPS, 0.0
45, 9, 1636, 110, 187, 3:0, 1:1, TECH_GUNPOWDER, -0.1
45, 10, 184, 0, 0, 0:0, 0:0, NO_TECH, 0.0
45, 12, 148, 0, 64, 0:0, 0:0, NO_TECH, 0.0
45, 13, 97, 0, 0, 0:0, 0:0, NO_TECH, 0.0
45, 14, 122, 36, 0, 0:0, 0:0, TECH_STIRRUPS, 0.2
45, 15, 180, 0, 0, 0:0, 0:0, NO_TECH, 0.0
45, 16, 217, 306, 0, 0:0, 0:0, TECH_STIRRUPS, 4.6
45, 17, 220, 0, 40, 0:0, 0:0, NO_TECH, 0.0
45, 20, 209, 0, 0, 0:0, 0:0, NO_TECH, 0.0
45, 21, 277, 0, 36, 0:0, 0:0, NO_TECH, 0.0
45, 62, 0, 0, 0, 0:0, 0:0, TECH_ARCHERY, 2.0
45, 0, 205, 36, 90, 3:0, 3:1, TECH_CASTLES, 2.8
45, 1, 28, 0, 297, 1:0, 1:1, TECH_STIRRUPS, 2.9
45, 2, 90, 0, 0, 3:0, 1:1, TECH_CASTLES, 3.0
45, 3, 30, 0, 210, 3:0, 1:1, TECH_MILITARY_TACTICS, 3.3
45, 4, 350, 121, 144, 1:0, 1:1, TECH_STIRRUPS, 4.7
46, 5, 1146, 35, 228, 4:0, 2:1, TECH_GUNPOWDER, 0.0
46, 6, 864, 0, 456, 9:0, 1:1, TECH_HORSEBACK_RIDING, 0.0
46, 7, 872, 0, 323, 12:0, 1:1, TECH_STIRRUPS, 0.5
46, 8, 1434, 152, 1587, 7:0, 1:1, TECH_STIRRUPS, 2.0
46, 9, 1769, 150, 146, 3:0, 1:1, TECH_GUNPOWDER, 0.0
46, 10, 224, 0, 0, 0:0, 0:0, NO_TECH, 0.0
46, 12, 148, 0, 64, 0:0, 0:0, NO_TECH, 0.0
46, 13, 61, 0, 0, 0:0, 0:0, NO_TECH, 2.0
46, 14, 122, 72, 0, 0:0, 0:0, TECH_STIRRUPS, 2.2
46, 15, 144, 0, 0, 0:0, 0:0, NO_TECH, 0.0
46, 16, 192, 281, 0, 0:0, 0:0, TECH_STIRRUPS, 4.4
46, 17, 256, 0, 40, 0:0, 0:0, NO_TECH, 0.0
46, 20, 184, 0, 0, 0:0, 0:0, NO_TECH, 0.0
46, 21, 277, 0, 36, 0:0, 0:0, NO_TECH, 0.0
46, 62, 0, 0, 0, 0:0, 0:0, TECH_ARCHERY, 2.0
46, 0, 205, 36, 90, 3:0, 3:1, TECH_CASTLES, 2.8
46, 1, 28, 0, 277, 1:0, 1:1, TECH_STIRRUPS, 2.9
46, 2, 90, 0, 0, 3:0, 1:1, TECH_CASTLES, 3.1
46, 3, 30, 0, 90, 3:0, 1:1, TECH_MILITARY_TACTICS, 3.4
46, 4, 350, 156, 144, 1:0, 1:1, TECH_STIRRUPS, 5.1
47, 5, 1070, 35, 343, 4:0, 2:1, TECH_GUNPOWDER, 0.0
47, 6, 829, 0, 460, 9:0, 1:1, TECH_HORSEBACK_RIDING, 0.0
47, 7, 774, 0, 252, 12:0, 1:1, TECH_STIRRUPS, 0.4
47, 8, 1565, 156, 1681, 7:0, 1:1, TECH_STIRRUPS, 2.0
47, 9, 1660, 160, 232, 3:0, 1:1, TECH_GUNPOWDER, 0.0
47, 10, 224, 0, 0, 0:0, 0:0, NO_TECH, 0.0
47, 12, 112, 0, 72, 0:0, 0:0, NO_TECH, 0.0
47, 13, 89, 0, 0, 0:0, 0:0, NO_TECH, 2.0
47, 14, 122, 72, 0, 0:0, 0:0, TECH_STIRRUPS, 2.7
47, 15, 144, 0, 0, 0:0, 0:0, NO_TECH, 0.0
47, 16, 160, 270, 0, 0:0, 0:0, TECH_STIRRUPS, 5.6
47, 17, 256, 0, 40, 0:0, 0:0, NO_TECH, 0.0
47, 20, 220, 0, 0, 0:0, 0:0, NO_TECH, 0.0
47, 21, 317, 0, 72, 0:0, 0:0, NO_TECH, 0.0
47, 62, 0, 0, 0, 0:0, 0:0, TECH_ARCHERY, 2.0
47, 0, 205, 72, 90, 3:0, 3:1, TECH_CASTLES, 2.9
47, 1, 28, 256, 277, 1:0, 1:1, TECH_STIRRUPS, 3.0
47, 2, 90, 0, 40, 3:0, 1:1, TECH_CASTLES, 3.2
47, 3, 30, 0, 28, 3:0, 1:1, TECH_MILITARY_TACTICS, 3.7
47, 4, 230, 277, 220, 1:0, 1:1, TECH_STIRRUPS, 5.6
48, 5, 1080, 120, 338, 4:0, 2:1, TECH_GUNPOWDER, 0.0
48, 6, 869, 0, 432, 9:0, 1:1, TECH_HORSEBACK_RIDING, 0.0
48, 7, 703, 0, 356, 12:0, 1:1, TECH_STIRRUPS, 0.4
48, 8, 1614, 200, 1519, 7:0, 1:1, TECH_GUNPOWDER, 0.0
48, 9, 1674, 200, 191, 3:0, 1:1, TECH_METAL_CASTING, 0.0
48, 10, 188, 0, 0, 0:0, 0:0, NO_TECH, 0.0
48, 12, 152, 0, 148, 0:0, 0:0, NO_TECH, 0.0
48, 13, 89, 0, 0, 0:0, 0:0, NO_TECH, 2.0
48, 14, 122, 107, 0, 0:0, 0:0, TECH_STIRRUPS, 2.7
48, 15, 108, 0, 0, 0:0, 0:0, NO_TECH, 0.0
48, 16, 120, 270, 0, 0:0, 0:0, TECH_CASTLES, 7.6
48, 17, 256, 0, 76, 0:0, 0:0, NO_TECH, 0.0
48, 20, 220, 0, 0, 0:0, 0:0, NO_TECH, 0.0
48, 21, 317, 0, 108, 0:0, 0:0, NO_TECH, 0.0
48, 62, 0, 0, 0, 0:0, 0:0, TECH_ARCHERY, 2.0
48, 0, 245, 76, 90, 1:0, 1:1, TECH_GUNPOWDER, 2.8
48, 1, 53, 256, 277, 1:0, 1:1, TECH_STIRRUPS, 3.1
48, 2, 50, 0, 40, 3:0, 1:1, TECH_GUNPOWDER, 3.2
48, 3, 30, 35, 28, 3:0, 1:1, TECH_MILITARY_TACTICS, 3.7
48, 4, 200, 323, 220, 1:0, 1:1, TECH_STIRRUPS, 8.8
49, 5, 1127, 120, 338, 5:0, 2:1, TECH_METAL_CASTING, 0.0
49, 6, 884, 0, 498, 10:0, 1:1, TECH_HORSEBACK_RIDING, 0.0
49, 7, 630, 0, 332, 13:0, 1:1, TECH_GUNPOWDER, 0.0
49, 8, 1664, 200, 1492, 7:0, 1:1, TECH_GUNPOWDER, 0.0
49, 9, 1739, 200, 120, 4:0, 1:1, TECH_METAL_CASTING, 0.0
49, 10, 188, 0, 0, 0:0, 0:0, NO_TECH, 0.0
49, 12, 112, 144, 148, 0:0, 0:0, TECH_STIRRUPS, 2.0
49, 13, 89, 0, 0, 0:0, 0:0, NO_TECH, 2.0
49, 14, 101, 107, 0, 0:0, 0:0, TECH_STIRRUPS, 2.7
49, 15, 144, 0, 0, 0:0, 0:0, NO_TECH, 0.0
49, 16, 120, 245, 0, 0:0, 0:0, TECH_CASTLES, 6.3
49, 17, 256, 76, 36, 0:0, 0:0, TECH_STIRRUPS, 2.0
49, 20, 184, 0, 0, 0:0, 0:0, NO_TECH, 0.0
49, 21, 317, 0, 108, 0:0, 0:0, NO_TECH, 0.0
49, 62, 0, 0, 0, 0:0, 0:0, TECH_ARCHERY, 2.0
49, 0, 300, 172, 100, 1:0, 1:1, TECH_GUNPOWDER, 2.8
49, 1, 53, 108, 112, 1:0, 1:1, TECH_STIRRUPS, 3.4
49, 2, 200, 0, 36, 3:0, 1:1, TECH_GUNPOWDER, 3.1
49, 3, 30, 35, 40, 3:0, 1:1, TECH_MILITARY_TACTICS, 3.8
49, 4, 228, 519, 184, 1:0, 1:1, TECH_STIRRUPS, 17.1
50, 5, 1417, 250, 338, 8:0, 2:1, TECH_METAL_CASTING, 0.0
50, 6, 944, 0, 443, 10:0, 1:1, TECH_HORSEBACK_RIDING, 0.0
50, 7, 595, 0, 408, 13:0, 1:1, TECH_GUNPOWDER, 0.6
50, 8, 1531, 200, 1733, 7:0, 1:1, TECH_METAL_CASTING, 2.0
50, 9, 1792, 200, 160, 2:0, 1:1, TECH_METAL_CASTING, 0.0
50, 10, 188, 0, 0, 0:0, 0:0, NO_TECH, 0.0
50, 12, 148, 180, 173, 0:0, 0:0, TECH_STIRRUPS, 2.0
50, 13, 129, 0, 0, 0:0, 0:0, NO_TECH, 0.0
50, 14, 101, 107, 0, 0:0, 0:0, TECH_STIRRUPS, 2.7
50, 15, 72, 0, 0, 0:0, 0:0, NO_TECH, 2.0
50, 17, 256, 112, 36, 0:0, 0:0, TECH_STIRRUPS, 2.0
50, 20, 260, 0, 0, 0:0, 0:0, NO_TECH, 0.0
50, 21, 317, 0, 108, 0:0, 0:0, NO_TECH, 0.0
50, 62, 0, 0, 0, 0:0, 0:0, TECH_ARCHERY, 2.0
50, 0, 340, 201, 140, 1:0, 1:1, TECH_GUNPOWDER, 2.9
50, 1, 53, 180, 148, 2:0, 1:1, TECH_STIRRUPS, 3.4
50, 2, 200, 36, 36, 3:0, 1:1, TECH_GUNPOWDER, 3.2
50, 3, 30, 35, 40, 3:0, 1:1, TECH_MILITARY_TACTICS, 3.9
50, 4, 228, 432, 220, 1:0, 1:1, TECH_MILITARY_SCIENCE, 12.8
51, 5, 1416, 180, 228, 4:0, 2:1, TECH_BALLISTICS, 0.0
51, 6, 984, 0, 570, 11:0, 1:1, NO_TECH, 0.0
51, 7, 644, 0, 479, 13:0, 1:1, TECH_GUNPOWDER, 0.6
51, 8, 1686, 160, 1540, 7:0, 1:1, TECH_METAL_CASTING, 0.0
51, 9, 1897, 200, 160, 2:0, 1:1, TECH_METAL_CASTING, 0.0
51, 10, 148, 0, 0, 0:0, 0:0, NO_TECH, 0.0
51, 12, 148, 220, 173, 0:0, 0:0, TECH_STIRRUPS, 2.0
51, 13, 137, 0, 0, 0:0, 0:0, NO_TECH, 0.0
51, 14, 65, 35, 0, 0:0, 0:0, TECH_STIRRUPS, 2.7
51, 15, 180, 0, 0, 0:0, 0:0, NO_TECH, 0.0
51, 17, 256, 112, 72, 0:0, 0:0, TECH_STIRRUPS, 2.0
51, 20, 260, 0, 0, 0:0, 0:0, NO_TECH, 0.0
51, 21, 317, 0, 76, 0:0, 0:0, NO_TECH, 0.0
51, 62, 0, 0, 0, 0:0, 0:0, TECH_ARCHERY, 2.0
51, 0, 430, 283, 290, 1:0, 1:1, TECH_GUNPOWDER, 1.0
51, 1, 53, 220, 210, 2:0, 1:1, TECH_STIRRUPS, 3.4
51, 2, 350, 0, 36, 3:0, 1:1, TECH_GUNPOWDER, 1.1
51, 3, 40, 35, 116, 3:0, 1:1, TECH_MILITARY_TACTICS, 4.0
51, 4, 308, 587, 220, 1:0, 1:1, TECH_MILITARY_SCIENCE, 16.6
52, 5, 1551, 220, 272, 7:0, 2:1, TECH_BALLISTICS, 0.0
52, 6, 984, 0, 445, 11:0, 1:1, TECH_CASTLES, 0.0
52, 7, 751, 0, 331, 13:0, 1:1, TECH_GUNPOWDER, 0.7
52, 8, 1807, 160, 1522, 7:0, 1:1, TECH_METAL_CASTING, 0.0
52, 9, 1728, 200, 166, 2:0, 1:1, TECH_MILITARY_SCIENCE, 0.0
52, 10, 184, 0, 0, 0:0, 0:0, NO_TECH, 0.0
52, 12, 148, 184, 137, 0:0, 0:0, TECH_STIRRUPS, 2.0
52, 13, 129, 0, 0, 0:0, 0:0, NO_TECH, 0.0
52, 14, 65, 0, 0, 0:0, 0:0, TECH_STIRRUPS, 2.7
52, 15, 144, 0, 0, 0:0, 0:0, NO_TECH, 0.0
52, 17, 302, 112, 0, 0:0, 0:0, TECH_STIRRUPS, 2.0
52, 20, 260, 0, 0, 0:0, 0:0, NO_TECH, 0.0
52, 21, 349, 36, 76, 0:0, 0:0, TECH_GUNPOWDER, 0.0
52, 62, 0, 0, 0, 0:0, 0:0, TECH_ARCHERY, 2.0
52, 0, 430, 429, 349, 1:0, 1:1, TECH_METAL_CASTING, 3.9
52, 1, 53, 148, 160, 2:0, 1:1, TECH_STIRRUPS, 3.4
52, 2, 350, 0, 36, 3:0, 1:1, TECH_GUNPOWDER, 1.1
52, 3, 50, 35, 138, 3:0, 1:1, TECH_STIRRUPS, 4.1
52, 4, 330, 688, 192, 1:0, 1:1, TECH_MILITARY_SCIENCE, 20.5
53, 5, 1650, 220, 424, 6:0, 2:1, TECH_BALLISTICS, 0.0
53, 6, 984, 0, 535, 11:0, 1:1, TECH_CASTLES, 0.0
53, 7, 849, 0, 367, 13:0, 1:1, TECH_METAL_CASTING, 0.1
53, 8, 1921, 170, 1592, 7:0, 1:1, TECH_BALLISTICS, 0.0
53, 9, 1743, 200, 316, 2:0, 1:1, TECH_MILITARY_SCIENCE, 0.0
53, 10, 148, 0, 0, 0:0, 0:0, NO_TECH, 0.0
53, 12, 112, 184, 112, 0:0, 0:0, TECH_STIRRUPS, 2.0
53, 13, 101, 0, 0, 0:0, 0:0, NO_TECH, 0.0
53, 14, 105, 35, 0, 0:0, 0:0, TECH_STIRRUPS, 2.6
53, 15, 144, 0, 0, 0:0, 0:0, NO_TECH, 0.0
53, 17, 312, 112, 36, 0:0, 0:0, TECH_GUNPOWDER, 0.0
53, 20, 260, 0, 0, 0:0, 0:0, NO_TECH, 0.0
53, 21, 349, 0, 36, 0:0, 0:0, NO_TECH, 0.0
53, 62, 0, 0, 0, 0:0, 0:0, TECH_ARCHERY, 2.0
53, 0, 370, 222, 450, 1:0, 1:1, TECH_METAL_CASTING, 4.0
53, 1, 53, 240, 410, 2:0, 1:1, TECH_STIRRUPS, 3.7
53, 2, 500, 168, 76, 3:0, 1:1, TECH_GUNPOWDER, 0.7
53, 3, 50, 35, 100, 3:0, 1:1, TECH_STIRRUPS, 4.1
53, 4, 330, 619, 192, 1:0, 1:1, TECH_MILITARY_SCIENCE, 16.9
54, 5, 1581, 270, 384, 6:0, 2:1, TECH_BALLISTICS, 0.0
54, 6, 949, 0, 499, 11:0, 1:1, TECH_STIRRUPS, 0.0
54, 7, 1064, 0, 408, 14:0, 1:1, TECH_METAL_CASTING, 0.1
54, 8, 1967, 250, 1697, 5:0, 1:1, TECH_BALLISTICS, 0.0
54, 9, 1712, 250, 301, 2:0, 1:1, TECH_BALLISTICS, 0.0
54, 10, 188, 0, 0, 0:0, 0:0, NO_TECH, 0.0
54, 12, 116, 240, 111, 0:0, 0:0, TECH_STIRRUPS, 2.0
54, 13, 53, 0, 0, 0:0, 0:0, NO_TECH, 2.0
54, 14, 105, 35, 0, 0:0, 0:0, TECH_STIRRUPS, 2.2
54, 15, 144, 0, 0, 0:0, 0:0, NO_TECH, 0.0
54, 17, 404, 76, 72, 0:0, 0:0, TECH_GUNPOWDER, 0.0
54, 20, 300, 0, 0, 0:0, 0:0, NO_TECH, 0.0
54, 21, 441, 0, 82, 0:0, 0:0, NO_TECH, 0.0
54, 62, 0, 0, 0, 0:0, 0:0, TECH_ARCHERY, 2.0
54, 0, 320, 268, 590, 1:0, 1:1, TECH_METAL_CASTING, 4.0
54, 1, 53, 168, 460, 1:0, 1:1, TECH_CASTLES, 3.7
54, 2, 500, 214, 40, 3:0, 1:1, TECH_METAL_CASTING, 0.5
54, 3, 50, 35, 100, 3:0, 1:1, TECH_STIRRUPS, 4.1
54, 4, 370, 544, 232, 1:0, 1:1, TECH_GUNPOWDER, 11.2
54, 0, 320, 323, 540, 1:0, 1:1, TECH_METAL_CASTING, 4.2
55, 5, 1602, 320, 272, 6:0, 2:1, TECH_BALLISTICS, 0.0
55, 6, 989, 0, 509, 11:0, 1:1, TECH_STIRRUPS, 0.0
55, 7, 1053, 0, 300, 13:0, 1:1, TECH_BALLISTICS, 0.3
55, 8, 1962, 250, 1616, 5:1, 1:1, TECH_BALLISTICS, 0.0
55, 9, 1671, 250, 310, 2:0, 1:1, TECH_BALLISTICS, 0.0
55, 10, 188, 0, 0, 0:0, 0:0, NO_TECH, 0.0
55, 12, 116, 240, 125, 0:0, 0:0, TECH_STIRRUPS, 2.0
55, 13, 64, 0, 0, 0:0, 0:0, NO_TECH, 2.0
55, 14, 105, 35, 0, 0:0, 0:0, TECH_STIRRUPS, 2.1
55, 15, 108, 0, 0, 0:0, 0:0, NO_TECH, 2.0
55, 17, 368, 76, 72, 0:0, 0:0, TECH_GUNPOWDER, 0.0
55, 20, 264, 0, 0, 0:0, 0:0, NO_TECH, 0.0
55, 21, 441, 0, 82, 0:0, 0:0, NO_TECH, 0.0
55, 62, 0, 0, 0, 0:0, 0:0, TECH_ARCHERY, 2.0
55, 0, 320, 323, 540, 1:0, 1:1, TECH_METAL_CASTING, 4.7
55, 1, 53, 168, 360, 1:0, 1:1, TECH_CASTLES, 3.8
55, 2, 350, 132, 80, 3:0, 1:1, TECH_METAL_CASTING, 0.3
55, 3, 50, 35, 120, 3:0, 1:1, TECH_MILITARY_TACTICS, 4.2
55, 4, 370, 694, 196, 1:0, 1:1, TECH_GUNPOWDER, 18.7
56, 5, 1534, 280, 340, 5:0, 2:1, TECH_BALLISTICS, 0.0
56, 6, 954, 0, 664, 11:0, 1:1, TECH_STIRRUPS, 0.0
56, 7, 1104, 0, 300, 15:0, 1:1, TECH_BALLISTICS, 0.3
56, 8, 2157, 250, 1570, 5:0, 1:1, TECH_BALLISTICS, 0.0
56, 9, 1625, 250, 400, 2:0, 1:1, TECH_BALLISTICS, 0.0
56, 10, 192, 0, 0, 0:0, 0:0, NO_TECH, 0.0
56, 12, 156, 204, 161, 0:0, 0:0, TECH_GUNPOWDER, 2.0
56, 13, 68, 0, 0, 0:0, 0:0, NO_TECH, 2.0
56, 14, 105, 70, 0, 0:0, 0:0, TECH_STIRRUPS, 2.6
56, 15, 144, 0, 0, 0:0, 0:0, NO_TECH, 0.0
56, 17, 402, 76, 72, 0:0, 0:0, TECH_GUNPOWDER, 0.0
56, 18, 0, 144, 0, 0:0, 0:0, TECH_CASTLES, 2.0
56, 20, 300, 0, 0, 0:0, 0:0, NO_TECH, 0.0
56, 21, 487, 0, 82, 0:0, 0:0, NO_TECH, 0.0
56, 62, 0, 0, 0, 0:0, 0:0, TECH_ARCHERY, 2.0
56, 0, 280, 55, 390, 1:0, 1:1, TECH_METAL_CASTING, 3.2
56, 1, 53, 82, 333, 1:0, 1:1, TECH_CASTLES, 3.9
56, 2, 250, 0, 80, 3:0, 1:1, TECH_METAL_CASTING, 2.3
56, 3, 50, 0, 120, 3:0, 1:1, TECH_MILITARY_TACTICS, 4.3
56, 4, 330, 678, 196, 1:0, 1:1, TECH_GUNPOWDER, 20.0
57, 5, 1398, 240, 304, 5:0, 2:1, TECH_BALLISTICS, 0.0
57, 6, 1192, 0, 532, 11:0, 1:1, TECH_STIRRUPS, 0.0
57, 7, 1039, 0, 520, 15:0, 1:1, TECH_BALLISTICS, 0.3
57, 8, 2307, 170, 1474, 6:0, 1:1, TECH_BALLISTICS, 0.0
57, 9, 1569, 210, 270, 2:0, 1:1, TECH_BALLISTICS, 0.0
57, 10, 192, 0, 0, 0:0, 0:0, NO_TECH, 0.0
57, 12, 120, 122, 253, 0:0, 0:0, TECH_GUNPOWDER, 2.0
57, 13, 104, 0, 0, 0:0, 0:0, NO_TECH, 0.0
57, 14, 145, 116, 0, 0:0, 0:0, TECH_STIRRUPS, 2.7
57, 15, 144, 0, 0, 0:0, 0:0, NO_TECH, 0.0
