Game Turn, Player, Category, Target Type, Target Info, Unit Info, Extra
40, 6, Wander, , , UNIT_CATAPULT (2621457), Move To: 17 59
40, 6, Wander, , , UNIT_SWORDSMAN (4718610), Move To: 15 57
40, 6, Garrison, , , UNIT_CROSSBOWMAN (4784149), Move To: 18 62
40, 6, Garrison, , , UNIT_HEAVY_CHARIOT (2359322), Move To: 18 62
40, 6, Garrison, , , UNIT_CATAPULT (2490396), Move To: 18 62
40, 6, Wander, , , UNIT_SWORDSMAN (2752542), Move To: 18 58
40, 6, Wander, , , UNIT_SWORDSMAN (3145761), Move To: 12 57
40, 6, Wander, , , UNIT_SWORDSMAN (3866664), Move To: 14 58
40, 6, Promote, , , UNIT_APOSTLE (4653080), 
40, 6, HL: Move Missionary, , , UNIT_MISSIONARY (3735557), Move: 21 56 -> 21 55 Dist: 1
40, 6, HL: Move Missionary, , , UNIT_MISSIONARY (2031623), Move: 7 34 -> 1 27 Dist: 9
40, 6, HL: Move Missionary, , , UNIT_TAOIST (786440), Move: 9 36 -> 2 28 Dist: 11
40, 6, HL: Move Missionary, , , UNIT_MISSIONARY (1900556), Move: 6 33 -> 2 27 Dist: 7
40, 6, HL: Move Missionary, , , UNIT_MISSIONARY (2162711), Move: 10 42 -> 11 32 Dist: 10
40, 6, HL: Move Missionary, , , UNIT_MISSIONARY (2293785), Move: 6 34 -> 1 27 Dist: 8
40, 6, HL: Move Missionary, , , UNIT_MISSIONARY (2424859), Move: 10 35 -> 11 33 Dist: 2
40, 6, HL: Move Missionary, , , UNIT_MISSIONARY (2555933), Move: 9 34 -> 1 27 Dist: 11
40, 6, HL: Move Missionary, , , UNIT_MISSIONARY (2883615), Move: 8 33 -> 1 27 Dist: 10
40, 6, HL: Move Missionary, , , UNIT_MISSIONARY (3342372), Move: 17 52 -> 22 54 Dist: 6
40, 6, HL: Explore, , , UNIT_SKIRMISHER (4194308), Move To: 3 56
40, 6, HL: Explore secondary regions, , , UNIT_SKIRMISHER (4390927), Move To: 41 68
40, 6, HL: Explore, , , UNIT_SKIRMISHER (3407909), Move To: 20 51
40, 6, HL: Explore, , , UNIT_SKIRMISHER (3801127), Move To: 23 57
40, 6, HL: End Turn, , , UNIT_SKIRMISHER (4194308)
40, 6, HL: End Turn, , , UNIT_SKIRMISHER (4390927)
40, 6, HL: End Turn, , , UNIT_SKIRMISHER (3407909)
40, 6, HL: End Turn, , , UNIT_SKIRMISHER (3801127)
40, 7, Heal, , , UNIT_SWORDSMAN (4259879), 
40, 7, Wander, , , UNIT_WARRIOR (1769494), Move To: 10 42
40, 7, HL: Explore, , , UNIT_SKIRMISHER (3735570), Move To: 20 42
40, 7, HL: Explore, , , UNIT_SKIRMISHER (3538973), Move To: 20 43
40, 7, HL: End Turn, , , UNIT_SKIRMISHER (3735570)
40, 7, HL: End Turn, , , UNIT_SKIRMISHER (3538973)
40, 8, Wander, , , UNIT_HORSEMAN (3997710), Move To: 21 13
40, 8, Wander, , , UNIT_VIETNAMESE_VOI_CHIEN (5111825), Move To: 21 25
40, 8, Wander, , , UNIT_VIETNAMESE_VOI_CHIEN (5373972), Move To: 24 16
40, 8, Wander, , , UNIT_VIETNAMESE_VOI_CHIEN (5046300), Move To: 20 23
40, 8, Wander, , , UNIT_SWORDSMAN (3801117), Move To: 29 14
40, 8, Wander, , , UNIT_VIETNAMESE_VOI_CHIEN (5308458), Move To: 25 18
40, 8, Garrison, , , UNIT_VIETNAMESE_VOI_CHIEN (5570604), Move To: 21 22
40, 8, Wander, , , UNIT_HORSEMAN (4587566), Move To: 26 10
40, 8, Wander, , , UNIT_SWORDSMAN (4980786), Move To: 25 15
40, 8, HL: Move Missionary, , , UNIT_MISSIONARY (2555910), Move: 12 43 -> 11 43 Dist: 1
40, 8, HL: Move Missionary, , , UNIT_MISSIONARY (5177355), Move: 20 18 -> 11 32 Dist: 16
40, 8, HL: Move Missionary, , , UNIT_MISSIONARY (3866637), Move: 13 35 -> 12 33 Dist: 2
40, 8, HL: Move Missionary, , , UNIT_MISSIONARY (2621458), Move: 14 33 -> 11 39 Dist: 6
40, 8, HL: Move Missionary, , , UNIT_MISSIONARY (4259864), Move: 15 33 -> 11 39 Dist: 7
40, 8, HL: Move Missionary, , , UNIT_MISSIONARY (4849689), Move: 18 19 -> 11 32 Dist: 14
40, 8, HL: Move Missionary, , , UNIT_MISSIONARY (2883614), Move: 11 40 -> 11 42 Dist: 2
40, 8, HL: Move Missionary, , , UNIT_MISSIONARY (2949151), Move: 9 39 -> 11 42 Dist: 3
40, 8, HL: Move Missionary, , , UNIT_MISSIONARY (3407907), Move: 12 38 -> 10 43 Dist: 5
40, 8, HL: Move Missionary, , , UNIT_MISSIONARY (3670053), Move: 16 32 -> 12 33 Dist: 4
40, 8, HL: Move Missionary, , , UNIT_MISSIONARY (4063272), Move: 16 31 -> 10 40 Dist: 11
40, 8, HL: Move Missionary, , , UNIT_MISSIONARY (4784176), Move: 17 31 -> 10 40 Dist: 12
40, 8, HL: Explore cur region, , , UNIT_SKIRMISHER (5242890), Move To: 42 8
40, 8, HL: Explore tertiary regions, , , UNIT_SKIRMISHER (5505075), Move To: 31 26
40, 8, HL: End Turn, , , UNIT_SKIRMISHER (5242890)
40, 8, HL: End Turn, , , UNIT_SKIRMISHER (5505075)
40, 9, Attack Units, TARGET_HIGH_PRIORITY_UNIT, UNIT_SWORDSMAN (1900547), UNIT_CATAPULT (4194323), Expected Damage: 0, Move 39 7 Attack -9999 -9999
40, 9, Attack Units, TARGET_LOW_PRIORITY_UNIT, UNIT_NUBIAN_PITATI (1572876), UNIT_SKIRMISHER (5636103), Expected Damage: 0, Move 41 15 Attack -9999 -9999
40, 9, Wander, , , UNIT_HORSEMAN (4325385), Move To: 33 11
40, 9, Wander, , , UNIT_CROSSBOWMAN (5701661), Move To: 29 11
40, 9, Wander, , , UNIT_CROSSBOWMAN (4980767), Move To: 37 8
40, 9, Wander, , , UNIT_HORSEMAN (2818083), Move To: 35 7
40, 9, Wander Back to City, , , UNIT_MAN_AT_ARMS (6357042), Move To: 38 8
40, 9, Wander, , , UNIT_MAN_AT_ARMS (6422579), Move To: 34 9
40, 9, Garrison, , , UNIT_MAN_AT_ARMS (6488116), Move To: 35 10
40, 9, Garrison, , , UNIT_MAN_AT_ARMS (6553653), Move To: 35 10
40, 9, Wander, , , UNIT_MAN_AT_ARMS (6619190), Move To: 32 7
40, 9, Wander, , , UNIT_CROSSBOWMAN (4521995), Move To: 36 9
40, 9, Wander, , , UNIT_CATAPULT (4849697), Move To: 29 15
40, 9, Wander, , , UNIT_CROSSBOWMAN (6750246), Move To: 32 12
40, 9, Wander, , , UNIT_CROSSBOWMAN (4718633), Move To: 29 7
40, 9, Wander, , , UNIT_CROSSBOWMAN (5308459), Move To: 28 6
40, 9, HL: Move To Safety, , , UNIT_MISSIONARY (4915232), Move To: 38 8
40, 9, HL: Move Missionary, , , UNIT_MISSIONARY (4390915), Move: 30 16 -> 37 13 Dist: 9
40, 9, HL: Move Missionary, , , UNIT_MISSIONARY (5570574), Move: 27 16 -> 10 43 Dist: 30
40, 9, HL: Move Missionary, , , UNIT_MISSIONARY (5177365), Move: 27 15 -> 11 32 Dist: 25
40, 9, HL: Move Missionary, , , UNIT_MISSIONARY (5439513), Move: 28 13 -> 37 13 Dist: 9
40, 9, HL: Move Missionary, , , UNIT_MISSIONARY (5832748), Move: 28 15 -> 11 32 Dist: 26
40, 9, HL: Move Missionary, , , UNIT_MISSIONARY (6225968), Move: 34 8 -> 37 14 Dist: 6
40, 9, HL: Build Improvement, , , UNIT_BUILDER, Move -9999 -9999
40, 9, HL: Explore, , , UNIT_SKIRMISHER (5111830), Move To: 25 6
40, 9, HL: End Turn, , , UNIT_SKIRMISHER (5111830)
40, 9, HL: End Turn, , , UNIT_BUILDER (5963821)
40, 10, Wander, , , UNIT_SWORDSMAN (786433), Move To: 70 17
40, 10, Wander, , , UNIT_SWORDSMAN (851971), Move To: 69 13
40, 10, Wander, , , UNIT_SWORDSMAN (720902), Move To: 71 14
40, 12, Wander, , , UNIT_SWORDSMAN (458752), Move To: 66 73
40, 12, Wander, , , UNIT_SWORDSMAN (655361), Move To: 69 69
40, 12, Wander, , , UNIT_CROSSBOWMAN (720898), Move To: 64 71
40, 12, Wander, , , UNIT_CROSSBOWMAN (786435), Move To: 67 72
40, 12, Wander, , , UNIT_SWORDSMAN (589829), Move To: 65 76
40, 12, HL: End Turn, , , UNIT_BUILDER (524292)
40, 13, Wander, , , UNIT_SWORDSMAN (655361), Move To: 56 2
40, 13, Wander, , , UNIT_CATAPULT (720898), Move To: 57 2
40, 13, Wander, , , UNIT_HEAVY_CHARIOT (524292), Move To: 57 3
40, 13, Wander, , , UNIT_SWORDSMAN (589829), Move To: 56 3
40, 13, HL: End Turn, , , UNIT_BUILDER (786432)
40, 14, Wander, , , UNIT_CATAPULT (458755), Move To: 2 26
40, 14, Wander, , , UNIT_CATAPULT (524292), Move To: 2 28
40, 14, Wander, , , UNIT_SWORDSMAN (589829), Move To: 1 29
40, 14, HL: End Turn, , , UNIT_BUILDER (393216)
40, 15, Wander, , , UNIT_SWORDSMAN (983041), Move To: 59 23
40, 15, Wander, , , UNIT_HORSEMAN (720902), Move To: 59 18
40, 15, Wander, , , UNIT_SWORDSMAN (786439), Move To: 60 21
40, 15, Wander, , , UNIT_SWORDSMAN (851976), Move To: 59 19
40, 15, Wander, , , UNIT_SWORDSMAN (1048585), Move To: 61 23
40, 15, Wander, , , UNIT_SWORDSMAN (1114122), Move To: 60 25
40, 15, HL: End Turn, , , UNIT_BUILDER (917507)
40, 17, Wander, , , UNIT_SWORDSMAN (851971), Move To: 59 73
40, 17, Wander, , , UNIT_SWORDSMAN (786439), Move To: 58 70
40, 17, Wander, , , UNIT_SWORDSMAN (917512), Move To: 58 75
40, 20, Wander, , , UNIT_SWORDSMAN (720896), Move To: 68 26
40, 20, Wander, , , UNIT_HEAVY_CHARIOT (458756), Move To: 67 25
40, 20, Wander, , , UNIT_SWORDSMAN (786439), Move To: 65 27
40, 21, Wander, , , UNIT_HEAVY_CHARIOT (524288), Move To: 67 68
40, 21, Wander, , , UNIT_CATAPULT (720903), Move To: 65 67
40, 21, Wander, , , UNIT_SWORDSMAN (786440), Move To: 64 68
40, 2, HL: Explore, , , UNIT_SCOUT (196608), Move To: 29 85
40, 2, HL: Explore cur region, , , UNIT_WARRIOR (131073), Move To: 27 69
40, 2, HL: Explore, , , UNIT_SCOUT (262146), Move To: 62 58
40, 2, HL: Explore secondary regions, , , UNIT_SCOUT (589830), Move To: 27 69
40, 3, HL: Explore primary regions, , , UNIT_SCOUT (196608), Move To: 82 43
40, 3, HL: Explore, , , UNIT_WARRIOR (131073), Move To: 66 12
40, 3, HL: Explore primary regions, , , UNIT_SCOUT (393218), Move To: 82 43
40, 3, HL: Explore primary regions, , , UNIT_SCOUT (589829), Move To: 82 43
41, 5, Get Goody Hut, TARGET_GOODY_HUT, Goody Hut, UNIT_SKIRMISHER (3407892), Available Units: 1
41, 5, Wander Back to City, , , UNIT_CROSSBOWMAN (3604482), Move To: 35 74
41, 5, Garrison, , , UNIT_MACEDONIAN_HETAIROI (3014660), Move To: 26 70
41, 5, Wander, , , UNIT_MACEDONIAN_HYPASPIST (2883589), Move To: 21 69
41, 5, Garrison, , , UNIT_VAMPIRE (655367), Move To: 23 72
41, 5, Wander, , , UNIT_MACEDONIAN_HETAIROI (2031624), Move To: 21 64
41, 5, Wander, , , UNIT_MACEDONIAN_HYPASPIST (2949130), Move To: 29 69
41, 5, Wander, , , UNIT_MACEDONIAN_HETAIROI (2097163), Move To: 24 67
41, 5, Garrison, , , UNIT_MACEDONIAN_HETAIROI (2555916), Move To: 23 72
41, 5, Garrison, , , UNIT_MACEDONIAN_HYPASPIST (2490383), Move To: 23 72
41, 5, Wander Back to City, , , UNIT_MACEDONIAN_HETAIROI (1769493), Move To: 22 63
41, 5, Wander Back to City, , , UNIT_MACEDONIAN_HETAIROI (1900567), Move To: 15 70
41, 5, Wander, , , UNIT_MACEDONIAN_HETAIROI (1966104), Move To: 29 67
41, 5, Wander, , , UNIT_MACEDONIAN_HETAIROI (2228249), Move To: 16 69
41, 5, Wander, , , UNIT_MACEDONIAN_HYPASPIST (2687003), Move To: 24 59
41, 5, Wander Back to City, , , UNIT_CROSSBOWMAN (3342365), Move To: 35 74
41, 5, Wander, , , UNIT_CROSSBOWMAN (3735585), Move To: 22 64
41, 5, HL: Move Missionary, , , UNIT_MISSIONARY (2621441), Move: 22 69 -> 15 70 Dist: 8
41, 5, HL: Move Missionary, , , UNIT_MISSIONARY (3276806), Move: 20 69 -> 16 70 Dist: 5
41, 5, HL: Move Missionary, , , UNIT_MISSIONARY (2359305), Move: 22 62 -> 29 68 Dist: 10
41, 5, HL: Move Missionary, , , UNIT_MISSIONARY (2424850), Move: 24 64 -> 15 70 Dist: 12
41, 5, HL: Move Missionary, , , UNIT_MISSIONARY (3670035), Move: 27 69 -> 28 68 Dist: 1
41, 5, HL: Move Missionary, , , UNIT_MISSIONARY (3080222), Move: 26 69 -> 15 70 Dist: 12
41, 5, HL: Build Improvement, , , UNIT_BUILDER, Move -9999 -9999
41, 5, HL: Explore, , , UNIT_SKIRMISHER (3211278), Move To: 25 79
41, 5, HL: Explore, , , UNIT_SKIRMISHER (3145759), Move To: 21 79
41, 5, HL: End Turn, , , UNIT_SKIRMISHER (3211278)
41, 5, HL: End Turn, , , UNIT_BUILDER (2752540)
41, 5, HL: End Turn, , , UNIT_SKIRMISHER (3145759)
41, 5, HL: End Turn, , , UNIT_BUILDER (3473440)
41, 6, Attack Units, TARGET_LOW_PRIORITY_UNIT, UNIT_WARRIOR (131073), UNIT_SKIRMISHER (3407909), Expected Damage: 0, Move 19 49 Attack 18 49
41, 6, Heal, , , UNIT_SWORDSMAN (3932201), 
41, 6, Garrison, , , UNIT_SWORDSMAN (4456450), Move To: 15 54
41, 6, Garrison, , , UNIT_SWORDSMAN (2818054), Move To: 9 57
41, 6, Garrison, , , UNIT_SWORDSMAN (2686985), Move To: 13 58
41, 6, Garrison, , , UNIT_SWORDSMAN (4587534), Move To: 15 54
41, 6, Wander, , , UNIT_CATAPULT (2621457), Move To: 16 57
41, 6, Garrison, , , UNIT_SWORDSMAN (4718610), Move To: 15 54
41, 6, Garrison, , , UNIT_CROSSBOWMAN (4915220), Move To: 18 62
41, 6, Wander, , , UNIT_CROSSBOWMAN (4784149), Move To: 15 57
41, 6, Wander, , , UNIT_HEAVY_CHARIOT (2359322), Move To: 16 59
41, 6, Wander, , , UNIT_CATAPULT (2490396), Move To: 20 57
41, 6, Wander, , , UNIT_SWORDSMAN (2752542), Move To: 17 56
41, 6, Wander, , , UNIT_SWORDSMAN (3145761), Move To: 11 57
41, 6, Wander, , , UNIT_SWORDSMAN (3866664), Move To: 12 57
41, 6, HL: Move Missionary, , , UNIT_MISSIONARY (3735557), Move: 21 55 -> 11 32 Dist: 23
41, 6, HL: Move Missionary, , , UNIT_MISSIONARY (2031623), Move: 6 30 -> 10 43 Dist: 13
41, 6, HL: Move Missionary, , , UNIT_TAOIST (786440), Move: 7 34 -> 11 32 Dist: 5
41, 6, HL: Move Missionary, , , UNIT_MISSIONARY (1900556), Move: 5 30 -> 10 43 Dist: 13
41, 6, HL: Move Missionary, , , UNIT_MISSIONARY (2162711), Move: 10 38 -> 10 43 Dist: 5
41, 6, HL: Evangelize Belief, , , UNIT_APOSTLE (4653080)
41, 6, HL: Move Missionary, , , UNIT_MISSIONARY (2293785), Move: 7 31 -> 10 43 Dist: 12
41, 6, HL: Move Missionary, , , UNIT_MISSIONARY (2424859), Move: 11 33 -> 10 43 Dist: 10
41, 6, HL: Move Missionary, , , UNIT_MISSIONARY (2555933), Move: 7 30 -> 2 27 Dist: 6
41, 6, HL: Move Missionary, , , UNIT_MISSIONARY (2883615), Move: 6 29 -> 2 27 Dist: 5
41, 6, HL: Move Missionary, , , UNIT_MISSIONARY (3342372), Move: 20 53 -> 11 32 Dist: 21
41, 6, HL: Explore, , , UNIT_SKIRMISHER (4194308), Move To: 1 57
41, 6, HL: Explore, , , UNIT_SKIRMISHER (4063245), Move To: 10 71
41, 6, HL: Explore, , , UNIT_SKIRMISHER (4390927), Move To: 27 63
41, 6, HL: Explore, , , UNIT_SKIRMISHER (3801127), Move To: 25 57
41, 6, HL: Explore, , , UNIT_SKIRMISHER (3997738), Move To: 9 67
41, 6, HL: End Turn, , , UNIT_SKIRMISHER (4194308)
41, 6, HL: End Turn, , , UNIT_SKIRMISHER (4063245)
41, 6, HL: End Turn, , , UNIT_SKIRMISHER (4390927)
41, 6, HL: End Turn, , , UNIT_SKIRMISHER (3801127)
41, 6, HL: End Turn, , , UNIT_SKIRMISHER (3997738)
41, 7, Support Formation, , , UNIT_SKIRMISHER (3735570), 15 44
41, 7, Support Formation, , , UNIT_SKIRMISHER (3538973), 15 44
41, 7, Support Formation, , , UNIT_SKIRMISHER (3866661), 15 44
41, 7, Support Formation, , , UNIT_SWORDSMAN (4259879), 15 44
41, 7, Support Formation, , , UNIT_SWORDSMAN (4653099), 15 44
41, 8, Attack Units, TARGET_MEDIUM_PRIORITY_UNIT, UNIT_VAMPIRE (196608), UNIT_SKIRMISHER (4522029), Expected Damage: 0, Move 40 12 Attack -9999 -9999
41, 8, Garrison, , , UNIT_VIETNAMESE_VOI_CHIEN (5832707), Move To: 21 22
41, 8, Wander, , , UNIT_HORSEMAN (3997710), Move To: 23 15
41, 8, Wander, , , UNIT_HORSEMAN (2752528), Move To: 23 20
41, 8, Wander, , , UNIT_VIETNAMESE_VOI_CHIEN (5111825), Move To: 20 25
41, 8, Wander, , , UNIT_VIETNAMESE_VOI_CHIEN (5373972), Move To: 24 17
41, 8, Garrison, , , UNIT_VIETNAMESE_VOI_CHIEN (6029335), Move To: 21 22
41, 8, Wander, , , UNIT_VIETNAMESE_VOI_CHIEN (5767195), Move To: 20 21
41, 8, Wander, , , UNIT_VIETNAMESE_VOI_CHIEN (5046300), Move To: 21 22
41, 8, Wander, , , UNIT_VIETNAMESE_VOI_CHIEN (5308458), Move To: 22 19
41, 8, Wander, , , UNIT_VIETNAMESE_VOI_CHIEN (5570604), Move To: 23 17
41, 8, Wander, , , UNIT_HORSEMAN (4587566), Move To: 24 15
41, 8, Wander, , , UNIT_CATAPULT (3342336), Move To: 20 23
41, 8, HL: Move Missionary, , , UNIT_MISSIONARY (2555910), Move: 12 43 -> 11 43 Dist: 1
41, 8, HL: Move Missionary, , , UNIT_MISSIONARY (5177355), Move: 17 20 -> 11 32 Dist: 12
41, 8, HL: Move Missionary, , , UNIT_MISSIONARY (3866637), Move: 12 33 -> 12 32 Dist: 1
41, 8, HL: Move Missionary, , , UNIT_MISSIONARY (2621458), Move: 12 37 -> 10 43 Dist: 6
41, 8, HL: Move Missionary, , , UNIT_MISSIONARY (4259864), Move: 13 35 -> 11 39 Dist: 4
41, 8, HL: Move Missionary, , , UNIT_MISSIONARY (4849689), Move: 15 21 -> 11 32 Dist: 11
41, 8, HL: Move Missionary, , , UNIT_MISSIONARY (2883614), Move: 10 41 -> 10 43 Dist: 2
41, 8, HL: Move Missionary, , , UNIT_MISSIONARY (2949151), Move: 11 42 -> 11 43 Dist: 1
41, 8, HL: Move Missionary, , , UNIT_MISSIONARY (3407907), Move: 11 40 -> 10 43 Dist: 3
41, 8, HL: Move Missionary, , , UNIT_MISSIONARY (3670053), Move: 13 33 -> 11 38 Dist: 5
41, 8, HL: Move Missionary, , , UNIT_MISSIONARY (5701670), Move: 24 15 -> 11 32 Dist: 22
41, 8, HL: Move Missionary, , , UNIT_MISSIONARY (4063272), Move: 14 33 -> 24 21 Dist: 16
41, 8, HL: Move Missionary, , , UNIT_MISSIONARY (4784176), Move: 15 33 -> 24 21 Dist: 15
41, 8, HL: Explore cur region, , , UNIT_SKIRMISHER (5242890), Move To: 43 8
41, 8, HL: End Turn, , , UNIT_SKIRMISHER (5242890)
41, 9, Attack Units, TARGET_HIGH_PRIORITY_UNIT, UNIT_SCOUT (393220), UNIT_CATAPULT (4194323), Expected Damage: 0, Move 40 7 Attack -9999 -9999
41, 9, Heal, , , UNIT_SKIRMISHER (5636103), 
41, 9, Garrison, , , UNIT_MAN_AT_ARMS (7143426), Move To: 38 8
41, 9, Wander Back to City, , , UNIT_MAN_AT_ARMS (7077893), Move To: 31 9
41, 9, Wander, , , UNIT_HORSEMAN (4325385), Move To: 34 13
41, 9, Wander Back to City, , , UNIT_MAN_AT_ARMS (7012370), Move To: 31 9
41, 9, Wander, , , UNIT_HORSEMAN (2818083), Move To: 35 9
41, 9, Wander, , , UNIT_MAN_AT_ARMS (6357042), Move To: 34 10
41, 9, Wander, , , UNIT_MAN_AT_ARMS (6422579), Move To: 33 7
41, 9, Wander, , , UNIT_MAN_AT_ARMS (6488116), Move To: 32 10
41, 9, Garrison, , , UNIT_MAN_AT_ARMS (6553653), Move To: 35 10
41, 9, Wander, , , UNIT_MAN_AT_ARMS (6619190), Move To: 33 6
41, 9, Wander, , , UNIT_MAN_AT_ARMS (7209015), Move To: 36 10
41, 9, Wander, , , UNIT_CROSSBOWMAN (4521995), Move To: 36 8
41, 9, Wander, , , UNIT_CROSSBOWMAN (6946840), Move To: 32 16
41, 9, Wander, , , UNIT_CROSSBOWMAN (5701661), Move To: 31 12
41, 9, Wander, , , UNIT_CROSSBOWMAN (4980767), Move To: 36 9
41, 9, Wander, , , UNIT_CATAPULT (4849697), Move To: 30 16
41, 9, Wander, , , UNIT_CROSSBOWMAN (6750246), Move To: 32 13
41, 9, Wander, , , UNIT_CROSSBOWMAN (4718633), Move To: 30 8
41, 9, Wander, , , UNIT_CROSSBOWMAN (5308459), Move To: 28 7
41, 9, HL: Move Missionary, , , UNIT_MISSIONARY (4390915), Move: 31 14 -> 11 32 Dist: 29
41, 9, HL: Move Missionary, , , UNIT_MISSIONARY (5570574), Move: 24 19 -> 11 44 Dist: 26
41, 9, HL: Move Missionary, , , UNIT_MISSIONARY (5177365), Move: 25 18 -> 11 44 Dist: 27
41, 9, HL: Move Missionary, , , UNIT_MISSIONARY (5439513), Move: 32 12 -> 37 14 Dist: 6
41, 9, HL: Move Missionary, , , UNIT_MISSIONARY (6881306), Move: 39 7 -> 37 12 Dist: 5
41, 9, HL: Move Missionary, , , UNIT_MISSIONARY (4915232), Move: 38 8 -> 37 12 Dist: 4
41, 9, HL: Move Missionary, , , UNIT_MISSIONARY (5832748), Move: 26 18 -> 11 44 Dist: 28
41, 9, HL: Move Missionary, , , UNIT_MISSIONARY (6225968), Move: 34 12 -> 37 14 Dist: 4
41, 9, HL: Build Improvement, , , UNIT_BUILDER, Move -9999 -9999
41, 9, HL: Explore, , , UNIT_SKIRMISHER (5111830), Move To: 23 7
41, 9, HL: End Turn, , , UNIT_SKIRMISHER (5111830)
41, 9, HL: End Turn, , , UNIT_BUILDER (3538971)
41, 9, HL: End Turn, , , UNIT_BUILDER (5963821)
41, 10, Wander, , , UNIT_CROSSBOWMAN (983040), Move To: 71 16
41, 10, Wander, , , UNIT_SWORDSMAN (786433), Move To: 71 17
41, 10, Wander, , , UNIT_SWORDSMAN (917506), Move To: 69 15
41, 10, Wander, , , UNIT_SWORDSMAN (851971), Move To: 70 12
41, 10, Wander, , , UNIT_SWORDSMAN (720902), Move To: 71 15
41, 12, Wander, , , UNIT_SWORDSMAN (458752), Move To: 67 73
41, 12, Wander, , , UNIT_SWORDSMAN (655361), Move To: 70 70
41, 12, Wander, , , UNIT_CROSSBOWMAN (720898), Move To: 65 72
41, 12, Wander, , , UNIT_CROSSBOWMAN (786435), Move To: 68 72
41, 12, Wander, , , UNIT_SWORDSMAN (589829), Move To: 63 77
41, 12, HL: End Turn, , , UNIT_BUILDER (524292)
41, 13, Wander, , , UNIT_SWORDSMAN (655361), Move To: 57 4
41, 13, Wander, , , UNIT_CATAPULT (720898), Move To: 58 3
41, 13, Wander, , , UNIT_HEAVY_CHARIOT (524292), Move To: 59 3
41, 13, Wander, , , UNIT_SWORDSMAN (589829), Move To: 58 2
41, 13, HL: End Turn, , , UNIT_BUILDER (786432)
41, 14, Attack Units, TARGET_LOW_PRIORITY_UNIT, UNIT_MISSIONARY (2555933), UNIT_SWORDSMAN (589829), Expected Damage: 0, Move 3 29 Attack -9999 -9999
41, 14, Attack Units, TARGET_LOW_PRIORITY_UNIT, UNIT_MISSIONARY (2555933), UNIT_CATAPULT (458755), Expected Damage: 0, Move 4 28 Attack -9999 -9999
41, 14, Wander, , , UNIT_SWORDSMAN (655362), Move To: 1 25
41, 14, Wander, , , UNIT_CATAPULT (524292), Move To: 3 29
41, 15, Wander, , , UNIT_SWORDSMAN (983041), Move To: 61 24
