Game Turn, Player, Action, Tech, Score, Boost, Turns
40, 7, Tech, TECH_GUNPOWDER, 1393.5, , 15
40, 7, Tech, TECH_PRINTING, 280.7, , 8
40, 7, Tech, TECH_ASTRONOMY, 408.2, , 14
40, 7, Tech, TECH_SIEGE_TACTICS, 695.4, , 17
40, 7, Tech, TECH_BUTTRESS, 509.5, BOOSTED, 4
40, 8, Tech, TECH_POTTERY, 0.0, OWNED, -1
40, 8, Tech, TECH_ANIMAL_HUSBANDRY, 0.0, OWNED, -1
40, 8, Tech, TECH_MINING, 0.0, OWNED, -1
40, 8, Tech, TECH_SAILING, 0.0, OWNED, -1
40, 8, Tech, TECH_ASTROLOGY, 0.0, OWNED, -1
40, 8, Tech, TECH_IRRIGATION, 0.0, OWNED, -1
40, 8, Tech, TECH_ARCHERY, 0.0, OWNED, -1
40, 8, Tech, TECH_WRITING, 0.0, OWNED, -1
40, 8, Tech, TECH_MASONRY, 0.0, OWNED, -1
40, 8, Tech, TECH_BRONZE_WORKING, 0.0, OWNED, -1
40, 8, Tech, TECH_THE_WHEEL, 0.0, OWNED, -1
40, 8, Tech, TECH_CELESTIAL_NAVIGATION, 0.0, OWNED, -1
40, 8, Tech, TECH_CURRENCY, 0.0, OWNED, -1
40, 8, Tech, TECH_HORSEBACK_RIDING, 0.0, OWNED, -1
40, 8, Tech, TECH_IRON_WORKING, 0.0, OWNED, -1
40, 8, Tech, TECH_SHIPBUILDING, 0.0, OWNED, -1
40, 8, Tech, TECH_MATHEMATICS, 0.0, OWNED, -1
40, 8, Tech, TECH_CONSTRUCTION, 120.6, BOOSTED, 2
40, 8, Tech, TECH_ENGINEERING, 0.0, OWNED, -1
40, 8, Tech, TECH_MILITARY_TACTICS, 1195.2, RESEARCHING, 1
40, 8, Tech, TECH_APPRENTICESHIP, 0.0, OWNED, -1
40, 8, Tech, TECH_MACHINERY, 0.0, OWNED, -1
40, 8, Tech, TECH_EDUCATION, 105.4, , 6
40, 8, Tech, TECH_STIRRUPS, 773.3, BOOSTED, 4
40, 8, Tech, TECH_MILITARY_ENGINEERING, 380.6, BOOSTED, 6
40, 8, Tech, TECH_CASTLES, 642.7, , 8
40, 8, Tech, TECH_CARTOGRAPHY, 372.7, , 12
40, 8, Tech, TECH_MASS_PRODUCTION, 1653.7, GOAL, 19
40, 8, Tech, TECH_BANKING, 934.5, , 19
40, 8, Tech, TECH_GUNPOWDER, 1195.2, , 19
40, 8, Tech, TECH_PRINTING, 85.5, , 9
40, 8, Tech, TECH_SQUARE_RIGGING, 403.7, , 23
40, 8, Tech, TECH_ASTRONOMY, 162.1, , 17
40, 8, Tech, TECH_SIEGE_TACTICS, 688.1, , 19
40, 8, Tech, TECH_SCIENTIFIC_THEORY, 996.2, , 43
40, 8, Tech, TECH_BUTTRESS, 297.4, BOOSTED, 3
40, 8, Tech Contract 770, TECH_ECONOMICS, 1256.0
40, 9, Tech, TECH_POTTERY, 0.0, OWNED, -1
40, 9, Tech, TECH_ANIMAL_HUSBANDRY, 0.0, OWNED, -1
40, 9, Tech, TECH_MINING, 0.0, OWNED, -1
40, 9, Tech, TECH_SAILING, 0.0, OWNED, -1
40, 9, Tech, TECH_ASTROLOGY, 0.0, OWNED, -1
40, 9, Tech, TECH_IRRIGATION, 0.0, OWNED, -1
40, 9, Tech, TECH_ARCHERY, 0.0, OWNED, -1
40, 9, Tech, TECH_WRITING, 0.0, OWNED, -1
40, 9, Tech, TECH_MASONRY, 0.0, OWNED, -1
40, 9, Tech, TECH_BRONZE_WORKING, 0.0, OWNED, -1
40, 9, Tech, TECH_THE_WHEEL, 0.0, OWNED, -1
40, 9, Tech, TECH_CELESTIAL_NAVIGATION, 0.0, OWNED, -1
40, 9, Tech, TECH_CURRENCY, 0.0, OWNED, -1
40, 9, Tech, TECH_HORSEBACK_RIDING, 0.0, OWNED, -1
40, 9, Tech, TECH_IRON_WORKING, 0.0, OWNED, -1
40, 9, Tech, TECH_SHIPBUILDING, 0.0, OWNED, -1
40, 9, Tech, TECH_MATHEMATICS, 0.0, OWNED, -1
40, 9, Tech, TECH_CONSTRUCTION, 0.0, OWNED, -1
40, 9, Tech, TECH_ENGINEERING, 0.0, OWNED, -1
40, 9, Tech, TECH_MILITARY_TACTICS, 0.0, OWNED, -1
40, 9, Tech, TECH_APPRENTICESHIP, 0.0, OWNED, -1
40, 9, Tech, TECH_MACHINERY, 0.0, OWNED, -1
40, 9, Tech, TECH_EDUCATION, 125.4, BOOSTED, 2
40, 9, Tech, TECH_STIRRUPS, 773.2, BOOSTED, 2
40, 9, Tech, TECH_MILITARY_ENGINEERING, 460.5, RESEARCHING, 2
40, 9, Tech, TECH_CASTLES, 1079.0, , 4
40, 9, Tech, TECH_CARTOGRAPHY, 374.8, , 9
40, 9, Tech, TECH_MASS_PRODUCTION, 497.7, , 11
40, 9, Tech, TECH_BANKING, 983.4, , 10
40, 9, Tech, TECH_GUNPOWDER, 1265.4, , 10
40, 9, Tech, TECH_PRINTING, 93.7, , 6
40, 9, Tech, TECH_SQUARE_RIGGING, 420.9, , 16
40, 9, Tech, TECH_ASTRONOMY, 207.5, , 9
40, 9, Tech, TECH_METAL_CASTING, 1318.6, GOAL, 14
40, 9, Tech, TECH_SIEGE_TACTICS, 552.4, , 11
40, 9, Tech, TECH_SCIENTIFIC_THEORY, 1091.4, , 26
40, 9, Tech, TECH_MILITARY_SCIENCE, 777.6, , 26
40, 9, Tech, TECH_BUTTRESS, 292.7, , 3
40, 9, Tech Contract 710, TECH_CASTLES, 594.0
40, 9, Tech Contract 746, TECH_ECONOMICS, 1422.0
40, 10, Tech, TECH_POTTERY, 0.0, OWNED, -1
40, 10, Tech, TECH_ANIMAL_HUSBANDRY, 0.0, OWNED, -1
40, 10, Tech, TECH_MINING, 0.0, OWNED, -1
40, 10, Tech, TECH_SAILING, 0.0, OWNED, -1
40, 10, Tech, TECH_ASTROLOGY, 0.0, OWNED, -1
40, 10, Tech, TECH_IRRIGATION, 0.0, OWNED, -1
40, 10, Tech, TECH_ARCHERY, 0.0, OWNED, -1
40, 10, Tech, TECH_WRITING, 0.0, OWNED, -1
40, 10, Tech, TECH_MASONRY, 281.9, , 1
40, 10, Tech, TECH_BRONZE_WORKING, 0.0, OWNED, -1
40, 10, Tech, TECH_THE_WHEEL, 0.0, OWNED, -1
40, 10, Tech, TECH_CELESTIAL_NAVIGATION, 0.0, OWNED, -1
40, 10, Tech, TECH_CURRENCY, 0.0, OWNED, -1
40, 10, Tech, TECH_HORSEBACK_RIDING, 0.0, OWNED, -1
40, 10, Tech, TECH_IRON_WORKING, 0.0, OWNED, -1
40, 10, Tech, TECH_SHIPBUILDING, 155.2, , 8
40, 10, Tech, TECH_MATHEMATICS, 231.3, RESEARCHING, 1
40, 10, Tech, TECH_CONSTRUCTION, 342.7, BOOSTED, 3
40, 10, Tech, TECH_ENGINEERING, 0.0, OWNED, -1
40, 10, Tech, TECH_MILITARY_TACTICS, 427.4, , 23
40, 10, Tech, TECH_APPRENTICESHIP, 0.0, OWNED, -1
40, 10, Tech, TECH_MACHINERY, 0.0, OWNED, -1
40, 10, Tech, TECH_EDUCATION, 254.2, , 31
40, 10, Tech, TECH_STIRRUPS, 18.5, , 30
40, 10, Tech, TECH_MILITARY_ENGINEERING, 385.2, , 33
40, 10, Tech, TECH_CASTLES, 363.6, , 33
40, 10, Tech, TECH_CARTOGRAPHY, -9556.2, , 80
40, 10, Tech, TECH_MASS_PRODUCTION, -9337.2, , 132
40, 10, Tech, TECH_BANKING, -9726.4, , 110
40, 10, Tech, TECH_PRINTING, 1.4, , 49
40, 10, Tech, TECH_ASTRONOMY, -9744.8, , 92
40, 10, Tech, TECH_BUTTRESS, 442.8, GOAL, 31
40, 10, Tech Contract 715, TECH_MASONRY, 49.0
40, 12, Tech, TECH_POTTERY, 0.0, OWNED, -1
40, 12, Tech, TECH_ANIMAL_HUSBANDRY, 0.0, OWNED, -1
40, 12, Tech, TECH_MINING, 0.0, OWNED, -1
40, 12, Tech, TECH_SAILING, 0.0, OWNED, -1
40, 12, Tech, TECH_ASTROLOGY, 331.8, , 1
40, 12, Tech, TECH_IRRIGATION, 0.0, OWNED, -1
40, 12, Tech, TECH_ARCHERY, 0.0, OWNED, -1
40, 12, Tech, TECH_WRITING, 0.0, OWNED, -1
40, 12, Tech, TECH_MASONRY, 0.0, OWNED, -1
40, 12, Tech, TECH_BRONZE_WORKING, 0.0, OWNED, -1
40, 12, Tech, TECH_THE_WHEEL, 0.0, OWNED, -1
40, 12, Tech, TECH_CELESTIAL_NAVIGATION, 352.0, , 1
40, 12, Tech, TECH_CURRENCY, 0.0, OWNED, -1
40, 12, Tech, TECH_HORSEBACK_RIDING, 0.0, OWNED, -1
40, 12, Tech, TECH_IRON_WORKING, 0.0, OWNED, -1
40, 12, Tech, TECH_SHIPBUILDING, 181.8, RESEARCHING, 5
40, 12, Tech, TECH_MATHEMATICS, 0.0, OWNED, -1
40, 12, Tech, TECH_CONSTRUCTION, 99.2, BOOSTED, 5
40, 12, Tech, TECH_ENGINEERING, 0.0, OWNED, -1
40, 12, Tech, TECH_MILITARY_TACTICS, 123.9, , 14
40, 12, Tech, TECH_APPRENTICESHIP, 0.0, OWNED, -1
40, 12, Tech, TECH_MACHINERY, 0.0, OWNED, -1
40, 12, Tech, TECH_EDUCATION, 55.0, , 18
40, 12, Tech, TECH_STIRRUPS, 61.2, BOOSTED, 11
40, 12, Tech, TECH_MILITARY_ENGINEERING, 133.2, , 23
40, 12, Tech, TECH_CASTLES, 139.4, , 23
40, 12, Tech, TECH_CARTOGRAPHY, 317.6, , 46
40, 12, Tech, TECH_MASS_PRODUCTION, -9506.2, , 78
40, 12, Tech, TECH_BANKING, -9882.7, , 56
40, 12, Tech, TECH_GUNPOWDER, -9804.5, , 61
40, 12, Tech, TECH_PRINTING, 27.2, , 27
40, 12, Tech, TECH_ASTRONOMY, -9944.0, , 51
40, 12, Tech, TECH_SIEGE_TACTICS, -9859.6, , 56
40, 12, Tech, TECH_SCIENTIFIC_THEORY, -9882.7, , 131
40, 12, Tech, TECH_BUTTRESS, 313.9, GOAL, 19
40, 13, Tech, TECH_POTTERY, 0.0, OWNED, -1
40, 13, Tech, TECH_ANIMAL_HUSBANDRY, 0.0, OWNED, -1
40, 13, Tech, TECH_MINING, 0.0, OWNED, -1
40, 13, Tech, TECH_SAILING, 0.0, OWNED, -1
40, 13, Tech, TECH_ASTROLOGY, 0.0, OWNED, -1
40, 13, Tech, TECH_IRRIGATION, 0.0, OWNED, -1
40, 13, Tech, TECH_ARCHERY, 0.0, OWNED, -1
40, 13, Tech, TECH_WRITING, 0.0, OWNED, -1
40, 13, Tech, TECH_MASONRY, 0.0, OWNED, -1
40, 13, Tech, TECH_BRONZE_WORKING, 0.0, OWNED, -1
40, 13, Tech, TECH_THE_WHEEL, 0.0, OWNED, -1
40, 13, Tech, TECH_CELESTIAL_NAVIGATION, 0.0, OWNED, -1
40, 13, Tech, TECH_CURRENCY, 0.0, OWNED, -1
40, 13, Tech, TECH_HORSEBACK_RIDING, 0.0, OWNED, -1
40, 13, Tech, TECH_IRON_WORKING, 0.0, OWNED, -1
40, 13, Tech, TECH_SHIPBUILDING, 143.5, , 10
40, 13, Tech, TECH_MATHEMATICS, 231.3, RESEARCHING, 1
40, 13, Tech, TECH_CONSTRUCTION, 78.3, , 10
40, 13, Tech, TECH_ENGINEERING, 0.0, OWNED, -1
40, 13, Tech, TECH_MILITARY_TACTICS, 475.9, , 25
40, 13, Tech, TECH_APPRENTICESHIP, 0.0, OWNED, -1
40, 13, Tech, TECH_MACHINERY, 0.0, OWNED, -1
40, 13, Tech, TECH_EDUCATION, 252.3, , 33
40, 13, Tech, TECH_STIRRUPS, 36.4, , 32
40, 13, Tech, TECH_MILITARY_ENGINEERING, 105.0, , 42
40, 13, Tech, TECH_CASTLES, 86.2, , 42
40, 13, Tech, TECH_CARTOGRAPHY, -9580.3, , 87
40, 13, Tech, TECH_MASS_PRODUCTION, -9314.7, , 143
40, 13, Tech, TECH_BANKING, -9710.3, , 117
40, 13, Tech, TECH_GUNPOWDER, -9857.6, , 126
40, 13, Tech, TECH_PRINTING, -9999.0, , 52
40, 13, Tech, TECH_ASTRONOMY, -9746.8, , 97
40, 13, Tech, TECH_SIEGE_TACTICS, -9912.8, , 106
40, 13, Tech, TECH_BUTTRESS, 418.7, GOAL, 35
40, 14, Tech, TECH_POTTERY, 0.0, OWNED, -1
40, 14, Tech, TECH_ANIMAL_HUSBANDRY, 0.0, OWNED, -1
40, 14, Tech, TECH_MINING, 0.0, OWNED, -1
40, 14, Tech, TECH_SAILING, 0.0, OWNED, -1
40, 14, Tech, TECH_ASTROLOGY, 0.0, OWNED, -1
40, 14, Tech, TECH_IRRIGATION, 0.0, OWNED, -1
40, 14, Tech, TECH_ARCHERY, 0.0, OWNED, -1
40, 14, Tech, TECH_WRITING, 0.0, OWNED, -1
40, 14, Tech, TECH_MASONRY, 0.0, OWNED, -1
40, 14, Tech, TECH_BRONZE_WORKING, 0.0, OWNED, -1
40, 14, Tech, TECH_THE_WHEEL, 0.0, OWNED, -1
40, 14, Tech, TECH_CELESTIAL_NAVIGATION, 0.0, OWNED, -1
40, 14, Tech, TECH_CURRENCY, 0.0, OWNED, -1
40, 14, Tech, TECH_HORSEBACK_RIDING, 0.0, OWNED, -1
40, 14, Tech, TECH_IRON_WORKING, 0.0, OWNED, -1
40, 14, Tech, TECH_SHIPBUILDING, 132.6, , 12
40, 14, Tech, TECH_MATHEMATICS, 0.0, OWNED, -1
40, 14, Tech, TECH_CONSTRUCTION, 72.3, , 12
40, 14, Tech, TECH_ENGINEERING, 0.0, OWNED, -1
40, 14, Tech, TECH_MILITARY_TACTICS, 161.2, , 25
40, 14, Tech, TECH_APPRENTICESHIP, 211.2, , 1
40, 14, Tech, TECH_MACHINERY, 622.8, RESEARCHING, 1
40, 14, Tech, TECH_EDUCATION, 230.9, , 34
40, 14, Tech, TECH_STIRRUPS, 249.2, BOOSTED, 20
40, 14, Tech, TECH_MILITARY_ENGINEERING, 117.0, , 45
40, 14, Tech, TECH_CASTLES, 77.8, , 45
40, 14, Tech, TECH_CARTOGRAPHY, -9835.9, , 89
40, 14, Tech, TECH_MASS_PRODUCTION, -9443.8, , 148
40, 14, Tech, TECH_BANKING, -9730.1, , 105
40, 14, Tech, TECH_GUNPOWDER, -9421.6, , 118
40, 14, Tech, TECH_PRINTING, -9376.2, , 53
40, 14, Tech, TECH_ASTRONOMY, -9768.1, , 98
40, 14, Tech, TECH_SIEGE_TACTICS, -9921.2, , 109
40, 14, Tech, TECH_BUTTRESS, 163.1, , 37
40, 15, Tech, TECH_POTTERY, 0.0, OWNED, -1
40, 15, Tech, TECH_ANIMAL_HUSBANDRY, 0.0, OWNED, -1
40, 15, Tech, TECH_MINING, 0.0, OWNED, -1
40, 15, Tech, TECH_SAILING, 0.0, OWNED, -1
40, 15, Tech, TECH_ASTROLOGY, 0.0, OWNED, -1
40, 15, Tech, TECH_IRRIGATION, 0.0, OWNED, -1
40, 15, Tech, TECH_ARCHERY, 0.0, OWNED, -1
40, 15, Tech, TECH_WRITING, 0.0, OWNED, -1
40, 15, Tech, TECH_MASONRY, 322.9, RESEARCHING, 1
40, 15, Tech, TECH_BRONZE_WORKING, 0.0, OWNED, -1
40, 15, Tech, TECH_THE_WHEEL, 0.0, OWNED, -1
40, 15, Tech, TECH_CELESTIAL_NAVIGATION, 0.0, OWNED, -1
40, 15, Tech, TECH_CURRENCY, 0.0, OWNED, -1
40, 15, Tech, TECH_HORSEBACK_RIDING, 0.0, OWNED, -1
40, 15, Tech, TECH_IRON_WORKING, 0.0, OWNED, -1
40, 15, Tech, TECH_SHIPBUILDING, 143.5, , 10
40, 15, Tech, TECH_MATHEMATICS, 0.0, OWNED, -1
40, 15, Tech, TECH_CONSTRUCTION, 305.4, , 11
40, 15, Tech, TECH_ENGINEERING, 0.0, OWNED, -1
40, 15, Tech, TECH_MILITARY_TACTICS, 154.6, , 25
40, 15, Tech, TECH_APPRENTICESHIP, 0.0, OWNED, -1
40, 15, Tech, TECH_MACHINERY, 396.0, , 1
40, 15, Tech, TECH_EDUCATION, 19.7, , 34
40, 15, Tech, TECH_STIRRUPS, 42.3, BOOSTED, 18
40, 15, Tech, TECH_MILITARY_ENGINEERING, 310.1, , 45
40, 15, Tech, TECH_CASTLES, 330.9, GOAL, 45
40, 15, Tech, TECH_CARTOGRAPHY, -9811.6, , 90
40, 15, Tech, TECH_MASS_PRODUCTION, -9637.3, , 149
40, 15, Tech, TECH_BANKING, -9937.0, , 107
40, 15, Tech, TECH_PRINTING, -9603.0, , 56
40, 15, Tech, TECH_ASTRONOMY, -9979.3, , 102
40, 15, Tech, TECH_SCIENTIFIC_THEORY, -9937.0, , 263
40, 15, Tech, TECH_BUTTRESS, 187.4, , 35
40, 15, Tech Contract 664, TECH_MASONRY, 91.0
40, 16, Tech, TECH_POTTERY, 0.0, OWNED, -1
40, 16, Tech, TECH_ANIMAL_HUSBANDRY, 0.0, OWNED, -1
40, 16, Tech, TECH_MINING, 0.0, OWNED, -1
40, 16, Tech, TECH_SAILING, 0.0, OWNED, -1
40, 16, Tech, TECH_ASTROLOGY, 0.0, OWNED, -1
40, 16, Tech, TECH_IRRIGATION, 0.0, OWNED, -1
40, 16, Tech, TECH_ARCHERY, 0.0, OWNED, -1
40, 16, Tech, TECH_WRITING, 0.0, OWNED, -1
40, 16, Tech, TECH_MASONRY, 0.0, OWNED, -1
40, 16, Tech, TECH_BRONZE_WORKING, 0.0, OWNED, -1
40, 16, Tech, TECH_THE_WHEEL, 0.0, OWNED, -1
40, 16, Tech, TECH_CELESTIAL_NAVIGATION, 0.0, OWNED, -1
40, 16, Tech, TECH_CURRENCY, 0.0, OWNED, -1
40, 16, Tech, TECH_HORSEBACK_RIDING, 0.0, OWNED, -1
40, 16, Tech, TECH_IRON_WORKING, 0.0, OWNED, -1
40, 16, Tech, TECH_SHIPBUILDING, 143.5, RESEARCHING, 10
40, 16, Tech, TECH_MATHEMATICS, 0.0, OWNED, -1
40, 16, Tech, TECH_CONSTRUCTION, 84.7, BOOSTED, 8
40, 16, Tech, TECH_ENGINEERING, 0.0, OWNED, -1
40, 16, Tech, TECH_MILITARY_TACTICS, 318.9, , 25
40, 16, Tech, TECH_APPRENTICESHIP, 0.0, OWNED, -1
40, 16, Tech, TECH_MACHINERY, 0.0, OWNED, -1
40, 16, Tech, TECH_EDUCATION, 21.4, , 32
40, 16, Tech, TECH_STIRRUPS, 623.9, BOOSTED, 19
40, 16, Tech, TECH_MILITARY_ENGINEERING, 114.5, , 40
40, 16, Tech, TECH_CASTLES, 96.2, , 40
40, 16, Tech, TECH_CARTOGRAPHY, -9811.6, , 84
40, 16, Tech, TECH_MASS_PRODUCTION, -9471.4, , 141
40, 16, Tech, TECH_BANKING, -9353.7, , 100
40, 16, Tech, TECH_GUNPOWDER, -9260.7, , 108
40, 16, Tech, TECH_PRINTING, 1.4, , 49
40, 16, Tech, TECH_ASTRONOMY, -9977.6, , 91
40, 16, Tech, TECH_SIEGE_TACTICS, -9902.8, , 99
40, 16, Tech, TECH_SCIENTIFIC_THEORY, -9353.7, , 234
40, 16, Tech, TECH_BUTTRESS, 187.4, GOAL, 35
40, 17, Tech, TECH_POTTERY, 0.0, OWNED, -1
40, 17, Tech, TECH_ANIMAL_HUSBANDRY, 0.0, OWNED, -1
40, 17, Tech, TECH_MINING, 0.0, OWNED, -1
40, 17, Tech, TECH_SAILING, 0.0, OWNED, -1
40, 17, Tech, TECH_ASTROLOGY, 0.0, OWNED, -1
40, 17, Tech, TECH_IRRIGATION, 221.2, , 1
40, 17, Tech, TECH_ARCHERY, 0.0, OWNED, -1
40, 17, Tech, TECH_WRITING, 0.0, OWNED, -1
40, 17, Tech, TECH_MASONRY, 0.0, OWNED, -1
40, 17, Tech, TECH_BRONZE_WORKING, 0.0, OWNED, -1
40, 17, Tech, TECH_THE_WHEEL, 0.0, OWNED, -1
40, 17, Tech, TECH_CELESTIAL_NAVIGATION, 0.0, OWNED, -1
40, 17, Tech, TECH_CURRENCY, 0.0, OWNED, -1
40, 17, Tech, TECH_HORSEBACK_RIDING, 0.0, OWNED, -1
40, 17, Tech, TECH_IRON_WORKING, 0.0, OWNED, -1
40, 17, Tech, TECH_SHIPBUILDING, 132.6, RESEARCHING, 12
