Game Turn, Player, System, Tree, Node, Result, Data
50, 6, City LOC_CITY_NAME_SAO_PAULO, Build City District, READY, Priority, 
50, 6, City LOC_CITY_NAME_SAO_PAULO, Build City District, READY, Find Available Unit, Not seeking units
50, 6, City LOC_CITY_NAME_SAO_PAULO, Build City District, READY, Concurrent, 
50, 6, City LOC_CITY_NAME_SAO_PAULO, Build City District, READY, Protect Unit, 
50, 6, City LOC_CITY_NAME_SAO_PAULO, Build City District, READY, Move Unit, 
50, 6, City LOC_CITY_NAME_SAO_PAULO, Build City District, READY, Clear Plot, Clearing with 0
50, 6, City LOC_CITY_NAME_SAO_PAULO, Build City District, READY, Reserve Plot, Reserving plot -9999 -9999
50, 6, City LOC_CITY_NAME_SAO_PAULO, Build City District, READY, Concurrent, 
50, 6, City LOC_CITY_NAME_SAO_PAULO, Build City District, READY, Contract Manager Decorator, No contract,
50, 6, City LOC_CITY_NAME_SAO_PAULO, Build City District, READY, Build Unit, Not Building
50, 6, City LOC_CITY_NAME_SAO_PAULO, Build City District, READY, Has Player Ability, --, Wonders, Failed
50, 6, City LOC_CITY_NAME_SAO_PAULO, Build City District, READY, Contract Manager Decorator, No contract,
50, 6, City LOC_CITY_NAME_SAO_PAULO, Build City District, READY, Sequence, 
50, 6, City LOC_CITY_NAME_SAO_PAULO, Build City District, READY, Priority, 
50, 6, City LOC_CITY_NAME_SAO_PAULO, Build City District, READY, Find Available Unit, 
50, 6, City LOC_CITY_NAME_SAO_PAULO, Build City District, READY, Contract Manager Decorator, No contract,
50, 6, City LOC_CITY_NAME_SAO_PAULO, Build City District, READY, Build Unit, Not Building
50, 6, City LOC_CITY_NAME_SAO_PAULO, Build City District, READY, Cancel Contract, No contract
50, 6, City LOC_CITY_NAME_SAO_PAULO, Build City District, READY, Move Unit, 
50, 6, City LOC_CITY_NAME_SAO_PAULO, Build City District, READY, Build Production, Using builder charge at 8 58
50, 6, City LOC_CITY_NAME_SAO_PAULO, Build City Building, RUNNING, Sequence, 
50, 6, City LOC_CITY_NAME_SAO_PAULO, Build City Building, READY, Decode Trigger, Building: BUILDING_MUSEUM_ARTIFACT; Value: 1063
50, 6, City LOC_CITY_NAME_SAO_PAULO, Build City Building, RUNNING, Contract Manager Decorator, Contract 963: waiting 2 of 5 turns,
50, 6, City LOC_CITY_NAME_SAO_PAULO, Build City Building, READY, Add Goal Tech, CIVIC_HUMANISM: Accepted
50, 6, City LOC_CITY_NAME_SAO_PAULO, Build City Building, READY, Contract Manager Decorator, No contract,
50, 6, City LOC_CITY_NAME_SAO_PAULO, Build City Building, READY, Build Unit, Not Building
50, 6, City LOC_CITY_NAME_FORTALEZA, Build City District, RUNNING, Sequence, 
50, 6, City LOC_CITY_NAME_FORTALEZA, Build City District, READY, Decode Trigger, District: DISTRICT_THEATER; Value: 1065
50, 6, City LOC_CITY_NAME_FORTALEZA, Build City District, READY, Concurrent, 
50, 6, City LOC_CITY_NAME_FORTALEZA, Build City District, READY, Sequence, 
50, 6, City LOC_CITY_NAME_FORTALEZA, Build City District, READY, Contract Manager Decorator, No contract,
50, 6, City LOC_CITY_NAME_FORTALEZA, Build City District, READY, Purchase Plot, Not Buying anything
50, 6, City LOC_CITY_NAME_FORTALEZA, Build City District, READY, Reserve Plot, Reserving plot 16 52
50, 6, City LOC_CITY_NAME_FORTALEZA, Build City District, READY, Contract Manager Decorator, 
50, 6, City LOC_CITY_NAME_FORTALEZA, Build City District, READY, Add Goal Tech, No tech submitted/No civic submitted
50, 6, City LOC_CITY_NAME_FORTALEZA, Build City District, RUNNING, Sequence, 
50, 6, City LOC_CITY_NAME_FORTALEZA, Build City District, SUCCESS, Priority, 
50, 6, City LOC_CITY_NAME_FORTALEZA, Build City District, FAILURE, Check Plot, Plot 16 52: Clear
50, 6, City LOC_CITY_NAME_FORTALEZA, Build City District, SUCCESS, Sequence, 
50, 6, City LOC_CITY_NAME_FORTALEZA, Build City District, SUCCESS, Contract Manager Decorator, Contract 915: waiting 0 of 10 turns,
50, 6, City LOC_CITY_NAME_FORTALEZA, Build City District, READY, Add Goal Tech, TECH_ANIMAL_HUSBANDRY: Done/No civic submitted
50, 6, City LOC_CITY_NAME_FORTALEZA, Build City District, SUCCESS, Priority, 
50, 6, City LOC_CITY_NAME_FORTALEZA, Build City District, FAILURE, Find Available Unit, Seeking: UNIT_BUILDER
50, 6, City LOC_CITY_NAME_FORTALEZA, Build City District, FAILURE, Concurrent, 
50, 6, City LOC_CITY_NAME_FORTALEZA, Build City District, FAILURE, Protect Unit, 
50, 6, City LOC_CITY_NAME_FORTALEZA, Build City District, READY, Move Unit, 
50, 6, City LOC_CITY_NAME_FORTALEZA, Build City District, FAILURE, Clear Plot, Clearing with -1
50, 6, City LOC_CITY_NAME_FORTALEZA, Build City District, SUCCESS, Reserve Plot, Reserving plot -9999 -9999
50, 6, City LOC_CITY_NAME_FORTALEZA, Build City District, RUNNING, Concurrent, 
50, 6, City LOC_CITY_NAME_FORTALEZA, Build City District, RUNNING, Contract Manager Decorator, No contract,
50, 6, City LOC_CITY_NAME_FORTALEZA, Build City District, RUNNING, Build Unit, DISTRICT_THEATER: Accepted at 1065.0
50, 6, City LOC_CITY_NAME_FORTALEZA, Build City District, SUCCESS, Has Player Ability, --, Wonders, Failed
50, 6, City LOC_CITY_NAME_FORTALEZA, Build City District, READY, Contract Manager Decorator, Contract 1016: waiting 0 of -1 turns,
50, 6, City LOC_CITY_NAME_FORTALEZA, Build City District, READY, Sequence, 
50, 6, City LOC_CITY_NAME_FORTALEZA, Build City District, READY, Priority, 
50, 6, City LOC_CITY_NAME_FORTALEZA, Build City District, READY, Find Available Unit, 
50, 6, City LOC_CITY_NAME_FORTALEZA, Build City District, READY, Contract Manager Decorator, No contract,
50, 6, City LOC_CITY_NAME_FORTALEZA, Build City District, READY, Build Unit, Not Building
50, 6, City LOC_CITY_NAME_FORTALEZA, Build City District, READY, Cancel Contract, No contract
50, 6, City LOC_CITY_NAME_FORTALEZA, Build City District, READY, Move Unit, 
50, 6, City LOC_CITY_NAME_FORTALEZA, Build City District, READY, Build Production, Using builder charge at 16 52
50, 6, City LOC_CITY_NAME_PORTO_ALEGRE, Simple City Tree, SUCCESS, Concurrent, 
50, 6, City LOC_CITY_NAME_PORTO_ALEGRE, Simple City Tree, SUCCESS, City Attack, No enemy units in range
50, 6, City LOC_CITY_NAME_RIO_DE_JANEIRO, Build City Improvement, RUNNING, Sequence, 
50, 6, City LOC_CITY_NAME_RIO_DE_JANEIRO, Build City Improvement, SUCCESS, Decode Trigger, Improve: IMPROVEMENT_FARM; Value: 551
50, 6, City LOC_CITY_NAME_RIO_DE_JANEIRO, Build City Improvement, RUNNING, Sequence, 
50, 6, City LOC_CITY_NAME_RIO_DE_JANEIRO, Build City Improvement, SUCCESS, Concurrent, 
50, 6, City LOC_CITY_NAME_RIO_DE_JANEIRO, Build City Improvement, SUCCESS, Reserve Plot, Reserving plot 13 61
50, 6, City LOC_CITY_NAME_RIO_DE_JANEIRO, Build City Improvement, SUCCESS, Priority, 
50, 6, City LOC_CITY_NAME_RIO_DE_JANEIRO, Build City Improvement, SUCCESS, Check Plot, Plot 13 61: Clear
50, 6, City LOC_CITY_NAME_RIO_DE_JANEIRO, Build City Improvement, READY, Sequence, 
50, 6, City LOC_CITY_NAME_RIO_DE_JANEIRO, Build City Improvement, READY, Priority, 
50, 6, City LOC_CITY_NAME_RIO_DE_JANEIRO, Build City Improvement, READY, Find Available Unit, Seeking: UNIT_BUILDER
50, 6, City LOC_CITY_NAME_RIO_DE_JANEIRO, Build City Improvement, READY, Contract Manager Decorator, No contract,
50, 6, City LOC_CITY_NAME_RIO_DE_JANEIRO, Build City Improvement, READY, Build Unit, Not Building
50, 6, City LOC_CITY_NAME_RIO_DE_JANEIRO, Build City Improvement, READY, Cancel Contract, No contract
50, 6, City LOC_CITY_NAME_RIO_DE_JANEIRO, Build City Improvement, READY, Concurrent, 
50, 6, City LOC_CITY_NAME_RIO_DE_JANEIRO, Build City Improvement, READY, Protect Unit, 
50, 6, City LOC_CITY_NAME_RIO_DE_JANEIRO, Build City Improvement, READY, Move Unit, 
50, 6, City LOC_CITY_NAME_RIO_DE_JANEIRO, Build City Improvement, READY, Clear Plot, Clearing with 0
50, 6, City LOC_CITY_NAME_RIO_DE_JANEIRO, Build City Improvement, RUNNING, Sequence, 
50, 6, City LOC_CITY_NAME_RIO_DE_JANEIRO, Build City Improvement, RUNNING, Priority, 
50, 6, City LOC_CITY_NAME_RIO_DE_JANEIRO, Build City Improvement, FAILURE, Find Available Unit, Seeking: UNIT_BUILDER
50, 6, City LOC_CITY_NAME_RIO_DE_JANEIRO, Build City Improvement, RUNNING, Contract Manager Decorator, No contract,
50, 6, City LOC_CITY_NAME_RIO_DE_JANEIRO, Build City Improvement, RUNNING, Build Unit, UNIT_BUILDER: Accepted at 551.0
50, 6, City LOC_CITY_NAME_RIO_DE_JANEIRO, Build City Improvement, READY, Cancel Contract, Canceling contract 1017
50, 6, City LOC_CITY_NAME_RIO_DE_JANEIRO, Build City Improvement, READY, Concurrent, 
50, 6, City LOC_CITY_NAME_RIO_DE_JANEIRO, Build City Improvement, READY, Protect Unit, 
50, 6, City LOC_CITY_NAME_RIO_DE_JANEIRO, Build City Improvement, READY, Move Unit, 
50, 6, City LOC_CITY_NAME_RIO_DE_JANEIRO, Build City Improvement, READY, Build Improvement, Building Improvement: IMPROVEMENT_BARBARIAN_CAMP
50, 6, City LOC_CITY_NAME_RIO_DE_JANEIRO, Build City District, RUNNING, Sequence, 
50, 6, City LOC_CITY_NAME_RIO_DE_JANEIRO, Build City District, READY, Decode Trigger, District: DISTRICT_INDUSTRIAL_ZONE; Value: 1057
50, 6, City LOC_CITY_NAME_RIO_DE_JANEIRO, Build City District, RUNNING, Concurrent, 
50, 6, City LOC_CITY_NAME_RIO_DE_JANEIRO, Build City District, SUCCESS, Sequence, 
50, 6, City LOC_CITY_NAME_RIO_DE_JANEIRO, Build City District, SUCCESS, Contract Manager Decorator, No contract,
50, 6, City LOC_CITY_NAME_RIO_DE_JANEIRO, Build City District, SUCCESS, Purchase Plot, Not Buying anything
50, 6, City LOC_CITY_NAME_RIO_DE_JANEIRO, Build City District, SUCCESS, Reserve Plot, Reserving plot 15 58
50, 6, City LOC_CITY_NAME_RIO_DE_JANEIRO, Build City District, RUNNING, Contract Manager Decorator, Contract 832: waiting 8 of 8 turns,
50, 6, City LOC_CITY_NAME_RIO_DE_JANEIRO, Build City District, READY, Add Goal Tech, TECH_APPRENTICESHIP: Accepted/No civic submitted
50, 6, City LOC_CITY_NAME_RIO_DE_JANEIRO, Build City District, READY, Sequence, 
50, 6, City LOC_CITY_NAME_RIO_DE_JANEIRO, Build City District, READY, Priority, 
50, 6, City LOC_CITY_NAME_RIO_DE_JANEIRO, Build City District, READY, Check Plot, Plot 15 58: FEATURE_FLOODPLAINS
50, 6, City LOC_CITY_NAME_RIO_DE_JANEIRO, Build City District, READY, Sequence, 
50, 6, City LOC_CITY_NAME_RIO_DE_JANEIRO, Build City District, READY, Contract Manager Decorator, 
50, 6, City LOC_CITY_NAME_RIO_DE_JANEIRO, Build City District, READY, Add Goal Tech, No tech submitted/No civic submitted
50, 6, City LOC_CITY_NAME_RIO_DE_JANEIRO, Build City District, READY, Priority, 
50, 6, City LOC_CITY_NAME_RIO_DE_JANEIRO, Build City District, READY, Find Available Unit, Not seeking units
50, 6, City LOC_CITY_NAME_RIO_DE_JANEIRO, Build City District, READY, Concurrent, 
50, 6, City LOC_CITY_NAME_RIO_DE_JANEIRO, Build City District, READY, Protect Unit, 
50, 6, City LOC_CITY_NAME_RIO_DE_JANEIRO, Build City District, READY, Move Unit, 
50, 6, City LOC_CITY_NAME_RIO_DE_JANEIRO, Build City District, READY, Clear Plot, Clearing with 0
50, 6, City LOC_CITY_NAME_RIO_DE_JANEIRO, Build City District, READY, Reserve Plot, Reserving plot -9999 -9999
50, 6, City LOC_CITY_NAME_RIO_DE_JANEIRO, Build City District, READY, Concurrent, 
50, 6, City LOC_CITY_NAME_RIO_DE_JANEIRO, Build City District, READY, Contract Manager Decorator, No contract,
50, 6, City LOC_CITY_NAME_RIO_DE_JANEIRO, Build City District, READY, Build Unit, Not Building
50, 6, City LOC_CITY_NAME_RIO_DE_JANEIRO, Build City District, READY, Has Player Ability, --, Wonders, Failed
50, 6, City LOC_CITY_NAME_RIO_DE_JANEIRO, Build City District, READY, Contract Manager Decorator, No contract,
50, 6, City LOC_CITY_NAME_RIO_DE_JANEIRO, Build City District, READY, Sequence, 
50, 6, City LOC_CITY_NAME_RIO_DE_JANEIRO, Build City District, READY, Priority, 
50, 6, City LOC_CITY_NAME_RIO_DE_JANEIRO, Build City District, READY, Find Available Unit, 
50, 6, City LOC_CITY_NAME_RIO_DE_JANEIRO, Build City District, READY, Contract Manager Decorator, No contract,
50, 6, City LOC_CITY_NAME_RIO_DE_JANEIRO, Build City District, READY, Build Unit, Not Building
50, 6, City LOC_CITY_NAME_RIO_DE_JANEIRO, Build City District, READY, Cancel Contract, No contract
50, 6, City LOC_CITY_NAME_RIO_DE_JANEIRO, Build City District, READY, Move Unit, 
50, 6, City LOC_CITY_NAME_RIO_DE_JANEIRO, Build City District, READY, Build Production, Using builder charge at 15 58
50, 6, Military Op, Naval Superiority Tree, RUNNING, Sequence, 
50, 6, Military Op, Naval Superiority Tree, READY, Decode Trigger, Value: 100
50, 6, Military Op, Naval Superiority Tree, RUNNING, Concurrent, 
50, 6, Military Op, Naval Superiority Tree, SUCCESS, Operation Defend Units, 
50, 6, Military Op, Naval Superiority Tree, RUNNING, Recruit Units, Recruited: 0; Recruiting: NONE Total: 0. Ready: NO
50, 6, Military Op, Naval Superiority Tree, SUCCESS, Operation Attack Units, 
50, 6, Military Op, Naval Superiority Tree, READY, Concurrent, 
50, 6, Military Op, Naval Superiority Tree, READY, Recruit Units, Recruited: 0; Recruiting: UNIT_SETTLER Total: 0. Ready: NO
50, 6, Military Op, Naval Superiority Tree, READY, Operation Defend Units, 
50, 6, Military Op, Naval Superiority Tree, READY, Naval Choose Target, 
50, 6, Military Op, Naval Superiority Tree, READY, Concurrent, 
50, 6, Military Op, Naval Superiority Tree, READY, Operation Move, Inactive
50, 6, Military Op, Naval Superiority Tree, READY, Operation Attack Units, 
50, 6, Military Op, Naval Superiority Tree, READY, Naval Pillage, 
50, 6, Military Op, Naval Superiority Tree, READY, Naval Patrol, 
50, 6, City LOC_CITY_NAME_RIO_DE_JANEIRO, Build City Building, RUNNING, Sequence, 
50, 6, City LOC_CITY_NAME_RIO_DE_JANEIRO, Build City Building, READY, Decode Trigger, Building: BUILDING_CASTLE; Value: 1030
50, 6, City LOC_CITY_NAME_RIO_DE_JANEIRO, Build City Building, RUNNING, Contract Manager Decorator, Contract 937: waiting 3 of 5 turns,
50, 6, City LOC_CITY_NAME_RIO_DE_JANEIRO, Build City Building, READY, Add Goal Tech, TECH_CASTLES: Accepted/No civic submitted
50, 6, City LOC_CITY_NAME_RIO_DE_JANEIRO, Build City Building, READY, Contract Manager Decorator, No contract,
50, 6, City LOC_CITY_NAME_RIO_DE_JANEIRO, Build City Building, READY, Build Unit, Not Building
50, 6, Seek Civic Boost CIVIC_OPERA_BALLET, Build Trigger Building, RUNNING, Sequence, 
50, 6, Seek Civic Boost CIVIC_OPERA_BALLET, Build Trigger Building, READY, Decode Trigger, Building: BUILDING_MUSEUM_ART; Value: 852
50, 6, Seek Civic Boost CIVIC_OPERA_BALLET, Build Trigger Building, RUNNING, Add Goal Tech, CIVIC_HUMANISM: Accepted
50, 6, Seek Civic Boost CIVIC_OPERA_BALLET, Build Trigger Building, READY, Choose City, Building: BUILDING_MUSEUM_ART
50, 6, Seek Civic Boost CIVIC_OPERA_BALLET, Build Trigger Building, READY, Contract Manager Decorator, No contract,
50, 6, Seek Civic Boost CIVIC_OPERA_BALLET, Build Trigger Building, READY, Purchase Plot, Not Buying anything
50, 6, Seek Civic Boost CIVIC_OPERA_BALLET, Build Trigger Building, READY, Reserve Plot, Reserving plot -9999 -9999
50, 6, Seek Civic Boost CIVIC_OPERA_BALLET, Build Trigger Building, READY, Priority, 
50, 6, Seek Civic Boost CIVIC_OPERA_BALLET, Build Trigger Building, READY, Check Plot, Plot -9999 -9999: FEATURE_FLOODPLAINS
50, 6, Seek Civic Boost CIVIC_OPERA_BALLET, Build Trigger Building, READY, Sequence, 
50, 6, Seek Civic Boost CIVIC_OPERA_BALLET, Build Trigger Building, READY, Add Goal Tech, No tech submitted/No civic submitted
50, 6, Seek Civic Boost CIVIC_OPERA_BALLET, Build Trigger Building, READY, Priority, 
50, 6, Seek Civic Boost CIVIC_OPERA_BALLET, Build Trigger Building, READY, Find Available Unit, Not seeking units
50, 6, Seek Civic Boost CIVIC_OPERA_BALLET, Build Trigger Building, READY, Contract Manager Decorator, No contract,
50, 6, Seek Civic Boost CIVIC_OPERA_BALLET, Build Trigger Building, READY, Build Unit, Not Building
50, 6, Seek Civic Boost CIVIC_OPERA_BALLET, Build Trigger Building, READY, Concurrent, 
50, 6, Seek Civic Boost CIVIC_OPERA_BALLET, Build Trigger Building, READY, Protect Unit, 
50, 6, Seek Civic Boost CIVIC_OPERA_BALLET, Build Trigger Building, READY, Move Unit, 
50, 6, Seek Civic Boost CIVIC_OPERA_BALLET, Build Trigger Building, READY, Clear Plot, Clearing with 0
50, 6, Seek Civic Boost CIVIC_OPERA_BALLET, Build Trigger Building, READY, Contract Manager Decorator, No contract,
50, 6, Seek Civic Boost CIVIC_OPERA_BALLET, Build Trigger Building, READY, Build Unit, Not Building
50, 6, City LOC_CITY_NAME_PORTO_ALEGRE, Build City Improvement, RUNNING, Sequence, 
50, 6, City LOC_CITY_NAME_PORTO_ALEGRE, Build City Improvement, SUCCESS, Decode Trigger, Improve: IMPROVEMENT_FARM; Value: 313
50, 6, City LOC_CITY_NAME_PORTO_ALEGRE, Build City Improvement, RUNNING, Sequence, 
50, 6, City LOC_CITY_NAME_PORTO_ALEGRE, Build City Improvement, SUCCESS, Concurrent, 
50, 6, City LOC_CITY_NAME_PORTO_ALEGRE, Build City Improvement, SUCCESS, Reserve Plot, Reserving plot 15 65
50, 6, City LOC_CITY_NAME_PORTO_ALEGRE, Build City Improvement, SUCCESS, Priority, 
50, 6, City LOC_CITY_NAME_PORTO_ALEGRE, Build City Improvement, SUCCESS, Check Plot, Plot 15 65: Clear
50, 6, City LOC_CITY_NAME_PORTO_ALEGRE, Build City Improvement, READY, Sequence, 
50, 6, City LOC_CITY_NAME_PORTO_ALEGRE, Build City Improvement, READY, Priority, 
50, 6, City LOC_CITY_NAME_PORTO_ALEGRE, Build City Improvement, READY, Find Available Unit, Seeking: UNIT_BUILDER
50, 6, City LOC_CITY_NAME_PORTO_ALEGRE, Build City Improvement, READY, Contract Manager Decorator, No contract,
50, 6, City LOC_CITY_NAME_PORTO_ALEGRE, Build City Improvement, READY, Build Unit, Not Building
50, 6, City LOC_CITY_NAME_PORTO_ALEGRE, Build City Improvement, READY, Cancel Contract, No contract
50, 6, City LOC_CITY_NAME_PORTO_ALEGRE, Build City Improvement, READY, Concurrent, 
50, 6, City LOC_CITY_NAME_PORTO_ALEGRE, Build City Improvement, READY, Protect Unit, 
50, 6, City LOC_CITY_NAME_PORTO_ALEGRE, Build City Improvement, READY, Move Unit, 
50, 6, City LOC_CITY_NAME_PORTO_ALEGRE, Build City Improvement, READY, Clear Plot, Clearing with 0
50, 6, City LOC_CITY_NAME_PORTO_ALEGRE, Build City Improvement, RUNNING, Sequence, 
50, 6, City LOC_CITY_NAME_PORTO_ALEGRE, Build City Improvement, RUNNING, Priority, 
50, 6, City LOC_CITY_NAME_PORTO_ALEGRE, Build City Improvement, FAILURE, Find Available Unit, Seeking: UNIT_BUILDER
50, 6, City LOC_CITY_NAME_PORTO_ALEGRE, Build City Improvement, RUNNING, Contract Manager Decorator, No contract,
50, 6, City LOC_CITY_NAME_PORTO_ALEGRE, Build City Improvement, RUNNING, Build Unit, UNIT_BUILDER: Accepted at 313.0
50, 6, City LOC_CITY_NAME_PORTO_ALEGRE, Build City Improvement, READY, Cancel Contract, Canceling contract 1018
50, 6, City LOC_CITY_NAME_PORTO_ALEGRE, Build City Improvement, READY, Concurrent, 
50, 6, City LOC_CITY_NAME_PORTO_ALEGRE, Build City Improvement, READY, Protect Unit, 
50, 6, City LOC_CITY_NAME_PORTO_ALEGRE, Build City Improvement, READY, Move Unit, 
50, 6, City LOC_CITY_NAME_PORTO_ALEGRE, Build City Improvement, READY, Build Improvement, Building Improvement: IMPROVEMENT_BARBARIAN_CAMP
50, 7, Operation, Settle City Op, RUNNING, Concurrent, 
50, 7, Operation, Settle City Op, SUCCESS, Decode Trigger, Value: 885
50, 7, Operation, Settle City Op, SUCCESS, Operation Defend Units, 
50, 7, Operation, Settle City Op, RUNNING, Sequence, 
50, 7, Operation, Settle City Op, READY, Operation Change Target, OK
50, 7, Operation, Settle City Op, READY, Concurrent, 
50, 7, Operation, Settle City Op, READY, Priority, 
50, 7, Operation, Settle City Op, READY, Find Available Unit, Seeking: UNIT_SETTLER
50, 7, Operation, Settle City Op, READY, Concurrent, 
50, 7, Operation, Settle City Op, READY, Contract Manager Decorator, Contract 888: waiting 0 of 10 turns,
50, 7, Operation, Settle City Op, READY, Build Unit, UNIT_SETTLER: Done at 885.0
50, 7, Operation, Settle City Op, READY, Contract Manager Decorator, Contract 888: waiting 0 of -1 turns,
50, 7, Operation, Settle City Op, READY, Concurrent, 
50, 7, Operation, Settle City Op, READY, Recruit Units, Recruited: 1; Recruiting: NONE Total: 1. Ready: NO
50, 7, Operation, Settle City Op, READY, Operation Move, Inactive
50, 7, Operation, Settle City Op, READY, Lock Units, Units Locked
50, 7, Operation, Settle City Op, READY, Concurrent, 
50, 7, Operation, Settle City Op, READY, Recruit Units, Recruited: 0; Recruiting: NONE Total: 2. Ready: NO
50, 7, Operation, Settle City Op, READY, Make Formation, 
50, 7, Operation, Settle City Op, READY, Operation Attack Units, 
50, 7, Operation, Settle City Op, READY, Operation Move, Inactive
50, 7, Operation, Settle City Op, RUNNING, Concurrent, 
50, 7, Operation, Settle City Op, SUCCESS, Operation Change Target, OK
50, 7, Operation, Settle City Op, SUCCESS, Recruit Units, Recruited: 0; Recruiting: NONE Total: 2. Ready: YES
50, 7, Operation, Settle City Op, SUCCESS, Operation Attack Units, 
50, 7, Operation, Settle City Op, SUCCESS, Operation Naval Escort, 0 unescorted formations, 0 escorts recruited
50, 7, Operation, Settle City Op, RUNNING, Operation Move, Moving to target position 14: 38
50, 7, Operation, Settle City Op, READY, Settle, Settling unit to make new city
50, 7, AI_EVENT_MANAGE_SPY, Manage Spy, RUNNING, Sequence, 
50, 7, AI_EVENT_MANAGE_SPY, Manage Spy, READY, Decode Trigger, NO VALUE
50, 7, AI_EVENT_MANAGE_SPY, Manage Spy, RUNNING, SPY: Travel, Moving to 69 63
50, 7, AI_EVENT_MANAGE_SPY, Manage Spy, READY, Priority, 
50, 7, AI_EVENT_MANAGE_SPY, Manage Spy, READY, Sequence, 
50, 7, AI_EVENT_MANAGE_SPY, Manage Spy, READY, SPY: Choose Mission, Choose operation 0
50, 7, AI_EVENT_MANAGE_SPY, Manage Spy, READY, SPY: Do Operation, 
50, 7, AI_EVENT_MANAGE_SPY, Manage Spy, READY, SPY: Travel, Moving to capital
50, 7, Military Op, Siege City Assault, RUNNING, Concurrent, 
50, 7, Military Op, Siege City Assault, SUCCESS, Decode Trigger, Value: 500
50, 7, Military Op, Siege City Assault, SUCCESS, Priority, 
50, 7, Military Op, Siege City Assault, SUCCESS, Can Alpha City, Can Alpha Strike
50, 7, Military Op, Siege City Assault, READY, Operation Defend Units, 
50, 7, Military Op, Siege City Assault, SUCCESS, Operation Change Target, OK
50, 7, Military Op, Siege City Assault, RUNNING, Sequence, 
50, 7, Military Op, Siege City Assault, READY, Concurrent, 
50, 7, Military Op, Siege City Assault, READY, Priority, 
50, 7, Military Op, Siege City Assault, READY, Operation Is Ready, Ready: NO
50, 7, Military Op, Siege City Assault, READY, Contract Manager Decorator, Contract 790: waiting 0 of 10 turns,
50, 7, Military Op, Siege City Assault, READY, Recruit Units, Recruited: 5; Recruiting: NONE Total: 12. Ready: NO
50, 7, Military Op, Siege City Assault, READY, Operation Attack Units, 
50, 7, Military Op, Siege City Assault, READY, Make Formation, 
50, 7, Military Op, Siege City Assault, READY, Operation Move, Inactive
50, 7, Military Op, Siege City Assault, READY, Lock Units, Units Locked
50, 7, Military Op, Siege City Assault, READY, Operation Diplomacy, Enemy 16: Not denounced Is at war
50, 7, Military Op, Siege City Assault, READY, Turn Limiter, Child running 9 of 15 turns
50, 7, Military Op, Siege City Assault, READY, Priority, 
50, 7, Military Op, Siege City Assault, READY, Is At War, 1 wars (min)
50, 7, Military Op, Siege City Assault, READY, Concurrent, 
50, 7, Military Op, Siege City Assault, READY, Operation Change Target, OK
50, 7, Military Op, Siege City Assault, READY, Recruit Units, Recruited: 0; Recruiting: UNIT_SETTLER Total: 0. Ready: NO
50, 7, Military Op, Siege City Assault, READY, Operation Attack Units, 
50, 7, Military Op, Siege City Assault, READY, Operation Move, Inactive
50, 7, Military Op, Siege City Assault, READY, Concurrent, 
50, 7, Military Op, Siege City Assault, READY, Turn Limiter, Child running 9 of 1 turns
50, 7, Military Op, Siege City Assault, READY, Contract Manager Decorator, No contract,
50, 7, Military Op, Siege City Assault, READY, Operation Diplomacy, Enemy 16: Not denounced Is at war
50, 7, Military Op, Siege City Assault, READY, Operation Attack Units, 
50, 7, Military Op, Siege City Assault, READY, Turn Limiter, Child running 9 of 1 turns
50, 7, Military Op, Siege City Assault, READY, Operation Move, Inactive
50, 7, Military Op, Siege City Assault, READY, Turn Limiter, Child running 7 of 15 turns
50, 7, Military Op, Siege City Assault, READY, Concurrent, 
50, 7, Military Op, Siege City Assault, READY, Is At War, 1 wars (min)
50, 7, Military Op, Siege City Assault, READY, Operation Change Target, OK
50, 7, Military Op, Siege City Assault, READY, Recruit Units, Recruited: 0; Recruiting: NONE Total: 12. Ready: NO
50, 7, Military Op, Siege City Assault, READY, Operation Attack Units, 
50, 7, Military Op, Siege City Assault, READY, Operation Air Assault, 
50, 7, Military Op, Siege City Assault, READY, Operation Pillage, 
50, 7, Military Op, Siege City Assault, READY, Operation Siege City, 
50, 7, Military Op, Siege City Assault, READY, Operation Move, Inactive
50, 7, Military Op, Siege City Assault, RUNNING, Concurrent, 
50, 7, Military Op, Siege City Assault, SUCCESS, Operation Change Target, OK
50, 7, Military Op, Siege City Assault, SUCCESS, Recruit Units, Recruited: 0; Recruiting: NONE Total: 12. Ready: YES
50, 7, Military Op, Siege City Assault, RUNNING, Priority, 
50, 7, Military Op, Siege City Assault, FAILURE, Not, 
50, 7, Military Op, Siege City Assault, SUCCESS, Can Alpha City, Can Alpha Strike
50, 7, Military Op, Siege City Assault, RUNNING, Operation Attack City, 
50, 7, Military Op, Siege City Assault, SUCCESS, Operation Attack Units, 
50, 7, Military Op, Siege City Assault, SUCCESS, Operation Pillage, 
50, 7, Military Op, Siege City Assault, SUCCESS, Operation Siege City, 
50, 7, Military Op, Siege City Assault, SUCCESS, Build Military Improvement, Not building military improvements
50, 7, Military Op, Siege City Assault, SUCCESS, Operation Air Assault, 
50, 7, Military Op, Siege City Assault, RUNNING, Operation Attack City, 
50, 7, Military Op, Siege City Assault, SUCCESS, Operation Pillage, 
50, 7, Military Op, Siege City Assault, RUNNING, Operation Move, Moving to target position 8: 23target position 8: 23
50, 7, AI_EVENT_GAIN_TECH, Upgrade Units, RUNNING, Concurrent, 
50, 7, AI_EVENT_GAIN_TECH, Upgrade Units, SUCCESS, Find Available Unit, 
