Game Turn, Player, Opponent, Modifier, Change, Value, Max, Accum Amt, Accum Turns, Cooldown Turns, Reduction
5, 9, 8, 相同秘密结社的成员, Activate,    8.0,    8.0,    1.0, 0, 0,   -1.0
5, 0, 3, 敌对秘密结社的成员, Activate,   -5.0,   -5.0,    1.0, 0, 0,    1.0
5, 1, 3, 敌对秘密结社的成员, Activate,   -5.0,   -5.0,    1.0, 0, 0,    1.0
5, 3, 0, 敌对秘密结社的成员, Activate,   -5.0,   -5.0,    1.0, 0, 0,    1.0
5, 3, 1, 敌对秘密结社的成员, Activate,   -5.0,   -5.0,    1.0, 0, 0,    1.0
5, 3, 4, 敌对秘密结社的成员, Activate,   -5.0,   -5.0,    1.0, 0, 0,    1.0
5, 4, 3, 敌对秘密结社的成员, Activate,   -5.0,   -5.0,    1.0, 0, 0,    1.0
6, 7, 8, 敌对秘密结社的成员, Activate,   -5.0,   -5.0,    1.0, 0, 0,    1.0
6, 7, 9, 敌对秘密结社的成员, Activate,   -5.0,   -5.0,    1.0, 0, 0,    1.0
6, 8, 7, 敌对秘密结社的成员, Activate,   -5.0,   -5.0,    1.0, 0, 0,    1.0
6, 9, 7, 敌对秘密结社的成员, Activate,   -5.0,   -5.0,    1.0, 0, 0,    1.0
6, 5, 8, 我们向他们派遣了代表团, Activate,    3.0,    3.0,    1.0, 0, 0,   -1.0
6, 6, 8, 我们向他们派遣了代表团, Activate,    3.0,    3.0,    1.0, 0, 0,   -1.0
6, 7, 8, 我们向他们派遣了代表团, Activate,    3.0,    3.0,    1.0, 0, 0,   -1.0
6, 9, 8, 我们向他们派遣了代表团, Activate,    3.0,    3.0,    1.0, 0, 0,   -1.0
6, 0, 2, 敌对秘密结社的成员, Activate,   -5.0,   -5.0,    1.0, 0, 0,    1.0
6, 1, 2, 敌对秘密结社的成员, Activate,   -5.0,   -5.0,    1.0, 0, 0,    1.0
6, 2, 0, 敌对秘密结社的成员, Activate,   -5.0,   -5.0,    1.0, 0, 0,    1.0
6, 2, 1, 敌对秘密结社的成员, Activate,   -5.0,   -5.0,    1.0, 0, 0,    1.0
6, 2, 4, 敌对秘密结社的成员, Activate,   -5.0,   -5.0,    1.0, 0, 0,    1.0
6, 2, 3, 相同秘密结社的成员, Activate,    8.0,    8.0,    1.0, 0, 0,   -1.0
6, 3, 2, 相同秘密结社的成员, Activate,    8.0,    8.0,    1.0, 0, 0,   -1.0
6, 4, 2, 敌对秘密结社的成员, Activate,   -5.0,   -5.0,    1.0, 0, 0,    1.0
7, 6, 5, 我们向他们派遣了代表团, Activate,    3.0,    3.0,    1.0, 0, 0,   -1.0
7, 7, 5, 我们向他们派遣了代表团, Activate,    3.0,    3.0,    1.0, 0, 0,   -1.0
7, 8, 5, 我们向他们派遣了代表团, Activate,    3.0,    3.0,    1.0, 0, 0,   -1.0
7, 9, 5, 我们向他们派遣了代表团, Activate,    3.0,    3.0,    1.0, 0, 0,   -1.0
7, 5, 6, 我们向他们派遣了代表团, Activate,    3.0,    3.0,    1.0, 0, 0,   -1.0
7, 7, 6, 我们向他们派遣了代表团, Activate,    3.0,    3.0,    1.0, 0, 0,   -1.0
7, 8, 6, 我们向他们派遣了代表团, Activate,    3.0,    3.0,    1.0, 0, 0,   -1.0
7, 9, 6, 我们向他们派遣了代表团, Activate,    3.0,    3.0,    1.0, 0, 0,   -1.0
7, 6, 8, 敌对秘密结社的成员, Activate,   -5.0,   -5.0,    1.0, 0, 0,    1.0
7, 6, 9, 敌对秘密结社的成员, Activate,   -5.0,   -5.0,    1.0, 0, 0,    1.0
7, 6, 7, 相同秘密结社的成员, Activate,    8.0,    8.0,    1.0, 0, 0,   -1.0
7, 7, 6, 相同秘密结社的成员, Activate,    8.0,    8.0,    1.0, 0, 0,   -1.0
7, 8, 6, 敌对秘密结社的成员, Activate,   -5.0,   -5.0,    1.0, 0, 0,    1.0
7, 9, 6, 敌对秘密结社的成员, Activate,   -5.0,   -5.0,    1.0, 0, 0,    1.0
7, 5, 7, 我们向他们派遣了代表团, Activate,    3.0,    3.0,    1.0, 0, 0,   -1.0
7, 6, 7, 我们向他们派遣了代表团, Activate,    3.0,    3.0,    1.0, 0, 0,   -1.0
7, 8, 7, 我们向他们派遣了代表团, Activate,    3.0,    3.0,    1.0, 0, 0,   -1.0
7, 9, 7, 我们向他们派遣了代表团, Activate,    3.0,    3.0,    1.0, 0, 0,   -1.0
9, 5, 6, 敌对秘密结社的成员, Activate,   -5.0,   -5.0,    1.0, 0, 0,    1.0
9, 5, 7, 敌对秘密结社的成员, Activate,   -5.0,   -5.0,    1.0, 0, 0,    1.0
9, 5, 8, 敌对秘密结社的成员, Activate,   -5.0,   -5.0,    1.0, 0, 0,    1.0
9, 5, 9, 敌对秘密结社的成员, Activate,   -5.0,   -5.0,    1.0, 0, 0,    1.0
9, 6, 5, 敌对秘密结社的成员, Activate,   -5.0,   -5.0,    1.0, 0, 0,    1.0
9, 7, 5, 敌对秘密结社的成员, Activate,   -5.0,   -5.0,    1.0, 0, 0,    1.0
9, 8, 5, 敌对秘密结社的成员, Activate,   -5.0,   -5.0,    1.0, 0, 0,    1.0
9, 9, 5, 敌对秘密结社的成员, Activate,   -5.0,   -5.0,    1.0, 0, 0,    1.0
9, 5, 9, 我们向他们派遣了代表团, Activate,    3.0,    3.0,    1.0, 0, 0,   -1.0
9, 6, 9, 我们向他们派遣了代表团, Activate,    3.0,    3.0,    1.0, 0, 0,   -1.0
9, 7, 9, 我们向他们派遣了代表团, Activate,    3.0,    3.0,    1.0, 0, 0,   -1.0
9, 8, 9, 我们向他们派遣了代表团, Activate,    3.0,    3.0,    1.0, 0, 0,   -1.0
10, 5, 6, 对您的第一印象, Update,    1.0
10, 5, 7, 对您的第一印象, Update,    2.0
10, 5, 8, 对您的第一印象, Update,   -2.0
10, 5, 9, 对您的第一印象, Update,    0.0
10, 6, 5, 对您的第一印象, Update,   -2.0
10, 6, 7, 对您的第一印象, Update,    2.0
10, 6, 8, 对您的第一印象, Update,    2.0
10, 6, 9, 对您的第一印象, Update,    2.0
10, 7, 5, 对您的第一印象, Update,    2.0
10, 7, 8, 对您的第一印象, Update,    0.0
10, 7, 9, 对您的第一印象, Update,   -2.0
10, 8, 5, 对您的第一印象, Update,   -1.0
10, 8, 6, 对您的第一印象, Update,    0.0
10, 8, 7, 对您的第一印象, Update,   -1.0
10, 8, 9, 对您的第一印象, Update,    0.0
10, 9, 5, 对您的第一印象, Update,    2.0
10, 9, 6, 对您的第一印象, Update,    2.0
10, 9, 7, 对您的第一印象, Update,    0.0
10, 9, 8, 对您的第一印象, Update,    0.0
10, 0, 1, 对您的第一印象, Update,    1.0
10, 0, 3, 对您的第一印象, Update,   -2.0
10, 0, 4, 对您的第一印象, Update,   -1.0
10, 1, 0, 对您的第一印象, Update,    0.0
10, 1, 2, 对您的第一印象, Update,   -1.0
10, 1, 3, 对您的第一印象, Update,    0.0
10, 1, 4, 对您的第一印象, Update,    0.0
10, 2, 0, 对您的第一印象, Update,   -3.0
10, 2, 1, 对您的第一印象, Update,   -1.0
10, 2, 3, 对您的第一印象, Update,    0.0
10, 2, 4, 对您的第一印象, Update,   -1.0
10, 3, 0, 对您的第一印象, Update,   -1.0
10, 3, 1, 对您的第一印象, Update,   -1.0
10, 3, 4, 对您的第一印象, Update,    1.0
10, 4, 0, 对您的第一印象, Update,    0.0
10, 4, 1, 对您的第一印象, Update,    0.0
10, 4, 2, 对您的第一印象, Update,    0.0
10, 4, 3, 对您的第一印象, Update,   -3.0
11, 5, 6, 您的文明正处于和平时期，亚历山大十分不悦。, Activate,   -6.0,   -6.0,    1.0, 0, 0,    1.0
11, 5, 7, 您的文明正处于和平时期，亚历山大十分不悦。, Activate,   -6.0,   -6.0,    1.0, 0, 0,    1.0
11, 5, 8, 您的文明正处于和平时期，亚历山大十分不悦。, Activate,   -6.0,   -6.0,    1.0, 0, 0,    1.0
11, 5, 9, 您的文明正处于和平时期，亚历山大十分不悦。, Activate,   -6.0,   -6.0,    1.0, 0, 0,    1.0
11, 7, 5, 巴巴罗萨很高兴您远离了城邦, Activate,   12.0,   12.0,    1.0, 0, 0,   -1.0
11, 7, 6, 巴巴罗萨很高兴您远离了城邦, Activate,   12.0,   12.0,    1.0, 0, 0,   -1.0
11, 7, 8, 巴巴罗萨很高兴您远离了城邦, Activate,   12.0,   12.0,    1.0, 0, 0,   -1.0
11, 7, 9, 巴巴罗萨很高兴您远离了城邦, Activate,   12.0,   12.0,    1.0, 0, 0,   -1.0
11, 8, 5, 赵夫人喜欢长期与她和平共处的文明, Activate,    1.0,    8.0,    1.0, 10, 0,    1.0
11, 8, 6, 赵夫人喜欢长期与她和平共处的文明, Activate,    1.0,    8.0,    1.0, 10, 0,    1.0
11, 8, 7, 赵夫人喜欢长期与她和平共处的文明, Activate,    1.0,    8.0,    1.0, 10, 0,    1.0
11, 8, 9, 赵夫人喜欢长期与她和平共处的文明, Activate,    1.0,    8.0,    1.0, 10, 0,    1.0
11, 9, 8, 尊重拥有大量土地的帝国, Activate,   13.0,   13.0,    1.0, 0, 0,    1.0
11, 4, 9, 对您的第一印象, Activate,    3.0,    3.0,    1.0, 0, 10,    1.0
11, 4,  9, 对您的第一印象, Deactivate
11, 4, 9, 敌对秘密结社的成员, Activate,   -5.0,   -5.0,    1.0, 0, 0,    1.0
11, 9, 4, 对您的第一印象, Activate,   -5.0,   -5.0,    1.0, 0, 10,    1.0
11, 9,  4, 对您的第一印象, Deactivate
11, 9, 4, 敌对秘密结社的成员, Activate,   -5.0,   -5.0,    1.0, 0, 0,    1.0
11, 4, 5, 对您的第一印象, Activate,    2.0,    2.0,    1.0, 0, 10,    1.0
11, 4,  5, 对您的第一印象, Deactivate
11, 4, 5, 相同秘密结社的成员, Activate,    8.0,    8.0,    1.0, 0, 0,   -1.0
11, 5, 4, 对您的第一印象, Activate,   -9.0,   -9.0,    1.0, 0, 10,    1.0
11, 5,  4, 对您的第一印象, Deactivate
11, 5, 4, 相同秘密结社的成员, Activate,    8.0,    8.0,    1.0, 0, 0,   -1.0
11, 4, 6, 对您的第一印象, Activate,    3.0,    3.0,    1.0, 0, 10,    1.0
11, 4,  6, 对您的第一印象, Deactivate
11, 4, 6, 敌对秘密结社的成员, Activate,   -5.0,   -5.0,    1.0, 0, 0,    1.0
11, 6, 4, 对您的第一印象, Activate,   -5.0,   -5.0,    1.0, 0, 10,    1.0
11, 6,  4, 对您的第一印象, Deactivate
11, 6, 4, 敌对秘密结社的成员, Activate,   -5.0,   -5.0,    1.0, 0, 0,    1.0
11, 4, 7, 对您的第一印象, Activate,   -2.0,   -2.0,    1.0, 0, 10,    1.0
11, 4,  7, 对您的第一印象, Deactivate
11, 4, 7, 敌对秘密结社的成员, Activate,   -5.0,   -5.0,    1.0, 0, 0,    1.0
11, 7, 4, 对您的第一印象, Activate,   -7.0,   -7.0,    1.0, 0, 10,    1.0
11, 7,  4, 对您的第一印象, Deactivate
11, 7, 4, 敌对秘密结社的成员, Activate,   -5.0,   -5.0,    1.0, 0, 0,    1.0
11, 4, 8, 对您的第一印象, Activate,    3.0,    3.0,    1.0, 0, 10,    1.0
11, 4,  8, 对您的第一印象, Deactivate
11, 4, 8, 敌对秘密结社的成员, Activate,   -5.0,   -5.0,    1.0, 0, 0,    1.0
11, 8, 4, 对您的第一印象, Activate,   -9.0,   -9.0,    1.0, 0, 10,    1.0
11, 8,  4, 对您的第一印象, Deactivate
11, 8, 4, 敌对秘密结社的成员, Activate,   -5.0,   -5.0,    1.0, 0, 0,    1.0
11, 0, 9, 对您的第一印象, Activate,   -3.0,   -3.0,    1.0, 0, 10,    1.0
11, 0,  9, 对您的第一印象, Deactivate
11, 0, 9, 敌对秘密结社的成员, Activate,   -5.0,   -5.0,    1.0, 0, 0,    1.0
11, 9, 0, 对您的第一印象, Activate,   -4.0,   -4.0,    1.0, 0, 10,    1.0
11, 9,  0, 对您的第一印象, Deactivate
11, 9, 0, 敌对秘密结社的成员, Activate,   -5.0,   -5.0,    1.0, 0, 0,    1.0
11, 1, 9, 对您的第一印象, Activate,    2.0,    2.0,    1.0, 0, 10,    1.0
11, 1,  9, 对您的第一印象, Deactivate
11, 1, 9, 敌对秘密结社的成员, Activate,   -5.0,   -5.0,    1.0, 0, 0,    1.0
11, 9, 1, 对您的第一印象, Activate,   -4.0,   -4.0,    1.0, 0, 10,    1.0
11, 9,  1, 对您的第一印象, Deactivate
11, 9, 1, 敌对秘密结社的成员, Activate,   -5.0,   -5.0,    1.0, 0, 0,    1.0
11, 2, 9, 对您的第一印象, Activate,    2.0,    2.0,    1.0, 0, 10,    1.0
11, 2,  9, 对您的第一印象, Deactivate
11, 2, 9, 相同秘密结社的成员, Activate,    8.0,    8.0,    1.0, 0, 0,   -1.0
11, 9, 2, 对您的第一印象, Activate,   -9.0,   -9.0,    1.0, 0, 10,    1.0
11, 9,  2, 对您的第一印象, Deactivate
11, 9, 2, 相同秘密结社的成员, Activate,    8.0,    8.0,    1.0, 0, 0,   -1.0
11, 3, 9, 对您的第一印象, Activate,   -2.0,   -2.0,    1.0, 0, 10,    1.0
11, 3,  9, 对您的第一印象, Deactivate
11, 3, 9, 相同秘密结社的成员, Activate,    8.0,    8.0,    1.0, 0, 0,   -1.0
11, 9, 3, 对您的第一印象, Activate,  -10.0,  -10.0,    1.0, 0, 10,    1.0
11, 9,  3, 对您的第一印象, Deactivate
11, 9, 3, 相同秘密结社的成员, Activate,    8.0,    8.0,    1.0, 0, 0,   -1.0
11, 2, 0, 您的帝国远离印度，旃陀罗笈多十分欣喜, Activate,    5.0,   15.0,    1.0, 5, 0,   -1.0
11, 2, 1, 您的帝国远离印度，旃陀罗笈多十分欣喜, Activate,    5.0,   15.0,    1.0, 5, 0,   -1.0
11, 2, 3, 您的帝国远离印度，旃陀罗笈多十分欣喜, Activate,    5.0,   15.0,    1.0, 5, 0,   -1.0
11, 2, 4, 您的帝国远离印度，旃陀罗笈多十分欣喜, Activate,    5.0,   15.0,    1.0, 5, 0,   -1.0
11, 3, 1, 喜欢每回合金币收入颇高的文明。, Activate,   -8.0,   -8.0,    1.0, 0, 0,    1.0
11, 3, 2, 喜欢每回合金币收入颇高的文明。, Activate,   -8.0,   -8.0,    1.0, 0, 0,    1.0
11, 3, 4, 喜欢每回合金币收入颇高的文明。, Activate,   -8.0,   -8.0,    1.0, 0, 0,    1.0
11, 0, 3, 喜欢对其进行的单边贸易, Activate,    1.0,    1.0,    0.0, 0, 2,   -1.0
11, 0,  3, 喜欢对其进行的单边贸易, Deactivate
