Game Turn, Player, Regional Strength, Enemy Strength, Other Strength, Current Explorers, Desired Explorers, Fav Tech, Combat Desire
8, 12, 40, 0, 40, 0:0, 0:0, NO_TECH, 0.0
8, 13, 40, 0, 0, 0:0, 0:0, NO_TECH, 0.0
8, 14, 40, 0, 0, 0:0, 0:0, NO_TECH, 0.0
8, 15, 20, 0, 0, 0:0, 0:0, NO_TECH, 0.0
8, 16, 20, 0, 0, 0:0, 0:0, NO_TECH, 0.0
8, 17, 40, 0, 0, 0:0, 0:0, NO_TECH, 0.0
8, 18, 40, 0, 0, 0:0, 0:0, NO_TECH, 0.0
8, 19, 20, 0, 0, 0:0, 0:0, NO_TECH, 0.0
8, 20, 40, 0, 0, 0:0, 0:0, NO_TECH, 0.0
8, 21, 40, 0, 40, 0:0, 0:0, NO_TECH, 0.0
8, 62, 0, 0, 0, 0:0, 0:0, NO_TECH, 2.0
8, 0, 50, 0, 0, 3:0, 3:1, NO_TECH, 0.0
8, 1, 34, 0, 0, 3:0, 1:1, NO_TECH, 0.0
8, 2, 40, 0, 20, 3:0, 1:1, NO_TECH, 0.0
8, 3, 0, 0, 17, 2:0, 1:1, NO_TECH, 1.1
8, 4, 40, 0, 20, 4:0, 3:1, NO_TECH, 0.0
9, 5, 40, 0, 0, 3:0, 3:1, NO_TECH, 0.2
9, 6, 70, 0, 0, 5:0, 2:1, NO_TECH, 0.2
9, 7, 60, 0, 50, 5:0, 3:1, NO_TECH, 0.2
9, 8, 50, 0, 50, 5:0, 3:1, NO_TECH, 0.4
9, 9, 50, 0, 0, 3:0, 3:1, NO_TECH, 0.1
9, 10, 40, 0, 0, 0:0, 0:0, NO_TECH, 0.0
9, 11, 40, 0, 10, 0:0, 0:0, NO_TECH, 0.0
9, 12, 40, 0, 40, 0:0, 0:0, NO_TECH, 0.0
9, 13, 40, 0, 0, 0:0, 0:0, NO_TECH, 0.0
9, 14, 40, 0, 0, 0:0, 0:0, NO_TECH, 0.0
9, 15, 40, 0, 0, 0:0, 0:0, NO_TECH, 0.0
9, 16, 40, 0, 0, 0:0, 0:0, NO_TECH, 0.0
9, 17, 40, 0, 0, 0:0, 0:0, NO_TECH, 0.0
9, 18, 40, 0, 0, 0:0, 0:0, NO_TECH, 0.0
9, 19, 20, 0, 0, 0:0, 0:0, NO_TECH, 0.0
9, 20, 40, 0, 0, 0:0, 0:0, NO_TECH, 0.0
9, 21, 40, 0, 40, 0:0, 0:0, NO_TECH, 0.0
9, 62, 0, 0, 0, 0:0, 0:0, NO_TECH, 2.0
9, 0, 60, 0, 20, 4:0, 2:1, NO_TECH, 0.0
9, 1, 34, 0, 0, 3:0, 1:1, NO_TECH, 0.0
9, 2, 30, 0, 20, 3:0, 1:1, NO_TECH, 0.0
9, 3, 0, 0, 17, 2:0, 1:1, NO_TECH, 1.1
9, 4, 40, 0, 20, 4:0, 3:1, NO_TECH, 0.0
10, 5, 60, 0, 0, 4:0, 3:1, NO_TECH, 0.2
10, 6, 60, 0, 0, 5:0, 3:1, NO_TECH, 0.2
