Game Turn, City, Production Added, Current Item, Current Production, Production Needed, Overflow
5, LOC_CITY_NAME_MIKISIW_WACIHK, 11.9, UNIT_BUILDER, 35.7, 27, 8.7
5, LOC_CITY_NAME_NIANI, 10.8, UNIT_SCOUT, 21.7, 15, 9.4
5, LOC_CITY_NAME_XANADU, 13.6, UNIT_BUILDER, 37.4, 25, 12.4
5, LOC_CITY_NAME_KABUL, 9.0, UNIT_BUILDER, 27.0, 25, 0.0
5, LOC_CITY_NAME_NAN_MADOL, 6.0, UNIT_BUILDER, 18.0, 25, 0.0
5, LOC_CITY_NAME_SAMARKAND, 7.5, UNIT_BUILDER, 22.5, 25, 0.0
5, LOC_CITY_NAME_GENEVA, 10.5, UNIT_BUILDER, 31.5, 25, 0.0
5, LOC_CITY_NAME_CAGUANA, 7.5, UNIT_BUILDER, 22.5, 25, 0.0
5, LOC_CITY_NAME_LAHORE, 10.5, UNIT_BUILDER, 31.5, 25, 0.0
5, LOC_CITY_NAME_CHINGUETTI, 9.0, UNIT_BUILDER, 24.0, 25, 0.0
5, LOC_CITY_NAME_HATTUSA, 7.5, UNIT_BUILDER, 22.5, 25, 0.0
5, LOC_CITY_NAME_BUENOS_AIRES, 12.0, UNIT_BUILDER, 30.0, 25, 0.0
5, LOC_CITY_NAME_MEXICO_CITY, 9.0, UNIT_BUILDER, 27.0, 25, 0.0
5, LOC_CITY_NAME_PASARGADAE, 11.0, UNIT_SETTLER, 11.0, 40, 0.0
5, LOC_CITY_NAME_BABYLON_STK, 9.0, UNIT_SETTLER, 9.0, 40, 0.0
5, LOC_CITY_NAME_PATNA, 5.0, UNIT_SCOUT, 16.0, 15, 1.0
5, LOC_CITY_NAME_MEROE, 13.0, UNIT_SETTLER, 13.0, 40, 0.0
6, LOC_CITY_NAME_TENOCHTITLAN, 15.3, UNIT_BUILDER, 30.6, 27, 3.6
6, LOC_CITY_NAME_TLACOPAN, 4.1, UNIT_SCOUT, 4.1, 15, 0.0
6, LOC_CITY_NAME_MIKISIW_WACIHK, 24.0, BUILDING_MONUMENT, 35.9, 30, 0.0
6, LOC_CITY_NAME_PASKWAW_ASKIHK, 5.1, BUILDING_MONUMENT, 5.1, 30, 0.0
6, LOC_CITY_NAME_NIANI, 26.4, BUILDING_MONUMENT, 26.4, 30, 0.0
6, LOC_CITY_NAME_XANADU, 26.0, UNIT_BUILDER, 26.0, 27, 0.0
6, LOC_CITY_NAME_KABUL, 4.5, BUILDING_MONUMENT, 7.5, 30, 0.0
6, LOC_CITY_NAME_NAN_MADOL, 6.0, UNIT_BUILDER, 24.0, 25, 0.0
6, LOC_CITY_NAME_SAMARKAND, 7.5, UNIT_BUILDER, 30.0, 25, 0.0
6, LOC_CITY_NAME_GENEVA, 5.5, BUILDING_MONUMENT, 9.0, 30, 0.0
6, LOC_CITY_NAME_CAGUANA, 7.5, UNIT_BUILDER, 30.0, 25, 0.0
6, LOC_CITY_NAME_LAHORE, 5.0, BUILDING_MONUMENT, 8.5, 30, 0.0
6, LOC_CITY_NAME_CHINGUETTI, 9.0, UNIT_BUILDER, 33.0, 25, 2.0
6, LOC_CITY_NAME_HATTUSA, 7.5, UNIT_BUILDER, 30.0, 25, 0.0
6, LOC_CITY_NAME_BUENOS_AIRES, 4.0, BUILDING_MONUMENT, 7.0, 30, 0.0
6, LOC_CITY_NAME_MEXICO_CITY, 3.5, BUILDING_MONUMENT, 6.5, 30, 0.0
6, LOC_CITY_NAME_PASARGADAE, 8.0, UNIT_SETTLER, 19.0, 40, 0.0
6, LOC_CITY_NAME_BABYLON_STK, 8.0, UNIT_SETTLER, 17.0, 40, 0.0
6, LOC_CITY_NAME_PATNA, 8.0, UNIT_SCOUT, 8.0, 15, 0.0
6, LOC_CITY_NAME_MEROE, 9.0, UNIT_SETTLER, 22.0, 40, 0.0
7, LOC_CITY_NAME_TENOCHTITLAN, 24.5, UNIT_AZTEC_EAGLE_WARRIOR, 24.5, 32, 0.0
7, LOC_CITY_NAME_TLACOPAN, 4.1, UNIT_SCOUT, 8.1, 15, 0.0
7, LOC_CITY_NAME_MIKISIW_WACIHK, 17.0, BUILDING_GRANARY, 17.0, 32, 0.0
7, LOC_CITY_NAME_PASKWAW_ASKIHK, 6.8, BUILDING_MONUMENT, 11.9, 30, 0.0
7, LOC_CITY_NAME_NIANI, 17.0, BUILDING_MONUMENT, 43.4, 30, 13.4
7, LOC_CITY_NAME_XANADU, 13.6, UNIT_BUILDER, 39.6, 27, 12.6
7, LOC_CITY_NAME_KABUL, 4.5, BUILDING_MONUMENT, 12.0, 30, 0.0
7, LOC_CITY_NAME_NAN_MADOL, 6.0, UNIT_BUILDER, 30.0, 25, 1.0
7, LOC_CITY_NAME_SAMARKAND, 2.5, BUILDING_MONUMENT, 5.0, 30, 0.0
7, LOC_CITY_NAME_GENEVA, 5.5, BUILDING_MONUMENT, 14.5, 30, 0.0
7, LOC_CITY_NAME_CAGUANA, 2.5, BUILDING_MONUMENT, 5.0, 30, 0.0
7, LOC_CITY_NAME_LAHORE, 5.0, BUILDING_MONUMENT, 13.5, 30, 0.0
7, LOC_CITY_NAME_CHINGUETTI, 5.0, BUILDING_MONUMENT, 7.5, 30, 0.0
7, LOC_CITY_NAME_HATTUSA, 3.0, BUILDING_GRANARY, 3.0, 32, 0.0
7, LOC_CITY_NAME_BUENOS_AIRES, 4.0, BUILDING_MONUMENT, 11.0, 30, 0.0
7, LOC_CITY_NAME_MEXICO_CITY, 3.5, BUILDING_MONUMENT, 10.0, 30, 0.0
7, LOC_CITY_NAME_PASARGADAE, 8.0, UNIT_SETTLER, 27.0, 40, 0.0
7, LOC_CITY_NAME_BABYLON_STK, 10.0, UNIT_SETTLER, 27.0, 40, 0.0
7, LOC_CITY_NAME_PATNA, 7.0, UNIT_SCOUT, 15.0, 15, 0.0
7, LOC_CITY_NAME_MEROE, 9.0, UNIT_SETTLER, 31.0, 40, 0.0
8, LOC_CITY_NAME_TENOCHTITLAN, 22.0, UNIT_AZTEC_EAGLE_WARRIOR, 46.5, 32, 9.5
8, LOC_CITY_NAME_TLACOPAN, 5.4, UNIT_SCOUT, 13.5, 15, 0.0
8, LOC_CITY_NAME_MIKISIW_WACIHK, 17.0, BUILDING_GRANARY, 34.0, 32, 2.0
8, LOC_CITY_NAME_PASKWAW_ASKIHK, 6.8, BUILDING_MONUMENT, 18.7, 30, 0.0
8, LOC_CITY_NAME_NIANI, 30.4, UNIT_BUILDER, 30.4, 29, 0.0
8, LOC_CITY_NAME_XANADU, 27.9, BUILDING_MONUMENT, 27.9, 30, 0.0
8, LOC_CITY_NAME_KABUL, 4.5, BUILDING_MONUMENT, 16.5, 30, 0.0
8, LOC_CITY_NAME_NAN_MADOL, 3.0, BUILDING_MONUMENT, 3.0, 30, 0.0
8, LOC_CITY_NAME_SAMARKAND, 2.5, BUILDING_MONUMENT, 7.5, 30, 0.0
8, LOC_CITY_NAME_GENEVA, 5.5, BUILDING_MONUMENT, 20.0, 30, 0.0
8, LOC_CITY_NAME_CAGUANA, 2.5, BUILDING_MONUMENT, 7.5, 30, 0.0
8, LOC_CITY_NAME_LAHORE, 5.0, BUILDING_MONUMENT, 18.5, 30, 0.0
8, LOC_CITY_NAME_CHINGUETTI, 3.0, BUILDING_MONUMENT, 10.5, 30, 0.0
8, LOC_CITY_NAME_HATTUSA, 3.0, BUILDING_GRANARY, 6.0, 32, 0.0
8, LOC_CITY_NAME_BUENOS_AIRES, 4.0, BUILDING_MONUMENT, 15.0, 30, 0.0
8, LOC_CITY_NAME_MEXICO_CITY, 3.5, BUILDING_MONUMENT, 13.5, 30, 0.0
8, LOC_CITY_NAME_PASARGADAE, 9.0, UNIT_SETTLER, 36.0, 40, 0.0
8, LOC_CITY_NAME_BABYLON_STK, 10.0, UNIT_SETTLER, 37.0, 40, 0.0
8, LOC_CITY_NAME_PATNA, 8.0, UNIT_SETTLER, 8.0, 40, 0.0
8, LOC_CITY_NAME_MEROE, 10.0, UNIT_SETTLER, 41.0, 40, 1.0
9, LOC_CITY_NAME_TENOCHTITLAN, 26.5, UNIT_BUILDER, 26.5, 31, 0.0
9, LOC_CITY_NAME_TLACOPAN, 5.4, UNIT_SCOUT, 18.9, 15, 5.3
9, LOC_CITY_NAME_MIKISIW_WACIHK, 15.1, UNIT_CREE_OKIHTCITAW, 15.1, 20, 0.0
9, LOC_CITY_NAME_PASKWAW_ASKIHK, 6.8, BUILDING_MONUMENT, 25.5, 30, 0.0
9, LOC_CITY_NAME_NIANI, 17.0, BUILDING_GRANARY, 17.0, 32, 0.0
9, LOC_CITY_NAME_XANADU, 17.0, BUILDING_MONUMENT, 44.9, 30, 14.9
9, LOC_CITY_NAME_KABUL, 4.5, BUILDING_MONUMENT, 21.0, 30, 0.0
9, LOC_CITY_NAME_NAN_MADOL, 2.0, BUILDING_MONUMENT, 5.0, 30, 0.0
9, LOC_CITY_NAME_SAMARKAND, 3.0, BUILDING_MONUMENT, 10.5, 30, 0.0
9, LOC_CITY_NAME_GENEVA, 5.5, BUILDING_MONUMENT, 25.5, 30, 0.0
9, LOC_CITY_NAME_CAGUANA, 2.5, BUILDING_MONUMENT, 10.0, 30, 0.0
9, LOC_CITY_NAME_LAHORE, 5.0, BUILDING_MONUMENT, 23.5, 30, 0.0
9, LOC_CITY_NAME_CHINGUETTI, 3.0, BUILDING_MONUMENT, 13.5, 30, 0.0
9, LOC_CITY_NAME_HATTUSA, 3.0, BUILDING_GRANARY, 9.0, 32, 0.0
9, LOC_CITY_NAME_BUENOS_AIRES, 5.0, BUILDING_MONUMENT, 20.0, 30, 0.0
9, LOC_CITY_NAME_MEXICO_CITY, 3.5, BUILDING_MONUMENT, 17.0, 30, 0.0
9, LOC_CITY_NAME_PASARGADAE, 9.0, UNIT_SETTLER, 45.0, 40, 5.0
9, LOC_CITY_NAME_BABYLON_STK, 10.0, UNIT_SETTLER, 47.0, 40, 7.0
9, LOC_CITY_NAME_PATNA, 10.0, UNIT_SETTLER, 18.0, 40, 0.0
9, LOC_CITY_NAME_MEROE, 10.0, UNIT_SETTLER, 10.0, 55, 0.0
9, LOC_CITY_NAME_BABYLON_STK, 18.0, UNIT_SETTLER, 18.0, 55, 0.0
2, LOC_CITY_NAME_PELLA, 9.5, UNIT_SCOUT, 9.5, 15, 0.0
2, LOC_CITY_NAME_RIO_DE_JANEIRO, 9.5, UNIT_SCOUT, 9.5, 15, 0.0
2, LOC_CITY_NAME_AACHEN, 9.5, UNIT_SCOUT, 9.5, 15, 0.0
2, LOC_CITY_HA_NOI, 13.5, UNIT_SCOUT, 13.5, 15, 0.0
2, LOC_CITY_NAME_ROME, 12.2, UNIT_SCOUT, 12.2, 15, 0.0
2, LOC_CITY_NAME_BABYLON, 3.5, BUILDING_MONUMENT, 3.5, 30, 0.0
2, LOC_CITY_NAME_JERUSALEM, 2.5, BUILDING_MONUMENT, 2.5, 30, 0.0
2, LOC_CITY_NAME_HATTUSA, 2.5, BUILDING_MONUMENT, 2.5, 30, 0.0
2, LOC_CITY_NAME_JOHANNESBURG, 2.0, BUILDING_MONUMENT, 2.0, 30, 0.0
2, LOC_CITY_NAME_LISBON, 3.0, BUILDING_MONUMENT, 3.0, 30, 0.0
2, LOC_CITY_NAME_VATICAN_CITY, 2.5, BUILDING_MONUMENT, 2.5, 30, 0.0
2, LOC_CITY_NAME_VILNIUS, 2.5, BUILDING_MONUMENT, 2.5, 30, 0.0
2, LOC_CITY_NAME_YEREVAN, 3.0, BUILDING_MONUMENT, 3.0, 30, 0.0
2, LOC_CITY_NAME_BUENOS_AIRES, 2.0, BUILDING_MONUMENT, 2.0, 30, 0.0
2, LOC_CITY_NAME_FEZ, 3.0, BUILDING_MONUMENT, 3.0, 30, 0.0
2, LOC_CITY_NAME_KUMASI, 2.5, BUILDING_MONUMENT, 2.5, 30, 0.0
2, LOC_CITY_NAME_RA_KEDET, 6.0, UNIT_SCOUT, 6.0, 15, 0.0
2, LOC_CITY_NAME_BABYLON_STK, 7.0, UNIT_BABYLONIAN_SABUM_KIBITTUM, 7.0, 17, 0.0
2, LOC_CITY_NAME_PATNA, 6.0, UNIT_SCOUT, 6.0, 15, 0.0
2, LOC_CITY_NAME_NIANI, 5.0, UNIT_SCOUT, 5.0, 15, 0.0
2, LOC_CITY_NAME_MEROE, 6.0, UNIT_SCOUT, 6.0, 15, 0.0
3, LOC_CITY_NAME_RA_KEDET, 6.0, UNIT_SCOUT, 12.0, 15, 0.0
3, LOC_CITY_NAME_BABYLON_STK, 7.0, UNIT_BABYLONIAN_SABUM_KIBITTUM, 14.0, 17, 0.0
3, LOC_CITY_NAME_PATNA, 6.0, UNIT_SCOUT, 12.0, 15, 0.0
3, LOC_CITY_NAME_NIANI, 5.0, UNIT_SCOUT, 10.0, 15, 0.0
3, LOC_CITY_NAME_MEROE, 6.0, UNIT_SCOUT, 12.0, 15, 0.0
4, LOC_CITY_NAME_PELLA, 23.8, UNIT_BUILDER, 23.8, 25, 0.0
4, LOC_CITY_NAME_RIO_DE_JANEIRO, 28.9, UNIT_BUILDER, 28.9, 25, 0.0
4, LOC_CITY_NAME_AACHEN, 27.2, UNIT_BUILDER, 27.2, 25, 0.0
4, LOC_CITY_HA_NOI, 34.0, UNIT_BUILDER, 34.0, 27, 0.0
4, LOC_CITY_NAME_ROME, 30.6, UNIT_BUILDER, 30.6, 25, 0.0
4, LOC_CITY_NAME_BABYLON, 21.0, UNIT_BUILDER, 21.0, 25, 0.0
4, LOC_CITY_NAME_JERUSALEM, 15.0, UNIT_BUILDER, 15.0, 25, 0.0
4, LOC_CITY_NAME_HATTUSA, 15.0, UNIT_BUILDER, 15.0, 25, 0.0
4, LOC_CITY_NAME_JOHANNESBURG, 12.0, UNIT_BUILDER, 12.0, 25, 0.0
4, LOC_CITY_NAME_LISBON, 18.0, UNIT_BUILDER, 18.0, 25, 0.0
4, LOC_CITY_NAME_VATICAN_CITY, 15.0, UNIT_BUILDER, 15.0, 25, 0.0
4, LOC_CITY_NAME_VILNIUS, 15.0, UNIT_BUILDER, 15.0, 25, 0.0
4, LOC_CITY_NAME_YEREVAN, 18.0, UNIT_BUILDER, 18.0, 25, 0.0
4, LOC_CITY_NAME_BUENOS_AIRES, 12.0, UNIT_BUILDER, 12.0, 25, 0.0
4, LOC_CITY_NAME_FEZ, 18.0, UNIT_BUILDER, 18.0, 25, 0.0
4, LOC_CITY_NAME_KUMASI, 16.5, UNIT_BUILDER, 16.5, 25, 0.0
4, LOC_CITY_NAME_RA_KEDET, 6.0, UNIT_SCOUT, 18.0, 15, 3.0
4, LOC_CITY_NAME_BABYLON_STK, 7.0, UNIT_BABYLONIAN_SABUM_KIBITTUM, 21.0, 17, 4.0
4, LOC_CITY_NAME_PATNA, 6.0, UNIT_SCOUT, 18.0, 15, 3.0
4, LOC_CITY_NAME_NIANI, 5.0, UNIT_SCOUT, 15.0, 15, 0.0
4, LOC_CITY_NAME_MEROE, 6.0, UNIT_SCOUT, 18.0, 15, 3.0
5, LOC_CITY_NAME_PELLA, 17.0, UNIT_BUILDER, 40.8, 25, 15.8
5, LOC_CITY_NAME_RIO_DE_JANEIRO, 17.0, BUILDING_MONUMENT, 17.0, 30, 0.0
5, LOC_CITY_NAME_AACHEN, 15.3, BUILDING_MONUMENT, 15.3, 30, 0.0
5, LOC_CITY_HA_NOI, 13.5, UNIT_SCOUT, 27.1, 15, 15.5
5, LOC_CITY_NAME_ROME, 15.3, BUILDING_MONUMENT, 15.3, 30, 0.0
5, LOC_CITY_NAME_BABYLON, 10.5, UNIT_BUILDER, 31.5, 25, 0.0
5, LOC_CITY_NAME_JERUSALEM, 7.5, UNIT_BUILDER, 22.5, 25, 0.0
5, LOC_CITY_NAME_HATTUSA, 10.5, UNIT_BUILDER, 25.5, 25, 0.0
5, LOC_CITY_NAME_JOHANNESBURG, 7.5, UNIT_BUILDER, 19.5, 25, 0.0
5, LOC_CITY_NAME_LISBON, 9.0, UNIT_BUILDER, 27.0, 25, 0.0
5, LOC_CITY_NAME_VATICAN_CITY, 12.0, UNIT_BUILDER, 27.0, 25, 0.0
5, LOC_CITY_NAME_VILNIUS, 9.0, UNIT_BUILDER, 24.0, 25, 0.0
5, LOC_CITY_NAME_YEREVAN, 9.0, UNIT_BUILDER, 27.0, 25, 0.0
5, LOC_CITY_NAME_BUENOS_AIRES, 7.5, UNIT_BUILDER, 19.5, 25, 0.0
5, LOC_CITY_NAME_FEZ, 9.0, UNIT_BUILDER, 27.0, 25, 0.0
5, LOC_CITY_NAME_KUMASI, 9.0, UNIT_BUILDER, 25.5, 25, 0.0
5, LOC_CITY_NAME_PRESLAV, 3.0, BUILDING_MONUMENT, 3.0, 30, 0.0
5, LOC_CITY_NAME_RA_KEDET, 12.0, UNIT_SETTLER, 12.0, 40, 0.0
5, LOC_CITY_NAME_BABYLON_STK, 11.0, UNIT_BABYLONIAN_SABUM_KIBITTUM, 11.0, 17, 0.0
5, LOC_CITY_NAME_PATNA, 9.0, UNIT_SCOUT, 9.0, 15, 0.0
5, LOC_CITY_NAME_NIANI, 5.0, UNIT_SETTLER, 5.0, 40, 0.0
5, LOC_CITY_NAME_MEROE, 13.0, UNIT_SETTLER, 13.0, 40, 0.0
6, LOC_CITY_NAME_PELLA, 31.1, UNIT_BUILDER, 31.1, 27, 0.0
6, LOC_CITY_NAME_RIO_DE_JANEIRO, 18.7, BUILDING_MONUMENT, 35.7, 30, 5.7
6, LOC_CITY_NAME_AACHEN, 15.3, BUILDING_MONUMENT, 30.6, 30, 0.6
6, LOC_CITY_HA_NOI, 32.5, BUILDING_OLD_GOD_OBELISK, 32.5, 30, 0.0
6, LOC_CITY_HUE, 10.2, BUILDING_OLD_GOD_OBELISK, 10.2, 30, 0.0
6, LOC_CITY_NAME_ROME, 13.5, UNIT_SCOUT, 25.7, 15, 14.2
6, LOC_CITY_NAME_BABYLON, 4.5, BUILDING_MONUMENT, 8.0, 30, 0.0
6, LOC_CITY_NAME_JERUSALEM, 7.5, UNIT_BUILDER, 30.0, 25, 0.0
6, LOC_CITY_NAME_HATTUSA, 3.5, BUILDING_MONUMENT, 6.0, 30, 0.0
6, LOC_CITY_NAME_JOHANNESBURG, 7.5, UNIT_BUILDER, 27.0, 25, 0.0
6, LOC_CITY_NAME_LISBON, 3.0, BUILDING_MONUMENT, 6.0, 30, 0.0
6, LOC_CITY_NAME_VATICAN_CITY, 4.0, BUILDING_MONUMENT, 6.5, 30, 0.0
6, LOC_CITY_NAME_VILNIUS, 9.0, UNIT_BUILDER, 33.0, 25, 2.0
6, LOC_CITY_NAME_YEREVAN, 4.0, BUILDING_MONUMENT, 7.0, 30, 0.0
6, LOC_CITY_NAME_BUENOS_AIRES, 7.5, UNIT_BUILDER, 27.0, 25, 0.0
6, LOC_CITY_NAME_FEZ, 3.5, BUILDING_MONUMENT, 6.5, 30, 0.0
6, LOC_CITY_NAME_KUMASI, 3.0, BUILDING_MONUMENT, 5.5, 30, 0.0
6, LOC_CITY_NAME_RA_KEDET, 10.8, UNIT_SETTLER, 22.8, 40, 0.0
6, LOC_CITY_NAME_BABYLON_STK, 9.0, UNIT_BABYLONIAN_SABUM_KIBITTUM, 20.0, 17, 3.0
6, LOC_CITY_NAME_PATNA, 8.0, UNIT_SCOUT, 17.0, 15, 2.0
6, LOC_CITY_NAME_NIANI, 7.0, UNIT_SETTLER, 12.0, 40, 0.0
6, LOC_CITY_NAME_MEROE, 10.0, UNIT_SETTLER, 23.0, 40, 0.0
7, LOC_CITY_NAME_PELLA, 15.3, BUILDING_MONUMENT, 15.3, 30, 0.0
7, LOC_CITY_NAME_ALEXANDRIA_TROAS, 5.4, UNIT_SCOUT, 5.4, 15, 0.0
7, LOC_CITY_NAME_RIO_DE_JANEIRO, 19.4, UNIT_SCOUT, 28.9, 15, 13.2
7, LOC_CITY_NAME_SAO_PAULO, 8.1, UNIT_SCOUT, 8.1, 15, 0.0
7, LOC_CITY_NAME_AACHEN, 19.3, BUILDING_GRANARY, 19.3, 32, 0.0
7, LOC_CITY_HA_NOI, 18.7, BUILDING_GRANARY, 18.7, 32, 0.0
7, LOC_CITY_NAME_ROME, 31.2, BUILDING_OLD_GOD_OBELISK, 31.2, 30, 0.0
7, LOC_CITY_NAME_BABYLON, 4.5, BUILDING_MONUMENT, 12.5, 30, 0.0
7, LOC_CITY_NAME_JERUSALEM, 2.5, BUILDING_MONUMENT, 5.0, 30, 0.0
7, LOC_CITY_NAME_HATTUSA, 3.5, BUILDING_MONUMENT, 9.5, 30, 0.0
7, LOC_CITY_NAME_JOHANNESBURG, 2.5, BUILDING_MONUMENT, 4.5, 30, 0.0
7, LOC_CITY_NAME_LISBON, 3.0, BUILDING_MONUMENT, 9.0, 30, 0.0
7, LOC_CITY_NAME_VATICAN_CITY, 4.0, BUILDING_MONUMENT, 10.5, 30, 0.0
7, LOC_CITY_NAME_VILNIUS, 5.0, BUILDING_MONUMENT, 7.5, 30, 0.0
7, LOC_CITY_NAME_YEREVAN, 4.0, BUILDING_MONUMENT, 11.0, 30, 0.0
7, LOC_CITY_NAME_BUENOS_AIRES, 2.5, BUILDING_MONUMENT, 4.5, 30, 0.0
7, LOC_CITY_NAME_FEZ, 3.5, BUILDING_MONUMENT, 10.0, 30, 0.0
7, LOC_CITY_NAME_KUMASI, 3.5, BUILDING_MONUMENT, 9.0, 30, 0.0
7, LOC_CITY_NAME_PRESLAV, 18.0, UNIT_BUILDER, 18.0, 25, 0.0
7, LOC_CITY_NAME_RA_KEDET, 8.6, UNIT_SETTLER, 31.4, 40, 0.0
7, LOC_CITY_NAME_BABYLON_STK, 12.0, UNIT_SETTLER, 12.0, 40, 0.0
7, LOC_CITY_NAME_PATNA, 10.0, UNIT_SETTLER, 10.0, 40, 0.0
7, LOC_CITY_NAME_NIANI, 7.0, UNIT_SETTLER, 19.0, 40, 0.0
7, LOC_CITY_NAME_MEROE, 10.0, UNIT_SETTLER, 33.0, 40, 0.0
8, LOC_CITY_NAME_PELLA, 22.1, BUILDING_MONUMENT, 37.4, 30, 7.4
8, LOC_CITY_NAME_ALEXANDRIA_TROAS, 6.8, UNIT_SCOUT, 12.2, 15, 0.0
8, LOC_CITY_NAME_RIO_DE_JANEIRO, 37.0, BUILDING_GRANARY, 37.0, 32, 0.0
8, LOC_CITY_NAME_SAO_PAULO, 8.1, UNIT_SCOUT, 16.3, 15, 3.3
8, LOC_CITY_NAME_AACHEN, 18.7, BUILDING_GRANARY, 38.0, 32, 6.0
8, LOC_CITY_HA_NOI, 18.7, BUILDING_GRANARY, 37.4, 32, 5.4
8, LOC_CITY_HUE, 23.8, UNIT_BUILDER, 23.8, 29, 0.0
8, LOC_CITY_NAME_ROME, 18.7, BUILDING_GRANARY, 18.7, 32, 0.0
8, LOC_CITY_NAME_ARRETIUM, 11.9, BUILDING_OLD_GOD_OBELISK, 11.9, 30, 0.0
8, LOC_CITY_NAME_BABYLON, 4.5, BUILDING_MONUMENT, 17.0, 30, 0.0
8, LOC_CITY_NAME_JERUSALEM, 2.5, BUILDING_MONUMENT, 7.5, 30, 0.0
8, LOC_CITY_NAME_HATTUSA, 3.5, BUILDING_MONUMENT, 13.0, 30, 0.0
8, LOC_CITY_NAME_JOHANNESBURG, 2.5, BUILDING_MONUMENT, 7.0, 30, 0.0
8, LOC_CITY_NAME_LISBON, 3.0, BUILDING_MONUMENT, 12.0, 30, 0.0
