Game Turn, Player, Belief, Score
1, 4, BELIEF_DANCE_OF_THE_AURORA, 0.0
1, 4, BELIEF_DESERT_FOLKLORE, 0.0
1, 4, BELIEF_SACRED_PATH, 0.0
1, 4, BELIEF_RIVER_GODDESS, 0.0
1, 4, BELIEF_MONUMENT_TO_THE_GODS, 0.0
1, 4, BELIEF_DIVINE_SPARK, 0.0
1, 4, BELIEF_LADY_OF_THE_REEDS_AND_MARSHES, 0.0
1, 4, BELIEF_GOD_OF_THE_SEA, 0.0
1, 4, BELIEF_GOD_OF_THE_OPEN_SKY, 0.0
1, 4, BELIEF_GODDESS_OF_THE_HUNT, 0.0
1, 4, BELIEF_STONE_CIRCLES, 0.0
1, 4, BELIEF_RELIGIOUS_IDOLS, 0.0
1, 4, BELIEF_GOD_OF_CRAFTSMEN, 0.0
1, 4, BELIEF_GODDESS_OF_FESTIVALS, 0.0
1, 4, BELIEF_GOD_OF_THE_FORGE, 0.0
1, 4, BELIEF_INITIATION_RITES, 0.0
1, 4, BELIEF_GOD_OF_HEALING, 0.0
1, 4, BELIEF_GOD_OF_WAR, 0.0
1, 4, BELIEF_FERTILITY_RITES, 0.0
1, 4, BELIEF_RELIGIOUS_SETTLEMENTS, 0.0
1, 4, BELIEF_CITY_PATRON_GODDESS, 0.0
1, 4, BELIEF_EARTH_GODDESS, 0.0
1, 4, BELIEF_DIVINE_INSPIRATION, 0.0
1, 4, BELIEF_FEED_THE_WORLD, 0.0
1, 4, BELIEF_JESUIT_EDUCATION, 0.0
1, 4, BELIEF_RELIQUARIES, 0.0
1, 4, BELIEF_RELIGIOUS_COMMUNITY, 0.0
1, 4, BELIEF_WORK_ETHIC, 0.0
1, 4, BELIEF_ZEN_MEDITATION, 0.0
1, 4, BELIEF_CHORAL_MUSIC, 0.0
1, 4, BELIEF_WARRIOR_MONKS, 0.0
1, 4, BELIEF_CATHEDRAL, 0.0
1, 4, BELIEF_GURDWARA, 0.0
1, 4, BELIEF_MEETING_HOUSE, 0.0
1, 4, BELIEF_MOSQUE, 0.0
1, 4, BELIEF_PAGODA, 0.0
1, 4, BELIEF_SYNAGOGUE, 0.0
1, 4, BELIEF_WAT, 0.0
1, 4, BELIEF_STUPA, 0.0
1, 4, BELIEF_DAR_E_MEHR, 0.0
1, 4, BELIEF_LAY_MINISTRY, 0.0
1, 4, BELIEF_PAPAL_PRIMACY, 0.0
1, 4, BELIEF_PILGRIMAGE, 0.0
1, 4, BELIEF_STEWARDSHIP, 0.0
1, 4, BELIEF_TITHE, 0.0
1, 4, BELIEF_WORLD_CHURCH, 0.0
1, 4, BELIEF_CROSS_CULTURAL_DIALOGUE, 0.0
1, 4, BELIEF_RELIGIOUS_UNITY, 0.0
1, 4, BELIEF_DEFENDER_OF_FAITH, 0.0
1, 4, BELIEF_HOLY_ORDER, 0.0
1, 4, BELIEF_ITINERANT_PREACHERS, 0.0
1, 4, BELIEF_JUST_WAR, 0.0
1, 4, BELIEF_MISSIONARY_ZEAL, 46.0
1, 4, BELIEF_MONASTIC_ISOLATION, 0.0
1, 4, BELIEF_SCRIPTURE, 0.0
1, 4, BELIEF_RELIGIOUS_COLONIZATION, 0.0
1, 4, BELIEF_GODDESS_OF_FIRE, 0.0
1, 4, BELIEF_SACRED_PLACES, 0.0
1, 4, BELIEF_HOLY_WATERS, 0.0
1, 4, BELIEF_ZYL_LBM_MOON_GODDESS, 0.0
1, 4, BELIEF_ZYL_LBM_COMMERCE_GODDESS, 0.0
1, 4, BELIEF_ZYL_LBM_SUN_GOD, 0.0
1, 4, BELIEF_ZYL_LBM_ORAL_TRADITION, 0.0
1, 4, BELIEF_ZYL_LBM_EARTH_SPIRITS, 0.0
1, 4, BELIEF_ZYL_LBM_GARDEN_GODDESS, 0.0
1, 4, BELIEF_ZYL_LBM_WEALTH_GODDESS, 0.0
1, 4, BELIEF_ZYL_LBM_TRADE_GOD, 0.0
1, 4, BELIEF_ZYL_LBM_PATH_OF_CONQUEST, 0.0
1, 4, BELIEF_ZYL_LBM_SACRED_INSCRIPTIONS, 0.0
1, 4, BELIEF_ZYL_LBM_GRANARY_GOD, 0.0
1, 4, BELIEF_ZYL_LBM_REEF_PARADISE, 0.0
1, 4, BELIEF_ZYL_LBM_SIREN, 0.0
1, 4, BELIEF_ZYL_DRUID, 0.0
1, 5, BELIEF_DANCE_OF_THE_AURORA, 0.0
1, 5, BELIEF_DESERT_FOLKLORE, 0.0
1, 5, BELIEF_SACRED_PATH, 0.0
1, 5, BELIEF_RIVER_GODDESS, 0.0
1, 5, BELIEF_MONUMENT_TO_THE_GODS, 0.0
1, 5, BELIEF_DIVINE_SPARK, 0.0
1, 5, BELIEF_LADY_OF_THE_REEDS_AND_MARSHES, 0.0
1, 5, BELIEF_GOD_OF_THE_SEA, 0.0
1, 5, BELIEF_GOD_OF_THE_OPEN_SKY, 0.0
1, 5, BELIEF_GODDESS_OF_THE_HUNT, 0.0
1, 5, BELIEF_STONE_CIRCLES, 0.0
1, 5, BELIEF_RELIGIOUS_IDOLS, 0.0
1, 5, BELIEF_GOD_OF_CRAFTSMEN, 0.0
1, 5, BELIEF_GODDESS_OF_FESTIVALS, 0.0
1, 5, BELIEF_GOD_OF_THE_FORGE, 0.0
1, 5, BELIEF_INITIATION_RITES, 0.0
1, 5, BELIEF_GOD_OF_HEALING, 0.0
1, 5, BELIEF_GOD_OF_WAR, 0.0
1, 5, BELIEF_FERTILITY_RITES, 0.0
1, 5, BELIEF_RELIGIOUS_SETTLEMENTS, 0.0
1, 5, BELIEF_CITY_PATRON_GODDESS, 0.0
1, 5, BELIEF_EARTH_GODDESS, 0.0
1, 5, BELIEF_DIVINE_INSPIRATION, 0.0
1, 5, BELIEF_FEED_THE_WORLD, 0.0
1, 5, BELIEF_JESUIT_EDUCATION, 0.0
1, 5, BELIEF_RELIQUARIES, 0.0
1, 5, BELIEF_RELIGIOUS_COMMUNITY, 0.0
1, 5, BELIEF_WORK_ETHIC, 0.0
1, 5, BELIEF_ZEN_MEDITATION, 0.0
1, 5, BELIEF_CHORAL_MUSIC, 0.0
1, 5, BELIEF_WARRIOR_MONKS, 0.0
1, 5, BELIEF_CATHEDRAL, 0.0
1, 5, BELIEF_GURDWARA, 0.0
1, 5, BELIEF_MEETING_HOUSE, 0.0
1, 5, BELIEF_MOSQUE, 0.0
1, 5, BELIEF_PAGODA, 0.0
1, 5, BELIEF_SYNAGOGUE, 0.0
1, 5, BELIEF_WAT, 0.0
1, 5, BELIEF_STUPA, 0.0
1, 5, BELIEF_DAR_E_MEHR, 0.0
1, 5, BELIEF_LAY_MINISTRY, 0.0
1, 5, BELIEF_PAPAL_PRIMACY, 0.0
1, 5, BELIEF_PILGRIMAGE, 0.0
1, 5, BELIEF_STEWARDSHIP, 0.0
1, 5, BELIEF_TITHE, 0.0
1, 5, BELIEF_WORLD_CHURCH, 0.0
1, 5, BELIEF_CROSS_CULTURAL_DIALOGUE, 0.0
1, 5, BELIEF_RELIGIOUS_UNITY, 0.0
1, 5, BELIEF_DEFENDER_OF_FAITH, 0.0
1, 5, BELIEF_HOLY_ORDER, 0.0
1, 5, BELIEF_ITINERANT_PREACHERS, 0.0
1, 5, BELIEF_JUST_WAR, 0.0
1, 5, BELIEF_MISSIONARY_ZEAL, 38.0
1, 5, BELIEF_MONASTIC_ISOLATION, 0.0
1, 5, BELIEF_SCRIPTURE, 0.0
1, 5, BELIEF_RELIGIOUS_COLONIZATION, 0.0
1, 5, BELIEF_GODDESS_OF_FIRE, 0.0
1, 5, BELIEF_SACRED_PLACES, 0.0
1, 5, BELIEF_HOLY_WATERS, 0.0
1, 5, BELIEF_ZYL_LBM_MOON_GODDESS, 0.0
1, 5, BELIEF_ZYL_LBM_COMMERCE_GODDESS, 0.0
1, 5, BELIEF_ZYL_LBM_SUN_GOD, 0.0
1, 5, BELIEF_ZYL_LBM_ORAL_TRADITION, 0.0
1, 5, BELIEF_ZYL_LBM_EARTH_SPIRITS, 0.0
1, 5, BELIEF_ZYL_LBM_GARDEN_GODDESS, 0.0
1, 5, BELIEF_ZYL_LBM_WEALTH_GODDESS, 0.0
1, 5, BELIEF_ZYL_LBM_TRADE_GOD, 0.0
1, 5, BELIEF_ZYL_LBM_PATH_OF_CONQUEST, 0.0
1, 5, BELIEF_ZYL_LBM_SACRED_INSCRIPTIONS, 0.0
1, 5, BELIEF_ZYL_LBM_GRANARY_GOD, 0.0
1, 5, BELIEF_ZYL_LBM_REEF_PARADISE, 0.0
1, 5, BELIEF_ZYL_LBM_SIREN, 0.0
1, 5, BELIEF_ZYL_DRUID, 0.0
1, 6, BELIEF_DANCE_OF_THE_AURORA, 0.0
1, 6, BELIEF_DESERT_FOLKLORE, 0.0
1, 6, BELIEF_SACRED_PATH, 0.0
1, 6, BELIEF_RIVER_GODDESS, 0.0
1, 6, BELIEF_MONUMENT_TO_THE_GODS, 0.0
1, 6, BELIEF_DIVINE_SPARK, 0.0
1, 6, BELIEF_LADY_OF_THE_REEDS_AND_MARSHES, 0.0
1, 6, BELIEF_GOD_OF_THE_SEA, 0.0
1, 6, BELIEF_GOD_OF_THE_OPEN_SKY, 0.0
