Game Turn, Player, City, Food Adv., Prod. Adv., Construct, Order Source
1, 4, LOC_CITY_NAME_TENOCHTITLAN, 1.64, -1.84, , YIELD_FOOD: 0.1, YIELD_PRODUCTION: -0.1, YIELD_GOLD: 0.0, YIELD_SCIENCE: 0.0, YIELD_CULTURE: 0.0, YIELD_FAITH: 0.0, , 
1, 4, LOC_CITY_NAME_TENOCHTITLAN, , , UNIT_SCOUT, Default Specialization, , , Value 34.8
1, 5, LOC_CITY_NAME_MIKISIW_WACIHK, 0.20, -0.21, , YIELD_FOOD: 0.1, YIELD_PRODUCTION: 0.0, YIELD_GOLD: 0.0, YIELD_SCIENCE: -0.1, YIELD_CULTURE: 0.0, YIELD_FAITH: 0.0, , 
1, 5, LOC_CITY_NAME_MIKISIW_WACIHK, , , BUILDING_MONUMENT, Default Specialization, , , Value 28.4
1, 6, LOC_CITY_NAME_NIANI, -6.20, -3.47, , YIELD_FOOD: -0.1, YIELD_PRODUCTION: 0.0, YIELD_GOLD: 0.0, YIELD_SCIENCE: 0.0, YIELD_CULTURE: 0.0, YIELD_FAITH: 0.1, , 
1, 6, LOC_CITY_NAME_NIANI, , , UNIT_SCOUT, Default Specialization, , , Value 34.8
1, 7, LOC_CITY_NAME_XANADU, -0.84, 2.07, , YIELD_FOOD: 0.0, YIELD_PRODUCTION: 0.1, YIELD_GOLD: 0.0, YIELD_SCIENCE: 0.0, YIELD_CULTURE: 0.0, YIELD_FAITH: -0.1, , 
1, 7, LOC_CITY_NAME_XANADU, , , UNIT_SCOUT, Default Specialization, , , Value 28.2
1, 8, LOC_CITY_NAME_KABUL, 0.40, -1.19, , YIELD_FOOD: 0.0, YIELD_PRODUCTION: -0.1, YIELD_GOLD: 0.1, YIELD_SCIENCE: 0.0, YIELD_CULTURE: 0.0, YIELD_FAITH: 0.0, , 
1, 8, LOC_CITY_NAME_KABUL, , , BUILDING_MONUMENT, Default Specialization, , , Value 26.0
1, 9, LOC_CITY_NAME_NAN_MADOL, -5.38, -4.61, , YIELD_FOOD: -0.1, YIELD_PRODUCTION: 0.0, YIELD_GOLD: 0.1, YIELD_SCIENCE: 0.0, YIELD_CULTURE: 0.0, YIELD_FAITH: 0.0, , 
1, 9, LOC_CITY_NAME_NAN_MADOL, , , UNIT_SLINGER, Default Specialization, , , Value 9.1
1, 10, LOC_CITY_NAME_SAMARKAND, -2.28, -2.82, , YIELD_FOOD: 0.0, YIELD_PRODUCTION: -0.1, YIELD_GOLD: 0.1, YIELD_SCIENCE: 0.0, YIELD_CULTURE: 0.0, YIELD_FAITH: 0.0, , 
1, 10, LOC_CITY_NAME_SAMARKAND, , , BUILDING_MONUMENT, Default Specialization, , , Value 26.0
1, 11, LOC_CITY_NAME_GENEVA, -4.34, 2.40, , YIELD_FOOD: -0.1, YIELD_PRODUCTION: 0.0, YIELD_GOLD: 0.1, YIELD_SCIENCE: 0.0, YIELD_CULTURE: 0.0, YIELD_FAITH: 0.0, , 
