Game Turn, From, To, Initiator, Type, SubType, Message
11, 8, 4, 8, FIRST_MEET_NO_MANS, NONE, INITIAL, Not for local adding to notification
11, 8, 4, 8, FIRST_MEET_NO_MANS, NONE, INITIAL, Notification sent; closing session
11, 9, 4, 9, FIRST_MEET_NEAR_RECIPIENT, NONE, INITIAL, Processing Statement
11, 9, 4, 9, FIRST_MEET_NEAR_RECIPIENT, NONE, INITIAL, Not for local adding to notification
11, 9, 4, 9, FIRST_MEET_NEAR_RECIPIENT, NONE, INITIAL, Notification sent; closing session
11, 9, 0, 9, FIRST_MEET_NEAR_RECIPIENT, NONE, INITIAL, Processing Statement
11, 9, 0, 9, FIRST_MEET_NEAR_RECIPIENT, NONE, INITIAL, Not for local adding to notification
11, 9, 0, 9, FIRST_MEET_NEAR_RECIPIENT, NONE, INITIAL, Notification sent; closing session
11, 9, 1, 9, FIRST_MEET_NEAR_RECIPIENT, NONE, INITIAL, Processing Statement
11, 9, 1, 9, FIRST_MEET_NEAR_RECIPIENT, NONE, INITIAL, Notification sent; closing local session
11, 9, 2, 9, FIRST_MEET_NEAR_RECIPIENT, NONE, INITIAL, Processing Statement
11, 9, 2, 9, FIRST_MEET_NEAR_RECIPIENT, NONE, INITIAL, Not for local adding to notification
11, 9, 2, 9, FIRST_MEET_NEAR_RECIPIENT, NONE, INITIAL, Notification sent; closing session
11, 9, 3, 9, FIRST_MEET_NEAR_RECIPIENT, NONE, INITIAL, Processing Statement
11, 9, 3, 9, FIRST_MEET_NEAR_RECIPIENT, NONE, INITIAL, Not for local adding to notification
11, 9, 3, 9, FIRST_MEET_NEAR_RECIPIENT, NONE, INITIAL, Notification sent; closing session
11, 0, 3, 0, MAKE_DEAL, NONE, INITIAL, Processing Statement
11, 0, 3, 0, MAKE_DEAL, NONE, INITIAL, Not for local adding to notification
11, 0, 3, 0, MAKE_DEAL, NONE, INITIAL, Notification sent; closing session
11, 0, 3, 0, MAKE_DEAL, NONE, 00000000, Processing Statement
11, 0, 3, 0, MAKE_DEAL, NONE, 00000000, Not for local adding to notification
11, 0, 3, 0, MAKE_DEAL, NONE, 00000000, Notification sent; closing session
11, 9, 1, 9, FIRST_MEET_NEAR_RECIPIENT, NONE, INITIAL, Restoring Session
11, 3, 0, 0, MAKE_DEAL, HUMAN_ACCEPT_DEAL, POSITIVE, Processing Statement
11, 3, 0, 0, MAKE_DEAL, HUMAN_ACCEPT_DEAL, POSITIVE, Not for local adding to notification
11, 3, 0, 0, MAKE_DEAL, HUMAN_ACCEPT_DEAL, POSITIVE, Notification sent; closing session
11, 1, 9, 9, FIRST_MEET_NEAR_RECIPIENT, NONE, POSITIVE, Adding to pending
11, 1, 9, 9, FIRST_MEET_NEAR_RECIPIENT, NONE, POSITIVE, Broadcasting
11, 1, 9, 9, FIRST_MEET_NEAR_RECIPIENT, NONE, POSITIVE, Processing Statement
11, 1, 9, 9, FIRST_MEET_NEAR_RECIPIENT, NONE, POSITIVE, Processing Immediately
11, 9, 1, 9, FIRST_MEET_VISIT_RECIPIENT, NONE, 00000000, Adding to pending
11, 9, 1, 9, FIRST_MEET_VISIT_RECIPIENT, NONE, 00000000, Processing Statement
11, 9, 1, 9, FIRST_MEET_VISIT_RECIPIENT, NONE, 00000000, Processing Immediately
11, 1, 9, 9, FIRST_MEET_VISIT_RECIPIENT, NONE, POSITIVE, Adding to pending
11, 1, 9, 9, FIRST_MEET_VISIT_RECIPIENT, NONE, POSITIVE, Broadcasting
11, 1, 9, 9, FIRST_MEET_VISIT_RECIPIENT, NONE, POSITIVE, Processing Statement
11, 1, 9, 9, FIRST_MEET_VISIT_RECIPIENT, NONE, POSITIVE, Processing Immediately
11, 1, 9, ?, STATEMENT_RESULT, ffffffff, ?, Sending Action
11, 9, 1, ?, ?, ?, ?, Closing Session
11, 1, 9, ?, STATEMENT_RESULT, ffffffff, ?, Processing Action
